q,stage,n_runs,mean_total_delay_us,se_total_delay_us,mean_queue_delay_us,mean_access_delay_us,completion_ratio_mean,variant,lambda_per_node,M,selected
0.025,coarse,2,1579.42791762014,228.006864988558,24.2608695652174,1555.16704805492,1,fast_first,1,5,0
0.05,coarse,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.1,coarse,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.2,coarse,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.25,fine,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.3,fine,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.35,fine,2,1351.29748283753,0.123569794050354,24.2608695652174,1327.03661327231,1,fast_first,1,5,0
0.4,coarse,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,1
0.45,fine,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
0.5,fine,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
0.55,fine,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
0.6,coarse,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
0.8,coarse,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
1,coarse,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,fast_first,1,5,0
0.0125,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,1
0.0171875,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.021875,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.025,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.0265625,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.03125,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.0359375,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.040625,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.0453125,fine,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.05,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.1,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.2,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.4,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.6,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.8,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
1,coarse,2,1235.20366132723,0.63844393592683,23.2826086956522,1211.92105263158,1,unslotted,1,5,0
0.025,coarse,2,10639.8535469108,3529.46224256293,413.95881006865,10225.8947368421,1,batch_clear,1,5,0
0.05,coarse,2,5983.00228832952,370.524027459954,59.6430205949657,5923.35926773455,1,batch_clear,1,5,0
0.1,coarse,2,3706.00228832952,322.475972540046,179.217391304348,3526.78489702517,1,batch_clear,1,5,0
0.2,coarse,2,2363.04576659039,30.4805491990846,24.2608695652174,2338.78489702517,1,batch_clear,1,5,0
0.4,coarse,2,1789.66132723112,0.55606407322648,28.5652173913043,1761.09610983982,1,batch_clear,1,5,0
0.6,coarse,2,1569.23340961098,11.4508009153318,50.0869565217391,1519.14645308924,1,batch_clear,1,5,0
0.8,coarse,2,1411.78489702517,8.25858123569787,24.2608695652174,1387.52402745995,1,batch_clear,1,5,0
0.825,fine,2,1411.78489702517,8.25858123569787,24.2608695652174,1387.52402745995,1,batch_clear,1,5,0
0.85,fine,2,1398.87185354691,4.654462242563,24.2608695652174,1374.61098398169,1,batch_clear,1,5,0
0.875,fine,2,1397.96567505721,4.86041189931348,32.8695652173913,1365.09610983982,1,batch_clear,1,5,0
0.9,fine,2,1374.63157894737,2.36842105263156,24.2608695652174,1350.37070938215,1,batch_clear,1,5,0
0.925,fine,2,1365.11670480549,3.27459954233404,24.2608695652174,1340.85583524027,1,batch_clear,1,5,0
0.95,fine,2,1356.50800915332,5.33409610983983,24.2608695652174,1332.2471395881,1,batch_clear,1,5,0
0.975,fine,2,1342.68878718535,8.73226544622423,24.2608695652174,1318.42791762014,1,batch_clear,1,5,0
1,coarse,2,1338.38443935927,13.0366132723112,24.2608695652174,1314.12356979405,1,batch_clear,1,5,1
0.025,coarse,2,8746.16704805492,860.74599542334,47.6361556064073,8698.53089244851,1,baseline,1,6,0
0.05,coarse,2,4906.46224256293,748.853546910755,76.1807780320366,4830.28146453089,1,baseline,1,6,0
0.1,coarse,2,3738.85125858124,269.938215102975,166.304347826087,3572.54691075515,1,baseline,1,6,0
0.2,coarse,2,2537.03203661327,75.3363844393593,71.6086956521739,2465.4233409611,1,baseline,1,6,0
0.4,coarse,2,1924.00228832952,73.5240274599543,37.1739130434783,1886.82837528604,1,baseline,1,6,0
0.6,coarse,2,1715.12814645309,40.654462242563,32.8695652173913,1682.2585812357,1,baseline,1,6,0
0.8,coarse,2,1688.84897025172,79.4141876430206,28.5652173913043,1660.28375286041,1,baseline,1,6,0
0.825,fine,2,1590.75514874142,10.070938215103,28.5652173913043,1562.18993135011,1,baseline,1,6,0
0.85,fine,2,1576.93592677346,6.67276887871856,28.5652173913043,1548.37070938215,1,baseline,1,6,0
0.875,fine,2,1572.63157894737,2.36842105263156,28.5652173913043,1544.06636155606,1,baseline,1,6,0
0.9,fine,2,1567.42105263158,7.57894736842104,28.5652173913043,1538.85583524027,1,baseline,1,6,0
0.925,fine,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,baseline,1,6,0
0.95,fine,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,baseline,1,6,0
0.975,fine,2,1554.50800915332,5.33409610983983,28.5652173913043,1525.94279176201,1,baseline,1,6,0
1,coarse,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,baseline,1,6,1
0.025,coarse,2,1761.11670480549,201.274599542334,28.5652173913043,1732.55148741419,1,fast_first,1,6,0
0.05,coarse,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,fast_first,1,6,0
0.1,coarse,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,fast_first,1,6,0
0.2,coarse,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,fast_first,1,6,0
0.4,coarse,2,1558.81235697941,1.02974828375284,28.5652173913043,1530.2471395881,1,fast_first,1,6,0
0.45,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,1
0.5,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.55,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.6,coarse,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.65,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.7,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.75,fine,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.8,coarse,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
1,coarse,2,1550.20366132723,9.63844393592683,28.5652173913043,1521.63844393593,1,fast_first,1,6,0
0.0125,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,1
0.0171875,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.021875,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.025,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.0265625,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.03125,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.0359375,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.040625,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.0453125,fine,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.05,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.1,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.2,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.4,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.6,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.8,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
1,coarse,2,1442.71853546911,1.54462242562931,27.5869565217391,1415.13157894737,1,unslotted,1,6,0
0.025,coarse,2,10879.5377574371,1195.14645308924,292.077803203661,10587.4599542334,1,batch_clear,1,6,0
0.05,coarse,2,6156.9885583524,1366.62013729977,50.0869565217391,6106.90160183066,1,batch_clear,1,6,0
0.1,coarse,2,3853.4828375286,209.430205949657,342.144164759725,3511.33867276888,1,batch_clear,1,6,0
0.2,coarse,2,2213.97940503432,247.716247139588,50.0869565217391,2163.89244851259,1,batch_clear,1,6,0
0.4,coarse,2,1843.352402746,18.7002288329519,41.4782608695652,1801.87414187643,1,batch_clear,1,6,0
0.6,coarse,2,1741.63386727689,89.1556064073227,28.5652173913043,1713.06864988558,1,batch_clear,1,6,0
0.8,coarse,2,1616.12814645309,58.345537757437,28.5652173913043,1587.56292906178,1,batch_clear,1,6,0
0.825,fine,2,1616.12814645309,58.345537757437,28.5652173913043,1587.56292906178,1,batch_clear,1,6,0
0.85,fine,2,1621.33867276888,63.5560640732265,28.5652173913043,1592.77345537757,1,batch_clear,1,6,0
0.875,fine,2,1574.44393592677,16.6613272311213,28.5652173913043,1545.87871853547,1,batch_clear,1,6,0
0.9,fine,2,1574.44393592677,16.6613272311213,28.5652173913043,1545.87871853547,1,batch_clear,1,6,0
0.925,fine,2,1564.02288329519,6.24027459954232,32.8695652173913,1531.1533180778,1,batch_clear,1,6,0
0.95,fine,2,1551.10983981693,19.1533180778032,28.5652173913043,1522.54462242563,1,batch_clear,1,6,0
0.975,fine,2,1545.89931350114,13.9427917620137,28.5652173913043,1517.33409610984,1,batch_clear,1,6,1
1,coarse,2,1545.89931350114,13.9427917620137,28.5652173913043,1517.33409610984,1,batch_clear,1,6,0
0.025,coarse,2,7866.77884615385,339.490384615384,52.7884615384615,7813.99038461538,1,baseline,3,1,0
0.05,coarse,2,4422.72115384615,527.971153846154,0,4422.72115384615,1,baseline,3,1,0
0.1,coarse,2,2389.41346153846,215.740384615385,0,2389.41346153846,1,baseline,3,1,0
0.2,coarse,2,1245.20192307692,107.221153846154,0,1245.20192307692,1,baseline,3,1,0
0.4,coarse,2,733.067307692308,44.3942307692308,0,733.067307692308,1,baseline,3,1,0
0.6,coarse,2,632.163461538462,23.4519230769231,0,632.163461538462,1,baseline,3,1,0
0.8,coarse,2,548.394230769231,22.2403846153846,0,548.394230769231,1,baseline,3,1,0
0.825,fine,2,525.548076923077,26.0480769230769,0,525.548076923077,1,baseline,3,1,1
0.85,fine,2,535.067307692308,35.5673076923077,0,535.067307692308,1,baseline,3,1,0
0.875,fine,2,531.259615384615,35.5673076923077,0,531.259615384615,1,baseline,3,1,0
0.9,fine,2,527.451923076923,35.5673076923077,0,527.451923076923,1,baseline,3,1,0
0.925,fine,2,575.442307692308,83.5576923076923,0,575.442307692308,0.673076923076923,baseline,3,1,0
0.95,fine,2,507.420814479638,19.3438914027149,0,507.420814479638,0.663461538461538,baseline,3,1,0
0.975,fine,2,507.420814479638,19.3438914027149,0,507.420814479638,0.663461538461538,baseline,3,1,0
1,coarse,2,491.966063348416,11.5045248868778,0,491.966063348416,0.663461538461538,baseline,3,1,0
0.025,coarse,2,510.317307692308,29.8557692307692,0,510.317307692308,1,fast_first,3,1,0
0.05,coarse,2,510.317307692308,29.8557692307692,0,510.317307692308,1,fast_first,3,1,0
0.1,coarse,2,510.317307692308,29.8557692307692,0,510.317307692308,1,fast_first,3,1,0
0.2,coarse,2,510.317307692308,29.8557692307692,0,510.317307692308,1,fast_first,3,1,0
0.4,coarse,2,498.894230769231,18.4326923076923,0,498.894230769231,1,fast_first,3,1,0
0.6,coarse,2,498.894230769231,18.4326923076923,0,498.894230769231,1,fast_first,3,1,0
0.8,coarse,2,498.894230769231,18.4326923076923,0,498.894230769231,1,fast_first,3,1,0
0.825,fine,2,498.894230769231,18.4326923076923,0,498.894230769231,1,fast_first,3,1,0
0.85,fine,2,500.798076923077,20.3365384615384,0,500.798076923077,1,fast_first,3,1,0
0.875,fine,2,500.798076923077,20.3365384615384,0,500.798076923077,1,fast_first,3,1,0
0.9,fine,2,493.182692307692,12.7211538461538,0,493.182692307692,1,fast_first,3,1,1
0.925,fine,2,493.182692307692,12.7211538461538,0,493.182692307692,1,fast_first,3,1,0
0.95,fine,2,493.182692307692,12.7211538461538,0,493.182692307692,1,fast_first,3,1,0
0.975,fine,2,491.966063348416,11.5045248868778,0,491.966063348416,0.663461538461538,fast_first,3,1,0
1,coarse,2,491.966063348416,11.5045248868778,0,491.966063348416,0.663461538461538,fast_first,3,1,0
0.025,coarse,2,854.504225165195,458.504225165195,0,854.504225165195,1,unslotted,3,1,0
0.05,coarse,2,633.516535659521,237.51653565952,0,633.516535659521,1,unslotted,3,1,0
0.1,coarse,2,520.166921675914,124.166921675914,0,520.166921675914,1,unslotted,3,1,0
0.2,coarse,2,462.705188930416,66.7051889304158,0,462.705188930416,1,unslotted,3,1,0
0.4,coarse,2,440.847846753462,44.8478467534621,0,440.847846753462,1,unslotted,3,1,0
0.6,coarse,2,420.949294638293,24.9492946382933,0,420.949294638293,1,unslotted,3,1,0
0.8,coarse,2,416.464374824874,20.4643748248737,0,416.464374824874,1,unslotted,3,1,0
0.825,fine,2,416.056654841836,20.0566548418356,0,416.056654841836,1,unslotted,3,1,0
0.85,fine,2,415.672918387211,19.6729183872113,0,415.672918387211,1,unslotted,3,1,0
0.875,fine,2,415.311109729995,19.3111097299949,0,415.311109729995,1,unslotted,3,1,0
0.9,fine,2,414.969401553734,18.9694015537338,0,414.969401553734,1,unslotted,3,1,0
0.925,fine,2,414.646164089704,18.6461640897038,0,414.646164089704,1,unslotted,3,1,0
0.95,fine,2,414.339939123781,18.3399391237808,0,414.339939123781,1,unslotted,3,1,0
0.975,fine,2,414.049418002263,18.0494180022635,0,414.049418002263,1,unslotted,3,1,0
1,coarse,2,413.773422936822,17.7734229368222,0,413.773422936822,1,unslotted,3,1,1
0.025,coarse,2,9970.52884615385,817.35576923077,0,9970.52884615385,1,batch_clear,3,1,0
0.05,coarse,2,5024.33653846154,16.5288461538462,0,5024.33653846154,1,batch_clear,3,1,0
0.1,coarse,2,2250.43269230769,114.836538461539,0,2250.43269230769,1,batch_clear,3,1,0
0.2,coarse,2,1323.25961538462,107.913461538462,0,1323.25961538462,1,batch_clear,3,1,0
0.4,coarse,2,845.394230769231,90.7788461538461,0,845.394230769231,1,batch_clear,3,1,0
0.6,coarse,2,628.355769230769,29.8557692307692,0,628.355769230769,1,batch_clear,3,1,0
0.8,coarse,2,533.163461538462,22.2403846153846,0,533.163461538462,1,batch_clear,3,1,0
0.825,fine,2,533.163461538462,22.2403846153846,0,533.163461538462,1,batch_clear,3,1,0
0.85,fine,2,533.163461538462,18.4326923076923,0,533.163461538462,1,batch_clear,3,1,0
0.875,fine,2,521.740384615385,26.0480769230769,0,521.740384615385,1,batch_clear,3,1,0
0.9,fine,2,517.932692307692,26.048076923077,0,517.932692307692,1,batch_clear,3,1,0
0.925,fine,2,516.028846153846,27.9519230769231,0,516.028846153846,1,batch_clear,3,1,1
0.95,fine,2,533.163461538462,48.8942307692307,0,533.163461538462,1,batch_clear,3,1,0
0.975,fine,2,525.548076923077,45.0865384615385,0,525.548076923077,1,batch_clear,3,1,0
1,coarse,2,491.966063348416,11.5045248868778,0,491.966063348416,0.663461538461538,batch_clear,3,1,0
0.025,coarse,2,9039.54807692308,1659.54807692308,62.3076923076923,8977.24038461538,1,baseline,3,2,0
0.05,coarse,2,4624.52884615385,157.413461538461,0,4624.52884615385,1,baseline,3,2,0
0.1,coarse,2,2589.31730769231,88.1826923076924,0,2589.31730769231,1,baseline,3,2,0
0.2,coarse,2,1580.27884615385,141.490384615385,0,1580.27884615385,1,baseline,3,2,0
0.4,coarse,2,1051.00961538462,38.6826923076923,0,1051.00961538462,1,baseline,3,2,0
0.6,coarse,2,835.875,31.7596153846154,0,835.875,1,baseline,3,2,0
0.8,coarse,2,740.682692307692,16.5288461538461,0,740.682692307692,1,baseline,3,2,0
0.825,fine,2,738.778846153846,18.4326923076923,0,738.778846153846,1,baseline,3,2,0
0.85,fine,2,736.875,20.3365384615384,0,736.875,1,baseline,3,2,0
0.875,fine,2,731.163461538462,22.2403846153846,0,731.163461538462,1,baseline,3,2,0
0.9,fine,2,725.451923076923,24.1442307692308,0,725.451923076923,1,baseline,3,2,0
0.925,fine,2,719.740384615385,22.2403846153846,0,719.740384615385,1,baseline,3,2,1
0.95,fine,2,701.501131221719,11.6165158371041,0,701.501131221719,0.663461538461538,baseline,3,2,0
0.975,fine,2,699.597285067873,13.5203619909502,0,699.597285067873,0.663461538461538,baseline,3,2,0
1,coarse,2,689.966063348416,11.5045248868778,0,689.966063348416,0.663461538461538,baseline,3,2,0
0.025,coarse,2,932.971153846154,254.509615384615,0,932.971153846154,1,fast_first,3,2,0
0.05,coarse,2,932.971153846154,254.509615384615,0,932.971153846154,1,fast_first,3,2,0
0.1,coarse,2,790.182692307692,111.721153846154,0,790.182692307692,1,fast_first,3,2,0
0.2,coarse,2,704.509615384615,26.0480769230769,0,704.509615384615,1,fast_first,3,2,0
0.4,coarse,2,700.701923076923,22.2403846153846,0,700.701923076923,1,fast_first,3,2,1
0.6,coarse,2,708.317307692308,29.8557692307692,0,708.317307692308,1,fast_first,3,2,0
0.8,coarse,2,708.317307692308,29.8557692307692,0,708.317307692308,1,fast_first,3,2,0
0.825,fine,2,708.317307692308,29.8557692307692,0,708.317307692308,1,fast_first,3,2,0
0.85,fine,2,708.317307692308,29.8557692307692,0,708.317307692308,1,fast_first,3,2,0
0.875,fine,2,706.413461538462,27.9519230769231,0,706.413461538462,1,fast_first,3,2,0
0.9,fine,2,727.355769230769,48.8942307692308,0,727.355769230769,1,fast_first,3,2,0
0.925,fine,2,727.355769230769,48.8942307692308,0,727.355769230769,1,fast_first,3,2,0
0.95,fine,2,756.730769230769,78.2692307692308,0,756.730769230769,0.673076923076923,fast_first,3,2,0
0.975,fine,2,689.966063348416,11.5045248868778,0,689.966063348416,0.663461538461538,fast_first,3,2,0
1,coarse,2,689.966063348416,11.5045248868778,0,689.966063348416,0.663461538461538,fast_first,3,2,0
0.025,coarse,2,734.397558523131,140.397558523131,0,734.397558523131,1,unslotted,3,2,0
0.05,coarse,2,678.391086953873,84.3910869538735,0,678.391086953873,1,unslotted,3,2,0
0.1,coarse,2,639.229447706022,45.2294477060221,0,639.229447706022,1,unslotted,3,2,0
0.2,coarse,2,621.15546404616,27.1554640461601,0,621.15546404616,1,unslotted,3,2,0
0.25,fine,2,618.355140467698,24.3551404676977,0,618.355140467698,1,unslotted,3,2,0
0.3,fine,2,616.488258082056,22.4882580820558,0,616.488258082056,1,unslotted,3,2,0
0.35,fine,2,615.15477066374,21.1547706637402,0,615.15477066374,1,unslotted,3,2,0
0.4,coarse,2,614.154655100003,20.1546551000031,0,614.154655100003,1,unslotted,3,2,1
0.45,fine,2,631.164142263033,37.1641422630335,0,631.164142263033,1,unslotted,3,2,0
0.5,fine,2,628.238041942034,34.2380419420342,0,628.238041942034,1,unslotted,3,2,0
0.55,fine,2,626.840527639611,32.8405276396107,0,626.840527639611,1,unslotted,3,2,0
0.6,coarse,2,625.675932387592,31.6759323875919,0,625.675932387592,1,unslotted,3,2,0
0.8,coarse,2,622.47329544454,28.4732954445404,0,622.47329544454,1,unslotted,3,2,0
1,coarse,2,620.551713278708,26.551713278708,0,620.551713278708,1,unslotted,3,2,0
0.025,coarse,2,9336.54807692308,232.875,0,9336.54807692308,1,batch_clear,3,2,0
0.05,coarse,2,4361.79807692308,142.182692307692,0,4361.79807692308,1,batch_clear,3,2,0
0.1,coarse,2,2440.81730769231,208.817307692308,0,2440.81730769231,1,batch_clear,3,2,0
0.2,coarse,2,1483.18269230769,50.7980769230769,0,1483.18269230769,1,batch_clear,3,2,0
0.4,coarse,2,1039.58653846154,60.3173076923077,0,1039.58653846154,1,batch_clear,3,2,0
0.6,coarse,2,832.067307692308,27.951923076923,0,832.067307692308,1,batch_clear,3,2,0
0.8,coarse,2,759.721153846154,39.375,0,759.721153846154,1,batch_clear,3,2,0
0.825,fine,2,746.394230769231,29.8557692307692,0,746.394230769231,1,batch_clear,3,2,0
0.85,fine,2,734.971153846154,22.2403846153846,0,734.971153846154,1,batch_clear,3,2,0
0.875,fine,2,727.355769230769,22.2403846153846,0,727.355769230769,1,batch_clear,3,2,0
0.9,fine,2,725.451923076923,27.9519230769231,0,725.451923076923,1,batch_clear,3,2,0
0.925,fine,2,723.548076923077,29.8557692307692,0,723.548076923077,1,batch_clear,3,2,0
0.95,fine,2,725.451923076923,31.7596153846154,0,725.451923076923,1,batch_clear,3,2,0
0.975,fine,2,715.932692307692,29.8557692307692,0,715.932692307692,1,batch_clear,3,2,1
1,coarse,2,689.966063348416,11.5045248868778,0,689.966063348416,0.663461538461538,batch_clear,3,2,0
0.025,coarse,2,9635.45192307692,558.432692307692,0,9635.45192307692,1,baseline,3,3,0
0.05,coarse,2,5606.91346153846,139.586538461539,0,5606.91346153846,1,baseline,3,3,0
0.1,coarse,2,3417.49038461538,73.6442307692307,0,3417.49038461538,1,baseline,3,3,0
0.2,coarse,2,1879.18269230769,71.0480769230769,0,1879.18269230769,1,baseline,3,3,0
0.4,coarse,2,1216.64423076923,17.7403846153846,0,1216.64423076923,1,baseline,3,3,0
0.6,coarse,2,1011.02884615385,1.29807692307691,0,1011.02884615385,1,baseline,3,3,0
0.8,coarse,2,969.144230769231,20.3365384615385,0,969.144230769231,1,baseline,3,3,0
0.825,fine,2,941.83371040724,15.8721719457014,0,941.83371040724,0.663461538461538,baseline,3,3,0
0.85,fine,2,938.026018099548,19.6798642533937,0,938.026018099548,0.663461538461538,baseline,3,3,0
0.875,fine,2,928.39479638009,17.6640271493212,0,928.39479638009,0.663461538461538,baseline,3,3,0
0.9,fine,2,917.740384615385,14.625,0,917.740384615385,1,baseline,3,3,0
0.925,fine,2,913.932692307692,18.4326923076923,0,913.932692307692,1,baseline,3,3,0
0.95,fine,2,908.221153846154,24.1442307692308,0,908.221153846154,1,baseline,3,3,0
0.975,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,baseline,3,3,1
1,coarse,2,887.966063348416,11.5045248868778,0,887.966063348416,0.663461538461538,baseline,3,3,0
0.025,coarse,2,1035.77884615385,159.317307692308,0,1035.77884615385,1,fast_first,3,3,0
0.05,coarse,2,991.990384615385,115.528846153846,0,991.990384615385,1,fast_first,3,3,0
0.1,coarse,2,915.836538461538,39.375,0,915.836538461538,1,fast_first,3,3,0
0.2,coarse,2,906.317307692308,29.8557692307692,0,906.317307692308,1,fast_first,3,3,0
0.4,coarse,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,1
0.6,coarse,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.8,coarse,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.825,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.85,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.875,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.9,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.925,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.95,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
0.975,fine,2,904.413461538462,27.9519230769231,0,904.413461538462,1,fast_first,3,3,0
1,coarse,2,887.966063348416,11.5045248868778,0,887.966063348416,0.663461538461538,fast_first,3,3,0
0.025,coarse,2,898.150354970772,106.150354970772,0,898.150354970772,1,unslotted,3,3,0
0.05,coarse,2,860.364146836925,68.3641468369248,0,860.364146836925,1,unslotted,3,3,0
0.1,coarse,2,829.697287589341,37.6972875893413,0,829.697287589341,1,unslotted,3,3,0
0.1375,fine,2,824.124538784456,32.124538784456,0,824.124538784456,1,unslotted,3,3,0
0.175,fine,2,821.691258495479,29.6912584954788,0,821.691258495479,1,unslotted,3,3,0
0.2,coarse,2,820.576005029698,28.5760050296975,0,820.576005029698,1,unslotted,3,3,0
0.2125,fine,2,820.116783014377,28.1167830143767,0,820.116783014377,1,unslotted,3,3,0
0.25,fine,2,819.014650177605,27.0146501776046,0,819.014650177605,1,unslotted,3,3,1
0.2875,fine,2,966.723853905326,174.723853905326,0,966.723853905326,1,unslotted,3,3,0
0.325,fine,2,868.83345117107,76.8334511710698,0,868.83345117107,1,unslotted,3,3,0
0.3625,fine,2,857.411688317829,65.4116883178291,0,857.411688317829,1,unslotted,3,3,0
0.4,coarse,2,1133.47786536307,341.477865363069,0,1133.47786536307,1,unslotted,3,3,0
0.6,coarse,2,831.997121220465,39.9971212204652,0,831.997121220465,1,unslotted,3,3,0
0.8,coarse,2,826.033266315982,34.0332663159822,0,826.033266315982,1,unslotted,3,3,0
1,coarse,2,824.141997668171,32.1419976681707,0,824.141997668171,1,unslotted,3,3,0
0.025,coarse,2,8993.85576923077,427.067307692308,41.3653846153846,8952.49038461538,1,batch_clear,3,3,0
0.05,coarse,2,3941.04807692308,555.317307692308,87.0576923076923,3853.99038461538,1,batch_clear,3,3,0
0.1,coarse,2,2595.02884615385,10.125,0,2595.02884615385,1,batch_clear,3,3,0
0.2,coarse,2,1734.49038461538,8.91346153846155,0,1734.49038461538,1,batch_clear,3,3,0
0.4,coarse,2,1191.89423076923,18.4326923076923,0,1191.89423076923,1,batch_clear,3,3,0
0.6,coarse,2,1035.77884615385,10.8173076923076,0,1035.77884615385,1,batch_clear,3,3,0
0.8,coarse,2,961.528846153846,24.1442307692308,0,961.528846153846,1,batch_clear,3,3,0
0.825,fine,2,953.913461538462,27.9519230769231,0,953.913461538462,1,batch_clear,3,3,0
0.85,fine,2,946.298076923077,24.1442307692308,0,946.298076923077,1,batch_clear,3,3,0
