n_arrived,n_completed,n_censored,completion_ratio,mean_total_delay_us,mean_queue_delay_us,mean_access_delay_us,p95_total_delay_us,mean_attempts,final_backlog,stable,packet_conservation_ok,variant,lambda_per_node,M,Tp_us,q,run,collision_channel_time_us,mean_batch_size
68,68,0,1,482.294117647059,0,482.294117647059,567,1,0,1,1,baseline,1,1,198,1,1,0,1
79,79,0,1,498.075949367089,0,498.075949367089,585,1,0,1,1,baseline,1,1,198,1,2,0,1
85,75,10,0.882352941176471,491.4,5.64,485.76,585,1,10,0,1,baseline,1,1,198,1,3,5211558,1
68,68,0,1,482.294117647059,0,482.294117647059,567,1,0,1,1,fast_first,1,1,198,0.175,1,0,1
79,79,0,1,498.075949367089,0,498.075949367089,585,1,0,1,1,fast_first,1,1,198,0.175,2,0,1
85,85,0,1,551.858823529412,4.97647058823529,546.882352941176,605.25,1.04705882352941,0,1,1,fast_first,1,1,198,0.175,3,396,1
68,68,0,1,974.914287362518,0,974.914287362518,396,1.02941176470588,0,1,1,unslotted,1,1,198,0.0125,1,297,1
79,79,0,1,628.590401833467,0,628.590401833467,396,1.0253164556962,0,1,1,unslotted,1,1,198,0.0125,2,369,1
85,85,0,1,1333.13180279544,2.75294117647059,1330.37886161897,713.22619376966,1.04705882352941,0,1,1,unslotted,1,1,198,0.0125,3,594,1
68,68,0,1,485.205882352941,0,485.205882352941,567.9,1,0,1,1,batch_clear,1,1,198,0.95,1,0,1
79,79,0,1,520.632911392405,0,520.632911392405,698.85,1,0,1,1,batch_clear,1,1,198,0.95,2,0,1
85,85,0,1,535.552941176471,4.97647058823529,530.576470588235,632.25,1.17647058823529,0,1,1,batch_clear,1,1,198,0.95,3,1584,1.01086956521739
68,68,0,1,689.029411764706,0,689.029411764706,786.599999999999,1,0,1,1,baseline,1,2,396,1,1,0,1
79,79,0,1,701.088607594937,0,701.088607594937,783,1,0,1,1,baseline,1,2,396,1,2,0,1
85,75,10,0.882352941176471,697.32,8.28,689.04,783,1,10,0,1,baseline,1,2,396,1,3,5211558,1
68,68,0,1,689.029411764706,0,689.029411764706,786.599999999999,1,0,1,1,fast_first,1,2,396,0.5,1,0,1
79,79,0,1,701.088607594937,0,701.088607594937,783,1,0,1,1,fast_first,1,2,396,0.5,2,0,1
85,85,0,1,712.588235294118,7.30588235294118,705.282352941176,873,1.02352941176471,0,1,1,fast_first,1,2,396,0.5,3,198,1
68,68,0,1,1029.7323924698,0,1029.7323924698,724.5,1.02941176470588,0,1,1,unslotted,1,2,396,0.0125,1,297,1
79,79,0,1,1119.03774164785,0,1119.03774164785,767.249999999999,1.0253164556962,0,1,1,unslotted,1,2,396,0.0125,2,369,1
85,85,0,1,1229.33571630475,11.3376140617765,1217.99810224298,1604.94719525101,1.04705882352941,0,1,1,unslotted,1,2,396,0.0125,3,594,1
68,68,0,1,689.029411764706,0,689.029411764706,786.599999999999,1,0,1,1,batch_clear,1,2,396,1,1,0,1
79,79,0,1,701.088607594937,0,701.088607594937,783,1,0,1,1,batch_clear,1,2,396,1,2,0,1
85,75,10,0.882352941176471,694.68,8.28,686.4,783,0.986666666666667,10,0,1,batch_clear,1,2,396,1,3,5211558,1.01219512195122
68,68,0,1,910.323529411765,0,910.323529411765,1166.4,1,0,1,1,baseline,1,3,594,0.975,1,0,1
79,79,0,1,911.620253164557,0,911.620253164557,1087.65,1,0,1,1,baseline,1,3,594,0.975,2,0,1
85,85,0,1,1143.52941176471,9.63529411764706,1133.89411764706,1336.5,2.15294117647059,0,1,1,baseline,1,3,594,0.975,3,9702,1
68,68,0,1,895.764705882353,0,895.764705882353,1004.4,1,0,1,1,fast_first,1,3,594,0.25,1,0,1
79,79,0,1,904.101265822785,0,904.101265822785,981,1,0,1,1,fast_first,1,3,594,0.25,2,0,1
85,85,0,1,929.223529411765,9.63529411764706,919.588235294118,1154.25,1.02352941176471,0,1,1,fast_first,1,3,594,0.25,3,198,1
68,68,0,1,1583.77869995755,0,1583.77869995755,1673.61384049623,1.05882352941176,0,1,1,unslotted,1,3,594,0.0125,1,623.749685525196,1
79,79,0,1,1588.66608474781,0,1588.66608474781,792,1.0253164556962,0,1,1,unslotted,1,3,594,0.0125,2,369,1
85,85,0,1,1222.40571070818,47.8723616722601,1174.53334903592,3778.94397098551,1.04705882352941,0,1,1,unslotted,1,3,594,0.0125,3,594,1
68,68,0,1,901.588235294118,0,901.588235294118,1125.9,1,0,1,1,batch_clear,1,3,594,0.975,1,0,1
79,79,0,1,909.113924050633,0,909.113924050633,981,1,0,1,1,batch_clear,1,3,594,0.975,2,0,1
85,85,0,1,959.505882352941,9.63529411764706,949.870588235294,1325.25,1.22352941176471,0,1,1,batch_clear,1,3,594,0.975,3,1980,1.01086956521739
68,68,0,1,1102.5,0,1102.5,1222.2,1,0,1,1,baseline,1,4,792,0.975,1,0,1
79,79,0,1,1109.62025316456,0,1109.62025316456,1179,1,0,1,1,baseline,1,4,792,0.975,2,0,1
85,85,0,1,1304.25882352941,11.9647058823529,1292.29411764706,1732.5,1.89411764705882,0,1,1,baseline,1,4,792,0.975,3,7524,1
68,68,0,1,1102.5,0,1102.5,1222.2,1,0,1,1,fast_first,1,4,792,0.45,1,0,1
79,79,0,1,1107.11392405063,0,1107.11392405063,1179,1,0,1,1,fast_first,1,4,792,0.45,2,0,1
85,85,0,1,1134.21176470588,11.9647058823529,1122.24705882353,1665,1.04705882352941,0,1,1,fast_first,1,4,792,0.45,3,396,1
68,68,0,1,2201.63874446294,0,2201.63874446294,1516.5,1.02941176470588,0,1,1,unslotted,1,4,792,0.0125,1,297,1
79,79,0,1,1576.82011653697,0,1576.82011653697,990,1.0253164556962,0,1,1,unslotted,1,4,792,0.0125,2,369,1
85,85,0,1,2606.91269873502,50.4210912405979,2556.49160749443,3553.87491524521,1.04705882352941,0,1,1,unslotted,1,4,792,0.0125,3,594,1
68,68,0,1,1105.41176470588,0,1105.41176470588,1319.4,1,0,1,1,batch_clear,1,4,792,0.975,1,0,1
79,79,0,1,1109.62025316456,0,1109.62025316456,1179,1,0,1,1,batch_clear,1,4,792,0.975,2,0,1
85,85,0,1,1162.16470588235,11.9647058823529,1150.2,1820.25,1.17647058823529,0,1,1,batch_clear,1,4,792,0.975,3,1584,1.01086956521739
68,68,0,1,1315.05882352941,0,1315.05882352941,1650.6,1,0,1,1,baseline,1,5,990,0.975,1,0,1
79,79,0,1,1315.13924050633,0,1315.13924050633,1416.6,1,0,1,1,baseline,1,5,990,0.975,2,0,1
85,85,0,1,1413.74117647059,14.2941176470588,1399.44705882353,2259,1.37647058823529,0,1,1,baseline,1,5,990,0.975,3,3168,1
68,68,0,1,1312.14705882353,0,1312.14705882353,1472.4,1,0,1,1,fast_first,1,5,990,0.4,1,0,1
79,79,0,1,1310.12658227848,0,1310.12658227848,1377,1,0,1,1,fast_first,1,5,990,0.4,2,0,1
85,85,0,1,1355.50588235294,14.2941176470588,1341.21176470588,2128.5,1.04705882352941,0,1,1,fast_first,1,5,990,0.4,3,396,1
68,68,0,1,2004.88153575532,0,2004.88153575532,1912.5,1.02941176470588,0,1,1,unslotted,1,5,990,0.0125,1,297,1
79,79,0,1,1894.03427495995,0,1894.03427495995,1188,1.0253164556962,0,1,1,unslotted,1,5,990,0.0125,2,369,1
85,85,0,1,2733.823110735,506.535278022678,2227.28783271232,11304.8274715447,1.04705882352941,0,1,1,unslotted,1,5,990,0.0125,3,594,1
68,68,0,1,1312.14705882353,0,1312.14705882353,1472.4,1,0,1,1,batch_clear,1,5,990,1,1,0,1
79,79,0,1,1310.12658227848,0,1310.12658227848,1377,1,0,1,1,batch_clear,1,5,990,1,2,0,1
85,75,10,0.882352941176471,1320.36,16.2,1304.16,1617.75,0.986666666666667,10,0,1,batch_clear,1,5,990,1,3,5211558,1.01219512195122
68,68,0,1,1521.79411764706,0,1521.79411764706,1868.4,1,0,1,1,baseline,1,6,1188,1,1,0,1
79,79,0,1,1513.13924050633,0,1513.13924050633,1575,1,0,1,1,baseline,1,6,1188,1,2,0,1
85,75,10,0.882352941176471,1534.2,20.64,1513.56,2013.75,1,10,0,1,baseline,1,6,1188,1,3,5211558,1
68,68,0,1,1521.79411764706,0,1521.79411764706,1868.4,1,0,1,1,fast_first,1,6,1188,0.45,1,0,1
79,79,0,1,1513.13924050633,0,1513.13924050633,1575,1,0,1,1,fast_first,1,6,1188,0.45,2,0,1
85,85,0,1,1579.12941176471,18.2117647058824,1560.91764705882,2524.5,1.04705882352941,0,1,1,fast_first,1,6,1188,0.45,3,396,1
68,68,0,1,2188.57770329132,0,2188.57770329132,2308.5,1.02941176470588,0,1,1,unslotted,1,6,1188,0.0125,1,297,1
79,79,0,1,2380.41700635873,0,2380.41700635873,1386,1.0253164556962,0,1,1,unslotted,1,6,1188,0.0125,2,369,1
85,85,0,1,2966.20843187522,376.097995106151,2590.11043676907,21016.5019250514,1.04705882352941,0,1,1,unslotted,1,6,1188,0.0125,3,594,1
68,68,0,1,1527.61764705882,0,1527.61764705882,1868.4,1,0,1,1,batch_clear,1,6,1188,0.975,1,0,1
79,79,0,1,1523.16455696203,0,1523.16455696203,1602.9,1,0,1,1,batch_clear,1,6,1188,0.975,2,0,1
85,85,0,1,1567.48235294118,18.2117647058824,1549.27058823529,2371.5,1.08235294117647,0,1,1,batch_clear,1,6,1188,0.975,3,792,1.01086956521739
233,233,0,1,586.815450643777,0,586.815450643777,966.6,1.15450643776824,0,1,1,baseline,3,1,198,0.825,1,3564,1
255,255,0,1,548.152941176471,1.69411764705882,546.458823529412,834.75,1.05098039215686,0,1,1,baseline,3,1,198,0.825,2,1188,1
248,248,0,1,690.641129032258,0,690.641129032258,1053.9,1.61290322580645,0,1,1,baseline,3,1,198,0.825,3,11880,1
