base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260723_160326_a80db2f32f0f,C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260723_200440_dae2255a7e44,216,75
