base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260726_181043_20f5418a8885\combined_view,C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260726_191557_a6ccf7195cee,216,1
