protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,n_topology_clusters,topology_seeds,stable_topology_fraction,all_topologies_stable,stable_fraction_mean,stable_fraction_ci95,stable_fraction_n_clusters,mean_delay_us_mean,mean_delay_us_ci95,mean_delay_us_n_clusters,p95_delay_us_mean,p95_delay_us_ci95,p95_delay_us_n_clusters,normalized_goodput_units_s_mean,normalized_goodput_units_s_ci95,normalized_goodput_units_s_n_clusters,goodput_pkt_s_mean,goodput_pkt_s_ci95,goodput_pkt_s_n_clusters,backlog_slope_pkt_s_mean,backlog_slope_pkt_s_ci95,backlog_slope_pkt_s_n_clusters,completion_ratio_mean,completion_ratio_ci95,completion_ratio_n_clusters,jain_fairness_mean,jain_fairness_ci95,jain_fairness_n_clusters
sb_cb,fixed_packet,30,30,1,190,1,20260326,1,1,1,NaN,1,633,NaN,1,1085,NaN,1,1000,NaN,1,1000,NaN,1,145.454545454545,NaN,1,1,NaN,1,0.384615384615385,NaN,1
