protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cb,fixed_payload,30,5,6,1140,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,444104,422824,0.952083295804586,0,0,0,129,NaN,0,129,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,43,0,0,1720,1720,0,0,0,0,1677,1677,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,5,1,190,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,140060,129817,0.926867056975582,6,3,0,144,0.333333333333333,0,144,9,9,0,0,3,0,NaN,NaN,1,0,NaN,0,0,48,0,0,1920,1916,0,4,0,0,1872,1868,4,0,1,1,65,65,0,0,NaN,20,20,20
sb_cb,fixed_payload,5,2.5,2,380,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,74800,70384,0.94096256684492,0,0,0,51,NaN,0,51,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,17,0,0,680,680,0,0,0,0,663,663,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1.66666666666667,3,570,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,70584,65862,0.933100986059164,0,0,0,36,NaN,0,36,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,12,0,0,480,480,0,0,0,0,468,468,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1.25,4,760,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,58912,53988,0.916417707767518,0,0,0,24,NaN,0,24,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,8,0,0,320,320,0,0,0,0,312,312,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1,5,950,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,44230,41650,0.941668550757405,0,0,0,15,NaN,0,15,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,5,0,0,200,200,0,0,0,0,195,195,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,0.833333333333333,6,1140,1,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,30984,28512,0.920216886134779,0,0,0,9,NaN,0,9,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,3,0,0,120,120,0,0,0,0,117,117,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cf,fixed_packet,15,15,1,190,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2328178,1129549,0.485164364580371,609313,398191,2644,3015,0.395225229875018,0.467220356953525,NaN,1007405,NaN,NaN,NaN,398191,2644,48,3,NaN,NaN,15904,1746,3686,0,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15899,NaN,NaN,NaN,NaN,NaN,NaN,3021905,357430,3021905
sb_cf,fixed_packet,5,5,1,190,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1327951,635940,0.478888151746563,130683,35794,0,347,0.215008679877701,0,NaN,166415,NaN,NaN,NaN,35794,0,19,2,NaN,NaN,8991,1581,5035,0,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8997,NaN,NaN,NaN,NaN,NaN,NaN,1710675,203395,1710675
sb_cf,fixed_packet,5,5,2,380,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1363308,643369,0.47191757108445,141729,18129,0,175,0.113406898622527,0,NaN,159810,NaN,NaN,NaN,18129,0,11,2,NaN,NaN,4532,1167,2769,0,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4530,NaN,NaN,NaN,NaN,NaN,NaN,1723815,204225,1723815
sb_cf,fixed_payload,5,5,1,190,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,69264,65675,0.948183760683761,27,0,0,192,0,0,NaN,27,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,2.5,2,380,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,49725,47625,0.957767722473605,0,0,0,68,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1.66666666666667,3,570,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,52884,49833,0.942307692307692,0,0,0,48,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1.25,4,760,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,47112,43337,0.919871794871795,0,0,0,32,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1,5,950,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,36855,34965,0.948717948717949,0,0,0,20,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,0.833333333333333,6,1140,1,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,26559,24516,0.923076923076923,0,0,0,12,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
