base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260723_200440_dae2255a7e44\combined_view,C:\Users\01\Desktop\delay2.0\delay2.0\results_v2\20260726_181043_20f5418a8885,216,8
