protocol,study_type,M,requested_Tp_us,Tp_us,payload_slots,effective_M,payload_quantization_error_us,best_q,q_selection_mode,q_search_boundary_hit,n_eval_runs,payload_airtime_fraction_mean,payload_airtime_fraction_ci95,effective_payload_fraction_mean,effective_payload_fraction_ci95,completed_pkt_s_mean,completed_pkt_s_ci95,normalized_goodput_units_s_mean,normalized_goodput_units_s_ci95,goodput_bit_s_mean,jain_fairness_mean,collision_channel_fraction_mean,slo_completed_pkt_s_mean,slo_payload_airtime_fraction_mean,condition_elapsed_s,timeout_exceeded
sf_cf,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.025,fixed_theoretical_q,0,3,0.369860333333333,0.00570525715292287,0.369860333333333,0.00570525715292287,3161.33333333333,48.834208410817,1868.06060606061,28.8565776973011,NaN,0.990953114842308,0.268788,NaN,NaN,2.4231986,0
sf_cb,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.025,fixed_theoretical_q,0,3,0.185370833333333,0.00413660458441192,0.185370833333333,0.00413660458441192,1901.33333333333,42.360996735729,1140.8,25.4165980414374,NaN,0.979958543608755,0.209626666666667,NaN,NaN,1.4955673,0
sb_cf,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.00144224957030741,maximum_effective_payload_throughput,0,3,0.1981525,0.00768951615382918,0.1981525,0.00768951615382918,2032.33333333333,78.866832346966,1200.92424242424,46.6031282050253,NaN,0.97966693325242,0.395525,NaN,NaN,173.916378,0
sb_cb,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.00333120259081683,maximum_effective_payload_throughput,0,3,0.226338,0.00246738058604666,0.226338,0.00246738058604666,2321.66666666667,24.8266666666667,1393,14.8959999999999,NaN,0.981538148814782,0.0593243333333333,NaN,NaN,102.6307363,0
s7_clean,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.0126514899795262,maximum_effective_payload_throughput,0,3,0.37232,0.000951243854119457,0.37232,0.000951243854119457,3818.66666666667,9.75634722173781,2256.48484848485,5.7651142673905,NaN,0.989249063607937,0.0307316999999681,0,0,18.6927161,0
s7_busy,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.0292401773821287,maximum_effective_payload_throughput,0,3,0.16705,0.00154988789271998,0.16705,0.00154988789271998,1713.33333333333,15.8962860791793,1012.42424242424,9.39325995587868,NaN,0.979410687279632,0.10552729999989,2200.66666666667,0.214565,70.1095703,0
sf_cf,saturation_throughput,1,198,198,22,1,0,0.025,fixed_theoretical_q,0,3,0.368537333333333,0.00652057578158386,0.368537333333333,0.00652057578158386,1861.33333333333,32.9981844618424,1861.33333333333,32.9981844618424,NaN,0.97752427134691,0.263993333333333,NaN,NaN,0.6161195,0
sf_cb,saturation_throughput,1,198,198,22,1,0,0.025,fixed_theoretical_q,0,3,0.27105,0.0046191651392144,0.27105,0.0046191651392144,1668,28.4256316259346,1668,28.4256316259346,NaN,0.9844249051774,0.193508333333333,NaN,NaN,0.6277582,0
sb_cf,saturation_throughput,1,198,198,22,1,0,0.0010673841067709,maximum_effective_payload_throughput,0,3,0.174633333333333,0.00419459112363106,0.174633333333333,0.00419459112363106,1074.66666666667,25.8128684531142,1074.66666666667,25.8128684531142,NaN,0.974639445321023,0.558722,NaN,NaN,128.79738,0
sb_cb,saturation_throughput,1,198,198,22,1,0,0.00261015721568254,maximum_effective_payload_throughput,0,3,0.314601333333333,0.00325077843953995,0.314601333333333,0.00325077843953995,1935.66666666667,19.3479347160822,1935.66666666667,19.3479347160822,NaN,0.979629452787325,0.0370196666666667,NaN,NaN,103.4948523,0
s7_clean,saturation_throughput,1,198,198,22,1,0,0.0104004191152595,maximum_effective_payload_throughput,0,3,0.499606466666667,0.000478174666666708,0.499606466666667,0.000478174666666708,3074.66666666667,3.26666666666667,3074.66666666667,3.26666666666667,NaN,0.984404071984495,0.0196956999999793,0,0,19.1090395,0
s7_busy,saturation_throughput,1,198,198,22,1,0,0.0292401773821287,maximum_effective_payload_throughput,0,3,0.229874766666667,0.000384085164933212,0.229874766666667,0.000384085164933212,1415,1.96,1415,1.96,NaN,0.975842766563289,0.0913050999999067,1979,0.321581633333333,83.3093687,0
sf_cf,saturation_throughput,2,396,396,44,2,0,0.025,fixed_theoretical_q,0,3,0.375929333333333,0.0122864351268616,0.375929333333333,0.0122864351268616,949.333333333333,31.0384907995075,1898.66666666667,62.076981599015,NaN,0.965159492074148,0.252106666666667,NaN,NaN,0.3047693,0
sf_cb,saturation_throughput,2,396,396,44,2,0,0.025,fixed_theoretical_q,0,3,0.41895,0.00706047890254857,0.41895,0.00706047890254857,1289.33333333333,21.6587636868877,2578.66666666667,43.3175273737754,NaN,0.976424862251485,0.160225,NaN,NaN,0.4264503,0
sb_cf,saturation_throughput,2,396,396,44,2,0,0.000429075465052332,maximum_effective_payload_throughput,0,3,0.188175,0.00544253038576727,0.188175,0.00544253038576727,579,16.7462473408224,1158,33.4924946816447,NaN,0.937825510522482,0.404191666666667,NaN,NaN,242.6469388,0
sb_cb,saturation_throughput,2,396,396,44,2,0,0.00177827941003892,maximum_effective_payload_throughput,0,3,0.447089166666667,0.00429333061322378,0.447089166666667,0.00429333061322378,1375.33333333333,13.1155751345914,2750.66666666667,26.2311502691827,NaN,0.968919028958788,0.0182168333333333,NaN,NaN,160.4380272,0
s7_clean,saturation_throughput,2,396,396,44,2,0,0.0124902476648341,maximum_effective_payload_throughput,0,3,0.6687726,0.00239936566242779,0.6687726,0.00239936566242779,2058.33333333333,7.70268640006704,4116.66666666667,15.4053728001341,NaN,0.983962685818444,0.0158241999999832,0,0,20.446075,0
s7_busy,saturation_throughput,2,396,396,44,2,0,0.0341995189335339,maximum_effective_payload_throughput,0,3,0.346555466666667,0.00261011605133091,0.346555466666667,0.00261011605133091,1066.33333333333,8.02829440859708,2132.66666666667,16.0565888171942,NaN,0.97115272607931,0.0790942999999193,1451,0.471485133333333,51.9875229,0
sf_cf,saturation_throughput,3,594,594,66,3,0,0.025,fixed_theoretical_q,0,3,0.366102,0.0187768167766105,0.366102,0.0187768167766105,616.333333333333,31.6108026542264,1849,94.8324079626791,NaN,0.943315798402468,0.258310666666667,NaN,NaN,0.1926215,0
sf_cb,saturation_throughput,3,594,594,66,3,0,0.025,fixed_theoretical_q,0,3,0.527379166666667,0.00542279580669517,0.527379166666667,0.00542279580669517,1082,11.4845519430813,3246,34.453655829244,NaN,0.961033214662658,0.1223625,NaN,NaN,0.36863,0
sb_cf,saturation_throughput,3,594,594,66,3,0,0.000225016218181544,maximum_effective_payload_throughput,0,3,0.195796833333333,0.0103403200567509,0.195796833333333,0.0103403200567509,401.666666666667,21.2408704571582,1205,63.7226113714747,NaN,0.922164423566846,0.274625,NaN,NaN,110.44552,0
sb_cb,saturation_throughput,3,594,594,66,3,0,0.00173205080756888,maximum_effective_payload_throughput,0,3,0.5249245,0.0107462654625502,0.5249245,0.0107462654625502,1076.66666666667,22.4712478019753,3230,67.4137434059258,NaN,0.965104635105002,0.0150365,NaN,NaN,67.8888451,0
s7_clean,saturation_throughput,3,594,594,66,3,0,0.0126514899795262,maximum_effective_payload_throughput,0,3,0.752532266666667,0.00226803622723606,0.752532266666667,0.00226803622723606,1544,4.93255849771022,4632,14.7976754931307,NaN,0.972310066075042,0.0120149999999876,0,0,15.7951287,0
s7_busy,saturation_throughput,3,594,594,66,3,0,0.0341995189335339,maximum_effective_payload_throughput,0,3,0.419169266666667,0.00365318183016053,0.419169266666667,0.00365318183016053,860,7.42044023851236,2580,22.2613207155371,NaN,0.946642460722491,0.0631009999999348,1180,0.575112266666667,38.762837,0
sf_cf,saturation_throughput,4,792,792,88,4,0,0.025,fixed_theoretical_q,0,3,0.386232,0.00540223219997065,0.386232,0.00540223219997065,487.666666666667,6.82100025248823,1950.66666666667,27.2840010099529,NaN,0.928671929383595,0.252245333333333,NaN,NaN,0.156312,0
sf_cb,saturation_throughput,4,792,792,88,4,0,0.025,fixed_theoretical_q,0,3,0.5957625,0.00813475021640694,0.5957625,0.00813475021640694,917,12.7525579133495,3668,51.0102316533981,NaN,0.957208885000745,0.109579166666667,NaN,NaN,0.3097946,0
sb_cf,saturation_throughput,4,792,792,88,4,0,0.000180147035497266,maximum_effective_payload_throughput,0,3,0.182279666666667,0.0100697679160898,0.182279666666667,0.0100697679160898,281,15.9632745178843,1124,63.8530980715371,NaN,0.874942264587192,0.302931666666667,NaN,NaN,106.5988425,0
sb_cb,saturation_throughput,4,792,792,88,4,0,0.00144224957030741,maximum_effective_payload_throughput,0,3,0.561227333333333,0.00588878084046073,0.561227333333333,0.00588878084046073,864,8.98184836211345,3456,35.9273934484538,NaN,0.948725827884627,0.0110973333333333,NaN,NaN,73.736249,0
s7_clean,saturation_throughput,4,792,792,88,4,0,0.0104004191152595,maximum_effective_payload_throughput,0,3,0.801893266666667,0.00166729473151429,0.801893266666667,0.00166729473151429,1234,2.99394945403782,4936,11.9757978161513,NaN,0.968534389061696,0.00762729999999213,0,0,24.8103616,0
s7_busy,saturation_throughput,4,792,792,88,4,0,0.0447213595499958,maximum_effective_payload_throughput,0,3,0.477380466666667,0.00517807179827412,0.477380466666667,0.00517807179827412,734.666666666667,8.02829440859708,2938.66666666667,32.1131776343883,NaN,0.952156029911584,0.0715292999999254,932.333333333333,0.605857933333333,68.4571313,0
sf_cf,saturation_throughput,5,990,990,110,5,0,0.025,fixed_theoretical_q,0,3,0.364636666666667,0.00953949224737764,0.364636666666667,0.00953949224737764,368.333333333333,9.62420097693541,1841.66666666667,48.121004884677,NaN,0.905399682229456,0.26499,NaN,NaN,0.165011,0
sf_cb,saturation_throughput,5,990,990,110,5,0,0.025,fixed_theoretical_q,0,3,0.650945833333333,0.00637684898894262,0.650945833333333,0.00637684898894262,801.333333333333,7.94814303958967,4006.66666666667,39.7407151979484,NaN,0.956670668600812,0.0936,NaN,NaN,0.310779,0
sb_cf,saturation_throughput,5,990,990,110,5,0,0.000144224957030741,maximum_effective_payload_throughput,0,3,0.181729166666667,0.00974480463432239,0.181729166666667,0.00974480463432239,223.666666666667,11.9936057037814,1118.33333333333,59.968028518907,NaN,0.881533939082357,0.320395833333333,NaN,NaN,94.6294355,0
sb_cb,saturation_throughput,5,990,990,110,5,0,0.00146779926762207,maximum_effective_payload_throughput,0,3,0.612412666666667,0.0056467471117135,0.612412666666667,0.0056467471117135,754,6.78963916567,3770,33.94819582835,NaN,0.946026832222066,0.00945883333333333,NaN,NaN,86.97499,0
s7_clean,saturation_throughput,5,990,990,110,5,0,0.015,maximum_effective_payload_throughput,0,3,0.832455766666667,0.00130996860797063,0.832455766666667,0.00130996860797063,1025,1.96,5125,9.8,NaN,0.969213079196493,0.0101637999999893,0,0,23.692923,0
s7_busy,saturation_throughput,5,990,990,110,5,0,0.0447213595499958,maximum_effective_payload_throughput,0,3,0.5065133,0.00449238430241933,0.5065133,0.00449238430241933,623.666666666667,5.34776381095667,3118.33333333333,26.7388190547833,NaN,0.925073361515719,0.0618549999999364,812.666666666667,0.6601178,62.7814783,0
sf_cf,saturation_throughput,6,1188,1188,132,6,0,0.025,fixed_theoretical_q,0,3,0.370378666666667,0.0139183270217141,0.370378666666667,0.0139183270217141,312,11.9222145593845,1872,71.5332873563071,NaN,0.914463103266161,0.252113333333333,NaN,NaN,0.2089638,0
sf_cb,saturation_throughput,6,1188,1188,132,6,0,0.025,fixed_theoretical_q,0,3,0.690066666666667,0.00267952552288227,0.690066666666667,0.00267952552288227,708.666666666667,2.84781397644657,4252,17.0868838586794,NaN,0.96036603777952,0.0849333333333333,NaN,NaN,0.4730342,0
sb_cf,saturation_throughput,6,1188,1188,132,6,0,0.000115465892475565,maximum_effective_payload_throughput,0,3,0.193375,0.00856995851798596,0.193375,0.00856995851798596,198.333333333333,8.78970104408816,1190,52.7382062645289,NaN,0.814034941396293,0.282959666666667,NaN,NaN,178.9266332,0
sb_cb,saturation_throughput,6,1188,1188,132,6,0,0.001,maximum_effective_payload_throughput,0,3,0.638793833333333,0.00181633602325612,0.638793833333333,0.00181633602325612,655.333333333333,1.72855752322887,3932,10.3713451393732,NaN,0.940399055443944,0.00522966666666667,NaN,NaN,74.6545984,0
s7_clean,saturation_throughput,6,1188,1188,132,6,0,0.015,maximum_effective_payload_throughput,0,3,0.8572674,0.00126054516650533,0.8572674,0.00126054516650533,879.666666666667,1.30666666666667,5278,7.84,NaN,0.953531598447292,0.00870419999999091,0,0,14.0489008,0
s7_busy,saturation_throughput,6,1188,1188,132,6,0,0.0447213595499958,maximum_effective_payload_throughput,0,3,0.551658266666667,0.0079738580098805,0.551658266666667,0.0079738580098805,566,8.16013071790724,3396,48.9607843074435,NaN,0.934398975474833,0.0546370999999437,716.333333333333,0.6980024,30.1115528,0
sf_cf,saturation_throughput,8,1584,1584,176,8,0,0.025,fixed_theoretical_q,0,3,0.361541333333333,0.0312516224703963,0.361541333333333,0.0312516224703963,228.333333333333,19.8703575989742,1826.66666666667,158.962860791794,NaN,0.846509765036907,0.260165333333333,NaN,NaN,0.0812095,0
sf_cb,saturation_throughput,8,1584,1584,176,8,0,0.025,fixed_theoretical_q,0,3,0.751695833333333,0.0035332798069845,0.751695833333333,0.0035332798069845,578.333333333333,2.61333333333333,4626.66666666667,20.9066666666667,NaN,0.939523945788643,0.0643625,NaN,NaN,0.1878851,0
sb_cf,saturation_throughput,8,1584,1584,176,8,0,5.92507172723973e-05,maximum_effective_payload_throughput,0,3,0.182725,0.0189728733986184,0.182725,0.0189728733986184,140.666666666667,14.7688019524642,1125.33333333333,118.150415619714,NaN,0.773580931446659,0.1534,NaN,NaN,101.5759575,0
sb_cb,saturation_throughput,8,1584,1584,176,8,0,0.001,maximum_effective_payload_throughput,0,3,0.680646833333333,0.00721692840742591,0.680646833333333,0.00721692840742591,523.666666666667,5.34776381095667,4189.33333333333,42.7821104876533,NaN,0.925526855437779,0.00426783333333333,NaN,NaN,44.2239782,0
s7_clean,saturation_throughput,8,1584,1584,176,8,0,0.009,maximum_effective_payload_throughput,0,3,0.889799933333333,0.00089688670061219,0.889799933333333,0.00089688670061219,684.666666666667,0.653333333333333,5477.33333333333,5.22666666666667,NaN,0.94430182071232,0.00367569999999619,0,0,14.8233656,0
s7_busy,saturation_throughput,8,1584,1584,176,8,0,0.05,maximum_effective_payload_throughput,0,3,0.5999178,0.00198795619516056,0.5999178,0.00198795619516056,461.666666666667,1.30666666666667,3693.33333333333,10.4533333333333,NaN,0.928749325412412,0.0527057999999436,568,0.7377404,26.4481646,0
sf_cf,saturation_throughput,10,1980,1980,220,10,0,0.025,fixed_theoretical_q,0,3,0.386753333333333,0.00518094569145226,0.386753333333333,0.00518094569145226,195.333333333333,2.61333333333333,1953.33333333333,26.1333333333333,NaN,0.856892296997627,0.259373333333333,NaN,NaN,0.067465,0
sf_cb,saturation_throughput,10,1980,1980,220,10,0,0.025,fixed_theoretical_q,0,3,0.781866666666667,0.00800786954779134,0.781866666666667,0.00800786954779134,481.666666666667,4.71125366660628,4816.66666666667,47.1125366660628,NaN,0.928276477040057,0.0585541666666667,NaN,NaN,0.1587408,0
sb_cf,saturation_throughput,10,1980,1980,220,10,0,4.74358744181599e-05,maximum_effective_payload_throughput,0,3,0.174958333333333,0.0267952552288232,0.174958333333333,0.0267952552288232,107.666666666667,16.489387833122,1076.66666666667,164.89387833122,NaN,0.749487491213312,0.176041666666667,NaN,NaN,98.3229999,0
sb_cb,saturation_throughput,10,1980,1980,220,10,0,0.001,maximum_effective_payload_throughput,0,3,0.71644,0.00369409774835484,0.71644,0.00369409774835484,441,1.96,4410,19.6,NaN,0.919121610583404,0.00427266666666667,NaN,NaN,41.7735798,0
s7_clean,saturation_throughput,10,1980,1980,220,10,0,0.0124902476648341,maximum_effective_payload_throughput,0,3,0.911513066666667,0.00103632815763693,0.911513066666667,0.00103632815763693,561.333333333333,0.653333333333333,5613.33333333333,6.53333333333333,NaN,0.932400050624838,0.00439659999999548,0,0,15.8859457,0
s7_busy,saturation_throughput,10,1980,1980,220,10,0,0.05,maximum_effective_payload_throughput,0,3,0.6277966,0.00898458626231745,0.6277966,0.00898458626231745,386.666666666667,5.80695368597952,3866.66666666667,58.0695368597952,NaN,0.917996546883214,0.0432450999999555,481.333333333333,0.781228066666667,41.8793563,0
sf_cf,saturation_throughput,15,2970,2970,330,15,0,0.025,fixed_theoretical_q,0,3,0.365963333333333,0.0287319250231825,0.365963333333333,0.0287319250231825,123.333333333333,9.88672735427542,1850,148.300910314131,NaN,0.727095250261755,0.26928,NaN,NaN,0.0593523,0
sf_cb,saturation_throughput,15,2970,2970,330,15,0,0.025,fixed_theoretical_q,0,3,0.842858333333333,0.0107937013937656,0.842858333333333,0.0107937013937656,346,4.52642611044667,5190,67.8963916567,NaN,0.879304053507277,0.0419791666666667,NaN,NaN,0.1973318,0
sb_cf,saturation_throughput,15,2970,2970,330,15,0,3.79769610462371e-05,maximum_effective_payload_throughput,0,3,0.1633125,0.0215429406941114,0.1633125,0.0215429406941114,67,8.83812951553287,1005,132.571942732993,NaN,0.623528741193022,0.232068333333333,NaN,NaN,111.1382969,0
sb_cb,saturation_throughput,15,2970,2970,330,15,0,0.000825404185268018,maximum_effective_payload_throughput,0,3,0.7766135,0.011761007560171,0.7766135,0.011761007560171,318.333333333333,5.22666666666667,4775,78.4,NaN,0.876531173535668,0.00231033333333333,NaN,NaN,44.7434369,0
s7_clean,saturation_throughput,15,2970,2970,330,15,0,0.009,maximum_effective_payload_throughput,0,3,0.9352974,0.00165796219269319,0.9352974,0.00165796219269319,384.666666666667,0.653333333333333,5770,9.8,NaN,0.891978092585747,0.00215379999999758,0,0,19.7093826,0
s7_busy,saturation_throughput,15,2970,2970,330,15,0,0.0584803547642573,maximum_effective_payload_throughput,0,3,0.676377633333333,0.0107467107603224,0.676377633333333,0.0107467107603224,277.666666666667,4.57333333333333,4165,68.6,NaN,0.866720514613142,0.0388484999999606,338,0.823431266666667,38.9815516,0
sf_cf,saturation_throughput,20,3960,3960,440,20,0,0.025,fixed_theoretical_q,0,3,0.346493333333333,0.0449714576559152,0.346493333333333,0.0449714576559152,87.6666666666667,11.55864659513,1753.33333333333,231.172931902601,NaN,0.662955069777188,0.2838,NaN,NaN,0.0652123,0
sf_cb,saturation_throughput,20,3960,3960,440,20,0,0.025,fixed_theoretical_q,0,3,0.878566666666667,0.00666148246972431,0.878566666666667,0.00666148246972431,270.666666666667,2.35562683330314,5413.33333333333,47.1125366660628,NaN,0.893055827928956,0.0333125,NaN,NaN,0.1386529,0
sb_cf,saturation_throughput,20,3960,3960,440,20,0,3.04041948840996e-05,maximum_effective_payload_throughput,0,3,0.190666666666667,0.0276033333333333,0.190666666666667,0.0276033333333333,58.6666666666667,8.49333333333333,1173.33333333333,169.866666666667,NaN,0.550378866092267,0.228835,NaN,NaN,93.3667525,0
sb_cb,saturation_throughput,20,3960,3960,440,20,0,0.001,maximum_effective_payload_throughput,0,3,0.7875205,0.0244743135990069,0.7875205,0.0244743135990069,242.333333333333,7.36269274412864,4846.66666666667,147.253854882573,NaN,0.851403822646217,0.00248433333333333,NaN,NaN,39.5283905,0
s7_clean,saturation_throughput,20,3960,3960,440,20,0,0.009,maximum_effective_payload_throughput,0,3,0.951509733333333,0.00138274369036512,0.951509733333333,0.00138274369036512,293.333333333333,0.653333333333333,5866.66666666667,13.0666666666667,NaN,0.885283922564822,0.00164649999999827,0,0,23.006481,0
s7_busy,saturation_throughput,20,3960,3960,440,20,0,0.0584803547642573,maximum_effective_payload_throughput,0,3,0.713869266666667,0.0147875873370004,0.713869266666667,0.0147875873370004,220,4.93255849771022,4400,98.6511699542045,NaN,0.878886713672685,0.0312122999999655,264.666666666667,0.859146933333333,30.3178475,0
unslotted,saturation_throughput,0.1,19.8,18,2,0.0909090909090909,-1.8,0.00402320858051132,maximum_effective_payload_throughput,0,3,0.0527691666666667,0.000516956450723313,0.0527691666666667,0.000516956450723313,3247.33333333333,31.8127046598961,324.733333333333,3.18127046598963,NaN,0.981621441167093,0.12335594263267,NaN,NaN,35.3963287,0
unslotted,saturation_throughput,0.2,39.6,36,4,0.181818181818182,-3.6,0.003,maximum_effective_payload_throughput,0,3,0.0969583333333333,0.000846941214672605,0.0969583333333333,0.000846941214672605,2983.33333333333,26.0597296822341,596.666666666667,5.21194593644678,NaN,0.985320120760708,0.0801705,NaN,NaN,31.2767521,0
unslotted,saturation_throughput,0.4,79.2,81,9,0.409090909090909,1.8,0.00304549603966647,maximum_effective_payload_throughput,0,3,0.170734741112443,0.00146271801720367,0.170734741112443,0.00146271801720367,2627,22.9691038861627,1050.8,9.18764155446508,NaN,0.982268907595195,0.0752018333333333,NaN,NaN,30.9994946,0
unslotted,saturation_throughput,0.6,118.8,117,13,0.590909090909091,-1.8,0.00276862246456293,maximum_effective_payload_throughput,0,3,0.228837346405904,0.00461895355616557,0.228837346405904,0.00461895355616557,2347,47.52747415969,1408.2,28.516484495814,NaN,0.978516512581241,0.0625046666666667,NaN,NaN,49.1172702,0
unslotted,saturation_throughput,1,198,198,22,1,0,0.00304549603966647,maximum_effective_payload_throughput,0,3,0.306134543754052,0.00178198210900851,0.306134543754052,0.00178198210900851,1884,10.9128181511468,1884,10.9128181511468,NaN,0.9763713636564,0.062292,NaN,NaN,25.4334375,0
