protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cb,fixed_payload,15,3,5,990,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,2229900,2105423,0.944178214269698,6,51,0,2037,0.894736842105263,0,2037,85,27,21,9,51,0,NaN,NaN,8,9,NaN,19,38,445,1,0,17800,17779,2,19,0,0,17355,17334,21,9,51,50,8010,160.2,1,1188,1188,1890,1575,1890
sb_cb,fixed_payload,15,2.5,6,1188,0.6,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,2100262,1993128,0.948990173606912,1,43,0,1736,0.977272727272727,0,1736,55,10,29,5,43,0,NaN,NaN,7,5,NaN,8,18,358,1,0,14320,14304,1,15,0,0,13962,13946,16,5,24,23,2952,128.347826086957,1,1386,1386,1602,1467,1602
sb_cb,fixed_payload,5,5,1,198,0.5,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,1172890,1092399,0.93137378611805,24,78,0,3908,0.764705882352941,0,3908,137,66,20,16,78,0,NaN,NaN,14,4,NaN,6,13,744,4,0,29760,29705,4,51,0,0,29016,28961,55,4,31,27,3402,126,4,1584,396,1278,1161,1278
sb_cb,fixed_payload,5,2.5,2,396,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,871514,819621,0.940456492953642,0,18,0,1549,1,0,1549,23,8,10,0,18,0,NaN,NaN,5,2,NaN,2,4,358,1,0,14320,14309,1,10,0,0,13962,13951,11,2,10,9,1179,131,1,594,594,558,522,558
sb_cb,fixed_payload,5,1.66666666666667,3,594,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,724268,681678,0.941195800449557,0,0,0,948,NaN,0,948,15,0,0,0,0,0,NaN,NaN,2,3,NaN,1,2,220,0,0,8800,8790,1,9,0,0,8580,8570,10,3,6,6,918,153,0,0,NaN,108,108,108
sb_cb,fixed_payload,5,1.25,4,792,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,847214,797994,0.941903698475238,0,4,0,920,1,0,920,4,0,0,4,4,0,NaN,NaN,1,0,NaN,6,12,204,0,0,8160,8160,0,0,0,0,7956,7956,0,0,13,13,2268,174.461538461538,0,0,NaN,234,144,234
sb_cb,fixed_payload,5,1,5,990,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,696112,659104,0.946836141310594,0,3,0,592,1,0,592,3,3,0,0,3,0,NaN,NaN,0,0,NaN,0,0,139,0,0,5560,5560,0,0,0,0,5421,5421,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,0.833333333333333,6,1188,0.8,3,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,668724,633824,0.947811055084011,0,0,0,495,NaN,0,495,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,114,0,0,4560,4560,0,0,0,0,4446,4446,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cf,fixed_packet,10,10,1,198,0.01,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1270031,1207436,0.950713801474137,755,14498,0,154165,0.950501540680522,0,NaN,11751,NaN,NaN,NaN,14498,0,94,18,NaN,NaN,144,5,10,2,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,245,NaN,NaN,NaN,NaN,NaN,NaN,48510,36171,48510
sb_cf,fixed_packet,10,10,2,396,0.00334370152488211,3,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,9829720,8178941,0.832062459561412,1224199,5232542,6382,698337,0.810399859619582,0.00905609186072747,NaN,6373331,NaN,NaN,NaN,5232542,6382,1139,169,NaN,NaN,17374,710,1442,4,1108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17867,NaN,NaN,NaN,NaN,NaN,NaN,7075566,2005668,7075566
