protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cb,fixed_payload,30,5,6,1140,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,444104,422824,0.952083295804586,0,4,0,771,1,0,771,5,4,0,0,4,0,NaN,NaN,0,0,NaN,0,0,43,0,0,1720,1720,0,0,0,0,1677,1677,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,5,1,190,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,142974,132564,0.927189558940786,20,61,0,997,0.753086419753086,0,997,87,52,25,4,61,0,NaN,NaN,1,1,NaN,0,0,49,1,0,1960,1953,1,6,0,0,1911,1904,7,1,3,2,370,185,1,380,380,230,210,230
sb_cb,fixed_payload,5,2.5,2,380,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,74800,70384,0.94096256684492,0,0,0,378,NaN,0,378,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,17,0,0,680,680,0,0,0,0,663,663,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1.66666666666667,3,570,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,70584,65862,0.933100986059164,0,0,0,186,NaN,0,186,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,12,0,0,480,480,0,0,0,0,468,468,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1.25,4,760,0.025,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,58912,53988,0.916417707767518,0,0,0,306,NaN,0,306,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,8,0,0,320,320,0,0,0,0,312,312,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,1,5,950,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,44230,41650,0.941668550757405,0,0,0,75,NaN,0,75,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,5,0,0,200,200,0,0,0,0,195,195,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cb,fixed_payload,5,0.833333333333333,6,1140,0.05,2,directional,-62,counterfactual start corrupts an existing decodable RTS/CTS/data reception,30984,28512,0.920216886134779,0,0,0,39,NaN,0,39,0,0,0,0,0,0,NaN,NaN,0,0,NaN,0,0,3,0,0,120,120,0,0,0,0,117,117,0,0,0,0,0,NaN,0,0,NaN,0,0,0
sb_cf,fixed_packet,15,15,1,190,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2328178,1129549,0.485164364580371,609313,398191,2644,3015,0.395225229875018,0.467220356953525,NaN,1007405,NaN,NaN,NaN,398191,2644,48,3,NaN,NaN,15904,1746,3686,0,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15899,NaN,NaN,NaN,NaN,NaN,NaN,3021905,357430,3021905
sb_cf,fixed_packet,15,15,2,380,0.01,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2509836,1610165,0.641541917479867,469679,633859,1578,11110,0.574388013824626,0.12436948297604,NaN,1102270,NaN,NaN,NaN,633859,1578,56,7,NaN,NaN,6013,261,531,0,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6022,NaN,NaN,NaN,NaN,NaN,NaN,2290625,357025,2290625
sb_cf,fixed_packet,5,5,1,190,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1399593,882876,0.630809099502498,148642,135991,1155,4448,0.477776645715711,0.206139568088524,NaN,284564,NaN,NaN,NaN,135991,1155,118,0,NaN,NaN,5586,429,886,0,109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5639,NaN,NaN,NaN,NaN,NaN,NaN,1071860,196750,1071860
sb_cf,fixed_packet,5,5,2,380,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1416973,795705,0.561552690135945,170578,78690,855,1690,0.315684323699793,0.335952848722986,NaN,249238,NaN,NaN,NaN,78690,855,41,0,NaN,NaN,3269,149,303,0,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3293,NaN,NaN,NaN,NaN,NaN,NaN,1252285,198905,1252285
sb_cf,fixed_packet,5,5,3,570,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1455477,789141,0.54218720048479,179682,55494,645,1267,0.235967955913869,0.33734309623431,NaN,235057,NaN,NaN,NaN,55494,645,13,0,NaN,NaN,2320,100,204,0,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2319,NaN,NaN,NaN,NaN,NaN,NaN,1324765,201015,1324765
sb_cf,fixed_packet,5,5,4,760,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2359351,1383195,0.586260797990634,226902,65627,571,1472,0.224343569355517,0.279490944689183,NaN,292412,NaN,NaN,NaN,65627,571,39,1,NaN,NaN,2779,113,235,0,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2780,NaN,NaN,NaN,NaN,NaN,NaN,2119130,337280,2119130
sb_cf,fixed_packet,5,5,5,950,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,2370428,1374779,0.579970790085166,229703,53998,631,977,0.190334189868911,0.392412935323383,NaN,283664,NaN,NaN,NaN,53998,631,22,0,NaN,NaN,2272,73,147,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2267,NaN,NaN,NaN,NaN,NaN,NaN,2161950,337235,2161950
sb_cf,fixed_payload,15,7.5,2,380,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1408049,768962,0.546118778536826,232495,106050,323,1839,0.313252300285043,0.149398704902868,NaN,338479,NaN,NaN,NaN,106050,323,33,2,NaN,NaN,4286,284,590,0,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4280,NaN,NaN,NaN,NaN,NaN,NaN,1628355,203075,1628355
sb_cf,fixed_payload,15,5,3,570,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,203463,193406,0.950570865464482,0,114,0,997,1,0,NaN,64,NaN,NaN,NaN,114,0,1,1,NaN,NaN,6,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,3420,2870,3420
sb_cf,fixed_payload,15,3.75,4,760,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,178737,170130,0.95184544889978,0,97,0,853,1,0,NaN,55,NaN,NaN,NaN,97,0,1,1,NaN,NaN,5,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,3800,3135,3800
sb_cf,fixed_payload,15,3,5,950,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,178937,169487,0.947188116487926,0,87,0,497,1,0,NaN,27,NaN,NaN,NaN,87,0,1,1,NaN,NaN,5,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,4750,3890,4750
sb_cf,fixed_payload,15,2.5,6,1140,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,141648,134157,0.947115384615385,0,0,0,385,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,5,1,190,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,89690,84264,0.939502731631174,193,341,0,1346,0.638576779026217,0,NaN,521,NaN,NaN,NaN,341,0,9,0,NaN,NaN,13,0,0,0,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,NaN,NaN,4180,2700,4180
sb_cf,fixed_payload,5,2.5,2,380,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,49725,47625,0.957767722473605,0,0,0,275,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1.66666666666667,3,570,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,52884,49833,0.942307692307692,0,0,0,248,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1.25,4,760,0.025,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,47112,43337,0.919871794871795,0,0,0,518,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1,5,950,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,36855,34965,0.948717948717949,0,0,0,101,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,0.833333333333333,6,1140,0.05,2,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,26559,24516,0.923076923076923,0,0,0,94,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
