protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,condition_elapsed_s,timeout_exceeded
sb_cf,fixed_packet,5,5,4,760,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,954,NaN,0,NaN,954,NaN,954,NaN,950,NaN,1025,NaN,1025,NaN,950,NaN,1025,NaN,1025,NaN,0,NaN,15,NaN,179,NaN,0,NaN,0,NaN,0,NaN,760,NaN,0,NaN,100,NaN,100,NaN,400,NaN,400,NaN,NaN,NaN,0.076,NaN,0.0954,NaN,0.0194,NaN,0.076,NaN,7.68307322929172,NaN,1,NaN,1.45469473876462e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.1077521,0
sb_cb,fixed_packet,5,5,4,760,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,1178,NaN,0,NaN,1178,NaN,1178,NaN,1145,NaN,1445,NaN,1445,NaN,1145,NaN,1445,NaN,1445,NaN,0,NaN,15,NaN,144,NaN,69,NaN,0,NaN,190,NaN,760,NaN,0,NaN,100,NaN,100,NaN,400,NaN,400,NaN,NaN,NaN,0.076,NaN,0.1178,NaN,0.0418,NaN,0.076,NaN,7.68307322929172,NaN,1,NaN,1.17808045906744e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.4946539,0
s7_clean,fixed_packet,5,5,4,760,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,1287.4,NaN,0,NaN,1287.4,NaN,1287.4,NaN,1256,NaN,1513,NaN,1513,NaN,1256,NaN,1513,NaN,1513,NaN,3.6,NaN,36,NaN,235.8,NaN,90,NaN,0,NaN,162,NaN,760,NaN,0,NaN,100,NaN,100,NaN,400,NaN,400,NaN,NaN,NaN,0.076,NaN,0.12874,NaN,0.05274,NaN,0.076,NaN,7.68307322929172,NaN,1,NaN,2.15594031502477e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.3549802,0
s7_busy,fixed_packet,5,5,4,760,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,12526.6,NaN,0,NaN,12526.6,NaN,12526.6,NaN,9203,NaN,35169,NaN,35169,NaN,9203,NaN,35169,NaN,35169,NaN,3.6,NaN,72,NaN,297,NaN,11070,NaN,162,NaN,162,NaN,760,NaN,0,NaN,100,NaN,100,NaN,400,NaN,400,NaN,NaN,NaN,0.076,NaN,1.30812,NaN,1.23212,NaN,0.076,NaN,39.7599039615846,NaN,1,NaN,0.0423967220132708,NaN,0.125,NaN,13,NaN,5,NaN,2,NaN,1953,NaN,882,NaN,1953,NaN,630,NaN,1386,NaN,1.4563641,0
sf_cf,fixed_packet,5,5,5,950,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,39309,NaN,10303,NaN,29006,NaN,39309,NaN,20670,NaN,73065,NaN,73065,NaN,20670,NaN,73065,NaN,73065,NaN,506,NaN,0,NaN,27550,NaN,0,NaN,0,NaN,0,NaN,950,NaN,0,NaN,100,NaN,60,NaN,500,NaN,300,NaN,NaN,NaN,0.057,NaN,4.0389,NaN,3.9819,NaN,0.057,NaN,-28.3313325330132,NaN,1,NaN,0.026739953947857,NaN,0.075,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0290082,0
sf_cb,fixed_packet,5,5,5,950,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,5223,NaN,0,NaN,5223,NaN,5223,NaN,5445,NaN,7090,NaN,7090,NaN,5445,NaN,7090,NaN,7090,NaN,93,NaN,0,NaN,3800,NaN,190,NaN,0,NaN,190,NaN,950,NaN,0,NaN,100,NaN,140,NaN,500,NaN,700,NaN,NaN,NaN,0.133,NaN,0.7561,NaN,0.6231,NaN,0.133,NaN,-3.74549819927971,NaN,1,NaN,0.309218357360138,NaN,0.136111111111111,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0253891,0
sb_cf,fixed_packet,5,5,5,950,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,1310,NaN,0,NaN,1310,NaN,1310,NaN,1075,NaN,2180,NaN,2180,NaN,1075,NaN,2180,NaN,2180,NaN,0,NaN,18,NaN,152,NaN,0,NaN,190,NaN,0,NaN,950,NaN,0,NaN,100,NaN,100,NaN,500,NaN,500,NaN,NaN,NaN,0.095,NaN,0.131,NaN,0.017,NaN,0.114,NaN,7.68307322929172,NaN,1,NaN,0,NaN,0.125,NaN,9,NaN,1,NaN,1.2,NaN,950,NaN,950,NaN,950,NaN,950,NaN,950,NaN,0.2029988,0
sb_cb,fixed_packet,5,5,5,950,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,1522,NaN,0,NaN,1522,NaN,1522,NaN,1360,NaN,1940,NaN,1940,NaN,1360,NaN,1940,NaN,1940,NaN,0,NaN,15,NaN,293,NaN,74,NaN,0,NaN,190,NaN,950,NaN,0,NaN,100,NaN,100,NaN,500,NaN,500,NaN,NaN,NaN,0.095,NaN,0.1522,NaN,0.0572,NaN,0.095,NaN,7.39495798319328,NaN,1,NaN,1.82362520470624e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.5589597,0
s7_clean,fixed_packet,5,5,5,950,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,1329.8,NaN,0,NaN,1329.8,NaN,1329.8,NaN,1254,NaN,1541,NaN,1541,NaN,1254,NaN,1541,NaN,1541,NaN,3.6,NaN,36,NaN,108,NaN,70.2,NaN,0,NaN,162,NaN,950,NaN,0,NaN,100,NaN,100,NaN,500,NaN,500,NaN,NaN,NaN,0.095,NaN,0.13298,NaN,0.03798,NaN,0.095,NaN,7.68307322929172,NaN,1,NaN,0,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.3064209,0
s7_busy,fixed_packet,5,5,5,950,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,5203.4,NaN,0,NaN,5203.4,NaN,5203.4,NaN,3269,NaN,10654,NaN,10654,NaN,3269,NaN,10654,NaN,10654,NaN,3.6,NaN,50.4,NaN,95.4,NaN,3877.2,NaN,64.8,NaN,162,NaN,950,NaN,0,NaN,100,NaN,140,NaN,500,NaN,700,NaN,NaN,NaN,0.133,NaN,1.64688,NaN,1.51388,NaN,0.133,NaN,-20.1680672268908,NaN,1,NaN,0.68404498202662,NaN,0.136111111111111,NaN,14,NaN,2,NaN,1.4,NaN,3150,NaN,1449,NaN,3150,NaN,1260,NaN,2772,NaN,1.6873445,0
sf_cf,fixed_packet,5,5,6,1140,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0317978,0
sf_cb,fixed_packet,5,5,6,1140,0.01,1,5,NaN,5,NaN,0,NaN,0,NaN,42501,NaN,0,NaN,42501,NaN,42501,NaN,34515,NaN,92175,NaN,92175,NaN,34515,NaN,92175,NaN,92175,NaN,93,NaN,0,NaN,38798,NaN,2280,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,100,NaN,100,NaN,600,NaN,600,NaN,NaN,NaN,0.114,NaN,2.5799,NaN,2.4659,NaN,0.114,NaN,-8.73949579831932,NaN,1,NaN,0.647389433698981,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0349415,0
sb_cf,fixed_packet,5,5,6,1140,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,1753,NaN,0,NaN,1753,NaN,1753,NaN,1500,NaN,2700,NaN,2700,NaN,1500,NaN,2700,NaN,2700,NaN,0,NaN,18,NaN,367,NaN,0,NaN,228,NaN,0,NaN,1140,NaN,0,NaN,100,NaN,100,NaN,600,NaN,600,NaN,NaN,NaN,0.114,NaN,0.1753,NaN,0.0385,NaN,0.1368,NaN,12.1008403361345,NaN,1,NaN,0,NaN,0.125,NaN,9,NaN,1,NaN,1.2,NaN,1140,NaN,1140,NaN,1140,NaN,1140,NaN,1140,NaN,0.1805351,0
sb_cb,fixed_packet,5,5,6,1140,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,1524,NaN,0,NaN,1524,NaN,1524,NaN,1395,NaN,2015,NaN,2015,NaN,1395,NaN,2015,NaN,2015,NaN,0,NaN,15,NaN,68,NaN,111,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,100,NaN,100,NaN,600,NaN,600,NaN,NaN,NaN,0.114,NaN,0.1524,NaN,0.0384,NaN,0.114,NaN,7.68307322929172,NaN,1,NaN,1.82123199577618e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.5608801,0
s7_clean,fixed_packet,5,5,6,1140,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,1692.6,NaN,0,NaN,1692.6,NaN,1692.6,NaN,1573,NaN,2298,NaN,2298,NaN,1573,NaN,2298,NaN,2298,NaN,3.6,NaN,36,NaN,198,NaN,153,NaN,0,NaN,162,NaN,1140,NaN,0,NaN,100,NaN,120,NaN,600,NaN,720,NaN,NaN,NaN,0.1169,NaN,0.17216,NaN,0.05526,NaN,0.1169,NaN,12.1008403361345,NaN,1,NaN,0.0168447955390334,NaN,0.1125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.3617264,0
s7_busy,fixed_packet,5,5,6,1140,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,14652.6,NaN,0,NaN,14652.6,NaN,14652.6,NaN,13845,NaN,35684,NaN,35684,NaN,13845,NaN,35684,NaN,35684,NaN,3.6,NaN,72,NaN,228.6,NaN,12884.4,NaN,162,NaN,162,NaN,1140,NaN,0,NaN,100,NaN,80,NaN,600,NaN,480,NaN,NaN,NaN,0.11336,NaN,1.18122,NaN,1.06786,NaN,0.11336,NaN,30.5402160864346,NaN,1,NaN,0.240463249860314,NaN,0.0666666666666667,NaN,13,NaN,5,NaN,2,NaN,2898,NaN,1386,NaN,2898,NaN,1197,NaN,2457,NaN,1.5960953,0
sf_cf,fixed_packet,15,15,1,190,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,4159.47368421053,NaN,314.342105263158,NaN,3845.13157894737,NaN,4159.47368421053,NaN,2817.5,NaN,11574,NaN,13940,NaN,2817.5,NaN,11574,NaN,13940,NaN,80.1315789473684,NaN,0,NaN,3555,NaN,0,NaN,20,NaN,0,NaN,190,NaN,0,NaN,760,NaN,820,NaN,760,NaN,820,NaN,NaN,NaN,0.1558,NaN,3.2754,NaN,3.1044,NaN,0.171,NaN,-67.8031212484994,NaN,1,NaN,0.0348659705684799,NaN,0.506325301204819,NaN,46,NaN,4,NaN,1.10526315789474,NaN,380,NaN,380,NaN,760,NaN,380,NaN,760,NaN,0.106213,0
sf_cb,fixed_packet,15,15,1,190,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,5764.47368421053,NaN,438.815789473684,NaN,5325.65789473684,NaN,5764.47368421053,NaN,4952.5,NaN,13848,NaN,15535,NaN,4952.5,NaN,13848,NaN,15535,NaN,100.657894736842,NaN,0,NaN,4125,NaN,700,NaN,20,NaN,190,NaN,190,NaN,0,NaN,760,NaN,740,NaN,760,NaN,740,NaN,NaN,NaN,0.1406,NaN,4.4524,NaN,4.3118,NaN,0.1406,NaN,-41.8727490996399,NaN,1,NaN,0.0160362950318926,NaN,0.526538461538462,NaN,47,NaN,4,NaN,1.10526315789474,NaN,380,NaN,380,NaN,950,NaN,380,NaN,950,NaN,0.1089926,0
sb_cf,fixed_packet,15,15,1,190,0.05,0,38,NaN,9,NaN,29,NaN,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,338.888888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,NaN,565,NaN,565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,760,NaN,180,NaN,760,NaN,180,NaN,NaN,NaN,0.0342,NaN,13.136,NaN,8.5869,NaN,4.5491,NaN,809.411764705883,NaN,0.236842105263158,NaN,NaN,NaN,0.155769230769231,NaN,5659,NaN,1,NaN,1.11111111111111,NaN,1071720,NaN,139580,NaN,1071720,NaN,39580,NaN,225745,NaN,1.391912,0
sb_cb,fixed_packet,15,15,1,190,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,713.815789473684,NaN,0,NaN,713.815789473684,NaN,713.815789473684,NaN,550,NaN,1848,NaN,3100,NaN,550,NaN,1848,NaN,3100,NaN,0,NaN,20.1315789473684,NaN,158.157894736842,NaN,103.947368421053,NaN,51.5789473684211,NaN,190,NaN,190,NaN,0,NaN,760,NaN,780,NaN,760,NaN,780,NaN,NaN,NaN,0.1482,NaN,0.5464,NaN,0.3944,NaN,0.152,NaN,-27.3709483793517,NaN,1,NaN,0.00713762811127382,NaN,0.493831168831169,NaN,55,NaN,13,NaN,1.34210526315789,NaN,390,NaN,360,NaN,390,NaN,360,NaN,390,NaN,1.7433296,0
s7_clean,fixed_packet,15,15,1,190,0.025,1,38,NaN,38,NaN,0,NaN,0,NaN,1022.13157894737,NaN,0,NaN,1022.13157894737,NaN,1022.13157894737,NaN,853.5,NaN,2422.4,NaN,2640,NaN,853.5,NaN,2422.4,NaN,2640,NaN,2.71052631578947,NaN,36,NaN,391.736842105263,NaN,239.684210526316,NaN,0,NaN,162,NaN,190,NaN,0,NaN,760,NaN,780,NaN,760,NaN,780,NaN,NaN,NaN,0.1482,NaN,0.80734,NaN,0.65914,NaN,0.1482,NaN,-37.1668667466987,NaN,1,NaN,0.0378031560433026,NaN,0.493831168831169,NaN,42,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.5379587,0
s7_busy,fixed_packet,15,15,1,190,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,14372.4473684211,NaN,4001.34210526316,NaN,10371.1052631579,NaN,14372.4473684211,NaN,12730.5,NaN,34891,NaN,40906,NaN,12730.5,NaN,34891,NaN,40906,NaN,4.23684210526316,NaN,75.7894736842105,NaN,418.026315789474,NaN,9342,NaN,179.052631578947,NaN,162,NaN,190,NaN,0,NaN,760,NaN,660,NaN,760,NaN,660,NaN,NaN,NaN,0.1254,NaN,10.3029,NaN,10.1775,NaN,0.1254,NaN,-144.729891956783,NaN,1,NaN,0.0601927612613926,NaN,0.513679245283019,NaN,88,NaN,42,NaN,2.10526315789474,NaN,9576,NaN,4158,NaN,9576,NaN,3276,NaN,7749,NaN,3.081781,0
sf_cf,fixed_packet,15,15,2,380,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,13769.4736842105,NaN,2660.39473684211,NaN,11109.0789473684,NaN,13769.4736842105,NaN,11395,NaN,34960,NaN,49340,NaN,11395,NaN,34960,NaN,49340,NaN,139.078947368421,NaN,0,NaN,10500,NaN,0,NaN,90,NaN,0,NaN,380,NaN,0,NaN,760,NaN,680,NaN,1520,NaN,1360,NaN,NaN,NaN,0.2584,NaN,9.862,NaN,9.5316,NaN,0.3304,NaN,-119.279711884754,NaN,1,NaN,0.0611235043601706,NaN,0.498275862068966,NaN,52,NaN,9,NaN,1.23684210526316,NaN,1900,NaN,1900,NaN,3800,NaN,1800,NaN,3600,NaN,0.0428567,0
sf_cb,fixed_packet,15,15,2,380,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,8509.47368421053,NaN,907.5,NaN,7601.97368421053,NaN,8509.47368421053,NaN,7782.5,NaN,19250,NaN,21385,NaN,7782.5,NaN,19250,NaN,21385,NaN,116.973684210526,NaN,0,NaN,4995,NaN,1890,NaN,30,NaN,190,NaN,380,NaN,0,NaN,760,NaN,720,NaN,1520,NaN,1440,NaN,NaN,NaN,0.2736,NaN,6.3548,NaN,6.0812,NaN,0.2736,NaN,-27.4669867947179,NaN,1,NaN,0.0176874173852837,NaN,0.52258064516129,NaN,48,NaN,6,NaN,1.15789473684211,NaN,570,NaN,570,NaN,1140,NaN,570,NaN,1140,NaN,0.0519221,0
sb_cf,fixed_packet,15,15,2,380,0.05,0,38,NaN,1,NaN,37,NaN,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,395,NaN,395,NaN,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,760,NaN,20,NaN,1520,NaN,40,NaN,NaN,NaN,0.0076,NaN,22.0384,NaN,14.1193,NaN,7.9191,NaN,809.411764705883,NaN,0.0263157894736842,NaN,NaN,NaN,0.025,NaN,3903,NaN,0,NaN,1,NaN,1478965,NaN,150305,NaN,1478965,NaN,49950,NaN,395575,NaN,1.7912447,0
sb_cb,fixed_packet,15,15,2,380,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,1606.57894736842,NaN,90.9210526315789,NaN,1515.65789473684,NaN,1606.57894736842,NaN,885,NaN,5288,NaN,6540,NaN,885,NaN,5288,NaN,6540,NaN,0,NaN,31.5789473684211,NaN,214.736842105263,NaN,486.315789473684,NaN,213.026315789474,NaN,190,NaN,380,NaN,0,NaN,760,NaN,800,NaN,1520,NaN,1600,NaN,NaN,NaN,0.2985,NaN,1.2527,NaN,0.9238,NaN,0.3289,NaN,-57.5270108043218,NaN,1,NaN,0.0253053404645963,NaN,0.512820512820513,NaN,85,NaN,42,NaN,2.10526315789474,NaN,2240,NaN,2070,NaN,2240,NaN,2070,NaN,2240,NaN,1.9156582,0
s7_clean,fixed_packet,15,15,2,380,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,1171.86842105263,NaN,0,NaN,1171.86842105263,NaN,1171.86842105263,NaN,907.5,NaN,2431,NaN,2887,NaN,907.5,NaN,2431,NaN,2887,NaN,2.71052631578947,NaN,36,NaN,203.447368421053,NaN,387.710526315789,NaN,0,NaN,162,NaN,380,NaN,0,NaN,760,NaN,780,NaN,1520,NaN,1560,NaN,NaN,NaN,0.2964,NaN,0.90316,NaN,0.60676,NaN,0.2964,NaN,-43.7935174069628,NaN,1,NaN,0.0138845830196198,NaN,0.493831168831169,NaN,42,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.4241909,0
s7_busy,fixed_packet,15,15,2,380,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,17999.0263157895,NaN,4089.26315789474,NaN,13909.7631578947,NaN,17999.0263157895,NaN,13906.5,NaN,63462,NaN,65479,NaN,13906.5,NaN,63462,NaN,65479,NaN,3.47368421052632,NaN,70.1052631578947,NaN,427.973684210526,NaN,12712.7368421053,NaN,153.473684210526,NaN,162,NaN,380,NaN,0,NaN,760,NaN,580,NaN,1520,NaN,1160,NaN,NaN,NaN,0.2204,NaN,10.77544,NaN,10.55504,NaN,0.2204,NaN,154.909963985594,NaN,1,NaN,0.269485051190485,NaN,0.382272727272727,NaN,81,NaN,36,NaN,1.94736842105263,NaN,10458,NaN,4662,NaN,10458,NaN,2961,NaN,6930,NaN,2.91973,0
sf_cf,fixed_packet,15,15,3,570,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0168063,0
sf_cb,fixed_packet,15,15,3,570,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,7979.47368421053,NaN,992.894736842105,NaN,6986.57894736842,NaN,7979.47368421053,NaN,4820,NaN,28140,NaN,34825,NaN,4820,NaN,28140,NaN,34825,NaN,181.578947368421,NaN,0,NaN,3770,NaN,2250,NaN,25,NaN,190,NaN,570,NaN,0,NaN,760,NaN,740,NaN,2280,NaN,2220,NaN,NaN,NaN,0.4218,NaN,5.3568,NaN,4.935,NaN,0.4218,NaN,44.561824729892,NaN,1,NaN,0.132093787335723,NaN,0.468835616438356,NaN,47,NaN,5,NaN,1.13157894736842,NaN,380,NaN,380,NaN,950,NaN,380,NaN,950,NaN,0.0391266,0
sb_cf,fixed_packet,15,15,3,570,0.05,0,38,NaN,2,NaN,36,NaN,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,660,NaN,730,NaN,730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,760,NaN,40,NaN,2280,NaN,120,NaN,NaN,NaN,0.0228,NaN,21.0802,NaN,13.1657,NaN,7.9145,NaN,809.411764705883,NaN,0.0526315789473684,NaN,NaN,NaN,0.05,NaN,2689,NaN,0,NaN,1,NaN,1526840,NaN,150185,NaN,1526840,NaN,49585,NaN,394585,NaN,1.4814338,0
sb_cb,fixed_packet,15,15,3,570,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,8008.42105263158,NaN,5.65789473684211,NaN,8002.76315789474,NaN,8008.42105263158,NaN,1707.5,NaN,29624,NaN,34690,NaN,1707.5,NaN,29624,NaN,34690,NaN,0,NaN,161.447368421053,NaN,1058.42105263158,NaN,4130,NaN,1892.89473684211,NaN,190,NaN,570,NaN,0,NaN,760,NaN,600,NaN,2280,NaN,1800,NaN,NaN,NaN,0.3336,NaN,3.983,NaN,3.4898,NaN,0.4932,NaN,474.621848739496,NaN,1,NaN,0.528094401205122,NaN,0.432692307692308,NaN,414,NaN,371,NaN,10.7631578947368,NaN,19870,NaN,16945,NaN,19870,NaN,10245,NaN,12120,NaN,6.2713948,0
s7_clean,fixed_packet,15,15,3,570,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,1794.10526315789,NaN,104.342105263158,NaN,1689.76315789474,NaN,1794.10526315789,NaN,1316,NaN,4377.6,NaN,5401,NaN,1316,NaN,4377.6,NaN,5401,NaN,2.81578947368421,NaN,36,NaN,188.526315789474,NaN,730.421052631579,NaN,0,NaN,162,NaN,570,NaN,0,NaN,760,NaN,800,NaN,2280,NaN,2400,NaN,NaN,NaN,0.44708,NaN,1.4025,NaN,0.95542,NaN,0.44708,NaN,-69.53181272509,NaN,1,NaN,0.0277932263814617,NaN,0.512820512820513,NaN,42,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.7332114,0
s7_busy,fixed_packet,15,15,3,570,0.05,1,38,NaN,38,NaN,0,NaN,0,NaN,25543.4473684211,NaN,5872.65789473684,NaN,19670.7894736842,NaN,25543.4473684211,NaN,18711,NaN,66943.6,NaN,78818,NaN,18711,NaN,66943.6,NaN,78818,NaN,3.5,NaN,93.7894736842105,NaN,450.473684210526,NaN,18130.9736842105,NaN,260.052631578947,NaN,162,NaN,570,NaN,0,NaN,760,NaN,520,NaN,2280,NaN,1560,NaN,NaN,NaN,0.28838,NaN,13.51722,NaN,13.22884,NaN,0.28838,NaN,128.787515006002,NaN,1,NaN,0.436169567411051,NaN,0.384090909090909,NaN,110,NaN,61,NaN,2.60526315789474,NaN,10773,NaN,4851,NaN,10773,NaN,3087,NaN,7056,NaN,2.2709451,0
sf_cf,fixed_packet,15,15,4,760,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0225234,0
