protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,condition_elapsed_s,timeout_exceeded
s7_clean,fixed_packet,5,5,2,380,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,682.4,NaN,0,NaN,682.4,NaN,682.4,NaN,705,NaN,728,NaN,728,NaN,705,NaN,728,NaN,728,NaN,3.6,NaN,36,NaN,100.8,NaN,0,NaN,0,NaN,162,NaN,380,NaN,0,NaN,100,NaN,100,NaN,200,NaN,200,NaN,NaN,NaN,0.038,NaN,0.06824,NaN,0.03024,NaN,0.038,NaN,3.64945978391357,NaN,1,NaN,2.03367347711232e-16,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.3439042,0
s7_busy,fixed_packet,5,5,2,380,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,12081.8,NaN,0,NaN,12081.8,NaN,12081.8,NaN,7011,NaN,27620,NaN,27620,NaN,7011,NaN,27620,NaN,27620,NaN,3.6,NaN,72,NaN,540,NaN,10762.2,NaN,162,NaN,162,NaN,380,NaN,0,NaN,100,NaN,100,NaN,200,NaN,200,NaN,NaN,NaN,0.038,NaN,1.23888,NaN,1.20088,NaN,0.038,NaN,-99.3037214885955,NaN,1,NaN,0.024780446855224,NaN,0.125,NaN,14,NaN,5,NaN,2,NaN,5292,NaN,2394,NaN,5292,NaN,1764,NaN,3969,NaN,2.207472,0
sf_cf,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,13317,NaN,0,NaN,13317,NaN,13317,NaN,14755,NaN,30080,NaN,30080,NaN,14755,NaN,30080,NaN,30080,NaN,321,NaN,0,NaN,12426,NaN,0,NaN,0,NaN,0,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.057,NaN,1.0745,NaN,1.0175,NaN,0.057,NaN,19.7839135654262,NaN,1,NaN,0.23936714751047,NaN,0.0892857142857143,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0467407,0
sf_cb,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,4539,NaN,0,NaN,4539,NaN,4539,NaN,4015,NaN,9625,NaN,9625,NaN,4015,NaN,9625,NaN,9625,NaN,93,NaN,0,NaN,3572,NaN,114,NaN,0,NaN,190,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.057,NaN,0.3367,NaN,0.2797,NaN,0.057,NaN,-9.21968787515006,NaN,1,NaN,0.348084348084348,NaN,0.0892857142857143,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0322239,0
sb_cf,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,644,NaN,0,NaN,644,NaN,644,NaN,640,NaN,710,NaN,710,NaN,640,NaN,710,NaN,710,NaN,0,NaN,15,NaN,59,NaN,0,NaN,0,NaN,0,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.057,NaN,0.0644,NaN,0.0074,NaN,0.057,NaN,3.64945978391357,NaN,1,NaN,0,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.1504483,0
sb_cb,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,869,NaN,0,NaN,869,NaN,869,NaN,865,NaN,990,NaN,990,NaN,865,NaN,990,NaN,990,NaN,0,NaN,15,NaN,92,NaN,2,NaN,0,NaN,190,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.057,NaN,0.0869,NaN,0.0299,NaN,0.057,NaN,3.64945978391357,NaN,1,NaN,0,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.5011518,0
s7_clean,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,975,NaN,0,NaN,975,NaN,975,NaN,955,NaN,1215,NaN,1215,NaN,955,NaN,1215,NaN,1215,NaN,3.6,NaN,36,NaN,133.2,NaN,70.2,NaN,0,NaN,162,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.057,NaN,0.0975,NaN,0.0405,NaN,0.057,NaN,8.16326530612245,NaN,1,NaN,0,NaN,0.125,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.2679613,0
s7_busy,fixed_packet,5,5,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,8950.8,NaN,0,NaN,8950.8,NaN,8950.8,NaN,7632,NaN,14378,NaN,14378,NaN,7632,NaN,14378,NaN,14378,NaN,3.6,NaN,43.2,NaN,275.4,NaN,7864.2,NaN,32.4,NaN,162,NaN,570,NaN,0,NaN,100,NaN,140,NaN,300,NaN,420,NaN,NaN,NaN,0.0798,NaN,1.05008,NaN,0.97028,NaN,0.0798,NaN,9.69987995198079,NaN,1,NaN,0.147607801310376,NaN,0.136111111111111,NaN,9,NaN,1,NaN,1.2,NaN,2520,NaN,1134,NaN,2520,NaN,882,NaN,1953,NaN,1.6322686,0
sf_cf,fixed_packet,5,5,4,760,0.025,1,5,NaN,4,NaN,1,NaN,1,NaN,18302.5,NaN,0,NaN,18302.5,NaN,18302.5,NaN,15137.5,NaN,35210,NaN,35210,NaN,15137.5,NaN,35210,NaN,35210,NaN,442.5,NaN,0,NaN,17100,NaN,0,NaN,0,NaN,0,NaN,760,NaN,0,NaN,100,NaN,100,NaN,400,NaN,400,NaN,NaN,NaN,0.076,NaN,2.1657,NaN,2.0897,NaN,0.076,NaN,43.1212484993998,NaN,0.8,NaN,0.154892182666113,NaN,0.125,NaN,7,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0420328,0
sf_cb,fixed_packet,5,5,4,760,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,6211,NaN,0,NaN,6211,NaN,6211,NaN,5660,NaN,10890,NaN,10890,NaN,5660,NaN,10890,NaN,10890,NaN,131,NaN,0,NaN,4978,NaN,152,NaN,0,NaN,190,NaN,760,NaN,0,NaN,100,NaN,140,NaN,400,NaN,560,NaN,NaN,NaN,0.1082,NaN,0.9309,NaN,0.8227,NaN,0.1082,NaN,7.49099639855943,NaN,1,NaN,0.332796218713073,NaN,0.136111111111111,NaN,8,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0.0240583,0
