protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,topology_seed,q_source
sf_cb,fixed_payload,30,10,3,570,0.05,1,24,NaN,24,NaN,0,NaN,0,NaN,6794.58333333333,NaN,418.333333333333,NaN,6376.25,NaN,6794.58333333333,NaN,5970,NaN,16056.5,NaN,16165,NaN,5970,NaN,16056.5,NaN,16165,NaN,217.083333333333,NaN,0,NaN,4045.41666666667,NaN,1353.75,NaN,0,NaN,190,NaN,570,NaN,0,NaN,480,NaN,360,NaN,1440,NaN,1080,NaN,NaN,NaN,0.207,NaN,2.7364,NaN,2.5294,NaN,0.207,NaN,160.288115246098,NaN,1,NaN,0.191857915509429,NaN,0.289285714285714,NaN,25,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260326,primary_tuned
sb_cb,fixed_payload,30,10,3,570,0.05,1,24,NaN,24,NaN,0,NaN,0,NaN,1056.45833333333,NaN,0,NaN,1056.45833333333,NaN,1056.45833333333,NaN,850,NaN,2186,NaN,2235,NaN,850,NaN,2186,NaN,2235,NaN,0,NaN,16.875,NaN,113.75,NaN,146.666666666667,NaN,19.1666666666667,NaN,190,NaN,570,NaN,0,NaN,480,NaN,480,NaN,1440,NaN,1440,NaN,NaN,NaN,0.2736,NaN,0.5071,NaN,0.2335,NaN,0.2736,NaN,-15.750300120048,NaN,1,NaN,0,NaN,0.342857142857143,NaN,28,NaN,3,NaN,1.125,NaN,60,NaN,50,NaN,60,NaN,50,NaN,60,NaN,20260326,primary_tuned
sf_cb,fixed_payload,30,5,6,1140,0.05,1,12,NaN,12,NaN,0,NaN,0,NaN,8106.66666666667,NaN,0,NaN,8106.66666666667,NaN,8106.66666666667,NaN,7510,NaN,24274,NaN,25555,NaN,7510,NaN,24274,NaN,25555,NaN,253.333333333333,NaN,0,NaN,4813.33333333333,NaN,1710,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,240,NaN,220,NaN,1440,NaN,1320,NaN,NaN,NaN,0.2508,NaN,1.7238,NaN,1.473,NaN,0.2508,NaN,86.6266506602641,NaN,1,NaN,0.128669219166957,NaN,0.232692307692308,NaN,13,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260326,primary_tuned
sb_cb,fixed_payload,30,5,6,1140,0.025,1,12,NaN,12,NaN,0,NaN,0,NaN,2435.41666666667,NaN,0,NaN,2435.41666666667,NaN,2435.41666666667,NaN,1712.5,NaN,6656,NaN,6880,NaN,1712.5,NaN,6656,NaN,6880,NaN,0,NaN,22.5,NaN,245.833333333333,NaN,754.166666666667,NaN,82.9166666666667,NaN,190,NaN,1140,NaN,0,NaN,240,NaN,240,NaN,1440,NaN,1440,NaN,NaN,NaN,0.2736,NaN,0.5845,NaN,0.3109,NaN,0.2736,NaN,50.9963985594238,NaN,1,NaN,0,NaN,0.225,NaN,19,NaN,6,NaN,1.5,NaN,100,NaN,100,NaN,100,NaN,100,NaN,100,NaN,20260326,primary_tuned
sf_cb,fixed_packet,5,5,1,190,0.01,1,16,NaN,16,NaN,0,NaN,0,NaN,17271.875,NaN,2387.8125,NaN,14884.0625,NaN,17271.875,NaN,11880,NaN,45785.5,NaN,45925,NaN,11880,NaN,45785.5,NaN,45925,NaN,64.0625,NaN,0,NaN,13893.75,NaN,546.25,NaN,0,NaN,190,NaN,190,NaN,0,NaN,320,NaN,160,NaN,320,NaN,160,NaN,NaN,NaN,0.0304,NaN,4.1322,NaN,4.1018,NaN,0.0304,NaN,94.6938775510204,NaN,1,NaN,0.337544165335657,NaN,0.16,NaN,18,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_packet,5,5,1,190,0.05,1,16,NaN,16,NaN,0,NaN,0,NaN,483.75,NaN,0,NaN,483.75,NaN,483.75,NaN,435,NaN,646,NaN,655,NaN,435,NaN,646,NaN,655,NaN,0,NaN,15,NaN,74.6875,NaN,14.0625,NaN,0,NaN,190,NaN,190,NaN,0,NaN,320,NaN,300,NaN,320,NaN,300,NaN,NaN,NaN,0.0578,NaN,0.1518,NaN,0.094,NaN,0.0578,NaN,-3.07322929171669,NaN,1,NaN,0.0197628458498024,NaN,0.296052631578947,NaN,18,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sf_cb,fixed_packet,5,5,3,570,0.05,1,16,NaN,16,NaN,0,NaN,0,NaN,6916.875,NaN,0,NaN,6916.875,NaN,6916.875,NaN,5282.5,NaN,17503,NaN,19000,NaN,5282.5,NaN,17503,NaN,19000,NaN,160,NaN,0,NaN,5118.125,NaN,855,NaN,23.75,NaN,190,NaN,570,NaN,0,NaN,320,NaN,260,NaN,960,NaN,780,NaN,NaN,NaN,0.1482,NaN,1.6228,NaN,1.4746,NaN,0.1482,NaN,-53.4933973589436,NaN,1,NaN,0.36393887108701,NaN,0.248529411764706,NaN,20,NaN,2,NaN,1.125,NaN,190,NaN,190,NaN,380,NaN,190,NaN,380,NaN,20260327,primary_tuned
sb_cb,fixed_packet,5,5,3,570,0.05,1,16,NaN,16,NaN,0,NaN,0,NaN,1121.25,NaN,0,NaN,1121.25,NaN,1121.25,NaN,945,NaN,2494,NaN,2665,NaN,945,NaN,2494,NaN,2665,NaN,0,NaN,18.75,NaN,124.0625,NaN,136.25,NaN,82.1875,NaN,190,NaN,570,NaN,0,NaN,320,NaN,280,NaN,960,NaN,840,NaN,NaN,NaN,0.1596,NaN,0.2896,NaN,0.1284,NaN,0.1612,NaN,-13.1572629051621,NaN,1,NaN,0.238950276243094,NaN,0.272222222222222,NaN,22,NaN,4,NaN,1.25,NaN,630,NaN,590,NaN,630,NaN,100,NaN,100,NaN,20260327,primary_tuned
sf_cb,fixed_packet,5,5,6,1140,0.01,1,16,NaN,16,NaN,0,NaN,0,NaN,24860,NaN,1022.5,NaN,23837.5,NaN,24860,NaN,20420,NaN,68546.5,NaN,75745,NaN,20420,NaN,68546.5,NaN,75745,NaN,123.125,NaN,0,NaN,16256.875,NaN,6127.5,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,320,NaN,160,NaN,1920,NaN,960,NaN,NaN,NaN,0.188,NaN,5.7706,NaN,5.5826,NaN,0.188,NaN,23.9135654261705,NaN,1,NaN,0.378574151734655,NaN,0.2,NaN,18,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_packet,5,5,6,1140,0.05,1,16,NaN,16,NaN,0,NaN,0,NaN,1975.3125,NaN,0,NaN,1975.3125,NaN,1975.3125,NaN,1430,NaN,4364,NaN,4745,NaN,1430,NaN,4364,NaN,4745,NaN,0,NaN,15,NaN,78.125,NaN,552.1875,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,320,NaN,280,NaN,1920,NaN,1680,NaN,NaN,NaN,0.3242,NaN,0.5453,NaN,0.2211,NaN,0.3242,NaN,-28.2352941176471,NaN,1,NaN,0.159178433889602,NaN,0.245,NaN,18,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sf_cb,fixed_packet,30,30,1,190,0.05,1,63,NaN,63,NaN,0,NaN,0,NaN,6156.90476190476,NaN,586.111111111111,NaN,5570.79365079365,NaN,6156.90476190476,NaN,5320,NaN,14581,NaN,16692.2,NaN,5320,NaN,14581,NaN,16692.2,NaN,124.126984126984,NaN,0,NaN,3899.52380952381,NaN,1146.03174603175,NaN,21.1111111111111,NaN,190,NaN,190,NaN,0,NaN,1260,NaN,1200,NaN,1260,NaN,1200,NaN,NaN,NaN,0.2298,NaN,7.8541,NaN,7.6243,NaN,0.2298,NaN,-66.8427370948379,NaN,1,NaN,0.0122738442342217,NaN,0.642857142857143,NaN,84,NaN,7,NaN,1.11111111111111,NaN,1140,NaN,1140,NaN,2280,NaN,890,NaN,1780,NaN,20260327,primary_tuned
sb_cb,fixed_packet,30,30,1,190,0.05,1,63,NaN,63,NaN,0,NaN,0,NaN,657.777777777778,NaN,8.09523809523809,NaN,649.68253968254,NaN,657.777777777778,NaN,550,NaN,1456.75,NaN,1691.8,NaN,550,NaN,1456.75,NaN,1691.8,NaN,0,NaN,17.3809523809524,NaN,101.587301587302,NaN,127.698412698413,NaN,23.015873015873,NaN,190,NaN,190,NaN,0,NaN,1260,NaN,1280,NaN,1260,NaN,1280,NaN,NaN,NaN,0.2426,NaN,0.8422,NaN,0.5958,NaN,0.2464,NaN,48.0192076830733,NaN,1,NaN,0.0159107100451198,NaN,0.616867469879518,NaN,98,NaN,10,NaN,1.15873015873016,NaN,1010,NaN,940,NaN,1010,NaN,350,NaN,370,NaN,20260327,primary_tuned
sf_cb,fixed_packet,30,30,3,570,0.05,1,63,NaN,63,NaN,0,NaN,0,NaN,20798.9682539683,NaN,5584.68253968254,NaN,15214.2857142857,NaN,20798.9682539683,NaN,19435,NaN,47887,NaN,62874.5,NaN,19435,NaN,47887,NaN,62874.5,NaN,195.238095238095,NaN,0,NaN,7572.85714285714,NaN,6496.19047619048,NaN,190,NaN,190,NaN,570,NaN,0,NaN,1260,NaN,800,NaN,3780,NaN,2400,NaN,NaN,NaN,0.456,NaN,17.6745,NaN,17.2185,NaN,0.456,NaN,281.776710684274,NaN,1,NaN,0.482740671589012,NaN,0.606060606060606,NaN,138,NaN,63,NaN,2,NaN,5510,NaN,5510,NaN,12540,NaN,3510,NaN,8060,NaN,20260327,primary_tuned
sb_cb,fixed_packet,30,30,3,570,0.025,0,63,NaN,1,NaN,62,NaN,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1170,NaN,1170,NaN,1170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1260,NaN,60,NaN,3780,NaN,180,NaN,NaN,NaN,0.034,NaN,34.9485,NaN,34.6295,NaN,0.319,NaN,1109.81992797119,NaN,0.0158730158730159,NaN,NaN,NaN,0.075,NaN,8035,NaN,1,NaN,2,NaN,192140,NaN,111685,NaN,192140,NaN,34110,NaN,52810,NaN,20260327,fallback_1_over_N
sf_cb,fixed_packet,30,30,6,1140,0.025,0,63,NaN,60,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46140.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36382.5,NaN,109075,NaN,143555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1260,NaN,520,NaN,7560,NaN,3120,NaN,NaN,NaN,0.5878,NaN,28.8589,NaN,28.2711,NaN,0.5878,NaN,528.499399759904,NaN,0.952380952380952,NaN,NaN,NaN,0.4225,NaN,110,NaN,37,NaN,1.61666666666667,NaN,3610,NaN,3610,NaN,7790,NaN,2090,NaN,4370,NaN,20260327,fallback_1_over_N
sb_cb,fixed_packet,30,30,6,1140,0.025,0,63,NaN,3,NaN,60,NaN,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3076.66666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3135,NaN,4700,NaN,4700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1260,NaN,100,NaN,7560,NaN,600,NaN,NaN,NaN,0.1119,NaN,34.5558,NaN,34.2412,NaN,0.3146,NaN,1109.81992797119,NaN,0.0476190476190476,NaN,NaN,NaN,0.0892857142857143,NaN,7518,NaN,2,NaN,1.66666666666667,NaN,183380,NaN,107690,NaN,183380,NaN,29470,NaN,45570,NaN,20260327,fallback_1_over_N
sf_cb,fixed_payload,5,5,1,190,0.05,1,13,NaN,13,NaN,0,NaN,0,NaN,3974.61538461538,NaN,0,NaN,3974.61538461538,NaN,3974.61538461538,NaN,2330,NaN,15388.5,NaN,16635,NaN,2330,NaN,15388.5,NaN,16635,NaN,101.538461538462,NaN,0,NaN,3317.69230769231,NaN,146.153846153846,NaN,29.2307692307692,NaN,190,NaN,190,NaN,0,NaN,260,NaN,240,NaN,260,NaN,240,NaN,NaN,NaN,0.0456,NaN,0.8952,NaN,0.8496,NaN,0.0456,NaN,61.656662665066,NaN,1,NaN,0.15437890974084,NaN,0.3,NaN,17,NaN,2,NaN,1.15384615384615,NaN,190,NaN,190,NaN,380,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_payload,5,5,1,190,0.05,1,13,NaN,13,NaN,0,NaN,0,NaN,586.538461538462,NaN,0,NaN,586.538461538462,NaN,586.538461538462,NaN,505,NaN,1254,NaN,1320,NaN,505,NaN,1254,NaN,1320,NaN,0,NaN,18.4615384615385,NaN,99.6153846153846,NaN,63.0769230769231,NaN,25.3846153846154,NaN,190,NaN,190,NaN,0,NaN,260,NaN,260,NaN,260,NaN,260,NaN,NaN,NaN,0.0494,NaN,0.1525,NaN,0.1031,NaN,0.0494,NaN,8.06722689075631,NaN,1,NaN,0,NaN,0.325,NaN,18,NaN,3,NaN,1.23076923076923,NaN,60,NaN,60,NaN,60,NaN,60,NaN,60,NaN,20260327,primary_tuned
sf_cb,fixed_payload,5,1.66666666666667,3,570,0.05,1,5,NaN,5,NaN,0,NaN,0,NaN,2479,NaN,0,NaN,2479,NaN,2479,NaN,1570,NaN,6160,NaN,6160,NaN,1570,NaN,6160,NaN,6160,NaN,85,NaN,0,NaN,1520,NaN,114,NaN,0,NaN,190,NaN,570,NaN,0,NaN,100,NaN,100,NaN,300,NaN,300,NaN,NaN,NaN,0.05,NaN,0.2409,NaN,0.1909,NaN,0.05,NaN,41.1044417767107,NaN,1,NaN,0.029057700290577,NaN,0.125,NaN,6,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_payload,5,1.66666666666667,3,570,0.025,1,5,NaN,5,NaN,0,NaN,0,NaN,963,NaN,0,NaN,963,NaN,963,NaN,845,NaN,1480,NaN,1480,NaN,845,NaN,1480,NaN,1480,NaN,0,NaN,15,NaN,66,NaN,122,NaN,0,NaN,190,NaN,570,NaN,0,NaN,100,NaN,80,NaN,300,NaN,240,NaN,NaN,NaN,0.0502,NaN,0.0895,NaN,0.0393,NaN,0.0502,NaN,10.8523409363746,NaN,1,NaN,0.0759776536312851,NaN,0.1,NaN,6,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sf_cb,fixed_payload,5,0.833333333333333,6,1140,0.025,1,3,NaN,3,NaN,0,NaN,0,NaN,10853.3333333333,NaN,0,NaN,10853.3333333333,NaN,10853.3333333333,NaN,3690,NaN,25295,NaN,25295,NaN,3690,NaN,25295,NaN,25295,NaN,466.666666666667,NaN,0,NaN,9056.66666666667,NaN,0,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,60,NaN,60,NaN,360,NaN,360,NaN,NaN,NaN,0.0684,NaN,0.933,NaN,0.8646,NaN,0.0684,NaN,-35.7262905162065,NaN,1,NaN,0.302036441586281,NaN,0.075,NaN,4,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,fallback_1_over_N
sb_cb,fixed_payload,5,0.833333333333333,6,1140,0.025,1,3,NaN,3,NaN,0,NaN,0,NaN,1631.66666666667,NaN,0,NaN,1631.66666666667,NaN,1631.66666666667,NaN,1650,NaN,1895,NaN,1895,NaN,1650,NaN,1895,NaN,1895,NaN,0,NaN,15,NaN,286.666666666667,NaN,0,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,60,NaN,40,NaN,360,NaN,240,NaN,NaN,NaN,0.0456,NaN,0.0736,NaN,0.028,NaN,0.0456,NaN,9.21968787515006,NaN,1,NaN,0.330163043478261,NaN,0.05,NaN,4,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,fallback_1_over_N
sf_cb,fixed_payload,30,30,1,190,0.05,1,63,NaN,63,NaN,0,NaN,0,NaN,7048.4126984127,NaN,1271.03174603175,NaN,5777.38095238095,NaN,7048.4126984127,NaN,5450,NaN,15817.75,NaN,22799.4,NaN,5450,NaN,15817.75,NaN,22799.4,NaN,107.539682539683,NaN,0,NaN,4198.09523809524,NaN,1052.53968253968,NaN,39.2063492063492,NaN,190,NaN,190,NaN,0,NaN,1260,NaN,1100,NaN,1260,NaN,1100,NaN,NaN,NaN,0.209,NaN,7.8402,NaN,7.6312,NaN,0.209,NaN,276.494597839136,NaN,1,NaN,0.132751715517461,NaN,0.536347517730496,NaN,80,NaN,13,NaN,1.20634920634921,NaN,1330,NaN,1330,NaN,2660,NaN,760,NaN,1520,NaN,20260327,primary_tuned
sb_cb,fixed_payload,30,30,1,190,0.05,1,63,NaN,63,NaN,0,NaN,0,NaN,1247.06349206349,NaN,5.71428571428571,NaN,1241.34920634921,NaN,1247.06349206349,NaN,745,NaN,4109.5,NaN,5637.55,NaN,745,NaN,4109.5,NaN,5637.55,NaN,0,NaN,34.0476190476191,NaN,243.333333333333,NaN,386.031746031746,NaN,197.936507936508,NaN,190,NaN,190,NaN,0,NaN,1260,NaN,1280,NaN,1260,NaN,1280,NaN,NaN,NaN,0.2432,NaN,1.5764,NaN,1.318,NaN,0.2584,NaN,-16.2304921968788,NaN,1,NaN,0.0032352194874398,NaN,0.595348837209302,NaN,146,NaN,80,NaN,2.26984126984127,NaN,2080,NaN,1900,NaN,2080,NaN,1900,NaN,2080,NaN,20260327,primary_tuned
sf_cb,fixed_payload,30,10,3,570,0.05,1,24,NaN,24,NaN,0,NaN,0,NaN,6794.58333333333,NaN,418.333333333333,NaN,6376.25,NaN,6794.58333333333,NaN,5970,NaN,16056.5,NaN,16165,NaN,5970,NaN,16056.5,NaN,16165,NaN,217.083333333333,NaN,0,NaN,4045.41666666667,NaN,1353.75,NaN,0,NaN,190,NaN,570,NaN,0,NaN,480,NaN,360,NaN,1440,NaN,1080,NaN,NaN,NaN,0.207,NaN,2.7364,NaN,2.5294,NaN,0.207,NaN,160.288115246098,NaN,1,NaN,0.191857915509429,NaN,0.289285714285714,NaN,25,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_payload,30,10,3,570,0.05,1,24,NaN,24,NaN,0,NaN,0,NaN,1021.25,NaN,0,NaN,1021.25,NaN,1021.25,NaN,850,NaN,1766.5,NaN,1805,NaN,850,NaN,1766.5,NaN,1805,NaN,0,NaN,15.625,NaN,93.5416666666667,NaN,147.291666666667,NaN,4.79166666666667,NaN,190,NaN,570,NaN,0,NaN,480,NaN,480,NaN,1440,NaN,1440,NaN,NaN,NaN,0.2736,NaN,0.4902,NaN,0.2166,NaN,0.2736,NaN,-8.64345738295318,NaN,1,NaN,0,NaN,0.342857142857143,NaN,26,NaN,1,NaN,1.04166666666667,NaN,20,NaN,20,NaN,20,NaN,20,NaN,20,NaN,20260327,primary_tuned
sf_cb,fixed_payload,30,5,6,1140,0.05,1,12,NaN,12,NaN,0,NaN,0,NaN,8106.66666666667,NaN,0,NaN,8106.66666666667,NaN,8106.66666666667,NaN,7510,NaN,24274,NaN,25555,NaN,7510,NaN,24274,NaN,25555,NaN,253.333333333333,NaN,0,NaN,4813.33333333333,NaN,1710,NaN,0,NaN,190,NaN,1140,NaN,0,NaN,240,NaN,220,NaN,1440,NaN,1320,NaN,NaN,NaN,0.2508,NaN,1.7238,NaN,1.473,NaN,0.2508,NaN,86.6266506602641,NaN,1,NaN,0.128669219166957,NaN,0.232692307692308,NaN,13,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,20260327,primary_tuned
sb_cb,fixed_payload,30,5,6,1140,0.025,1,12,NaN,12,NaN,0,NaN,0,NaN,2435.41666666667,NaN,0,NaN,2435.41666666667,NaN,2435.41666666667,NaN,1712.5,NaN,6656,NaN,6880,NaN,1712.5,NaN,6656,NaN,6880,NaN,0,NaN,22.5,NaN,243.333333333333,NaN,756.666666666667,NaN,82.9166666666667,NaN,190,NaN,1140,NaN,0,NaN,240,NaN,240,NaN,1440,NaN,1440,NaN,NaN,NaN,0.2736,NaN,0.5845,NaN,0.3109,NaN,0.2736,NaN,50.9963985594238,NaN,1,NaN,0,NaN,0.225,NaN,19,NaN,6,NaN,1.5,NaN,100,NaN,100,NaN,100,NaN,100,NaN,100,NaN,20260327,primary_tuned
