protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,q,n_eval_runs,cca_mode,rx_sens_dbm,cca_truth_definition,raw_busy_opportunities,raw_misses,raw_miss_rate,eligible_tp,eligible_fn,eligible_fp,eligible_tn,eligible_fnr,eligible_fpr,eligible_decodable_negative,eligible_self_undecodable,eligible_control_harm,eligible_data_harm,eligible_rts_harm,harmful_missed_opportunities,false_alarm_opportunities,sinr_harmful_start_attempts,single_user_harmful_start_attempts,late_start_handshake,late_start_data,late_start_attempts,simultaneous_start_events,simultaneous_start_attempts,capture_successes,partial_collision_events,full_collision_events,icr_expected,icr_decoded,icr_miss_halfduplex,icr_miss_low_sinr,icr_miss_sector_timing,icr_winner_miss,nav_expected,nav_set,nav_not_set,nav_protection_violations,failed_attempts_or_events,rts_fail_total,rts_failure_detection_delay_us,mean_rts_failure_detection_delay_us,data_fail_sinr,data_failure_transaction_delay_us,mean_data_failure_transaction_delay_us,collision_waste_us,collision_channel_time_us,collision_tx_airtime_us
sb_cf,fixed_packet,15,15,3,570,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,909745,305099,0.335367603009635,259059,66523,129,459,0.204320263405225,0.219387755102041,NaN,325580,NaN,NaN,NaN,66523,129,11,0,NaN,NaN,2684,150,309,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2671,NaN,NaN,NaN,NaN,NaN,NaN,1526840,150185,1526840
sb_cf,fixed_packet,30,30,1,190,0.01,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,942066,779216,0.827135253793259,29734,258588,27,11872,0.896872247001616,0.00226909824354988,NaN,286920,NaN,NaN,NaN,258588,27,87,8,NaN,NaN,2601,138,282,1,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2641,NaN,NaN,NaN,NaN,NaN,NaN,502175,125030,502175
sb_cf,fixed_packet,5,5,1,190,0.025,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,11544,10730,0.92948717948718,0,0,0,297,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_packet,5,5,2,380,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,23400,21750,0.92948717948718,0,0,0,228,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_packet,5,5,3,570,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,35256,32770,0.92948717948718,0,0,0,164,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_packet,5,5,4,760,0.025,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,47112,43790,0.92948717948718,0,28,0,315,1,0,NaN,28,NaN,NaN,NaN,28,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_packet,5,5,5,950,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,65419,61261,0.936440483651539,0,31,0,230,1,0,NaN,31,NaN,NaN,NaN,31,0,0,0,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,950,950,950
sb_cf,fixed_packet,5,5,6,1140,0.025,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,77437,72443,0.935508865271124,0,63,0,415,1,0,NaN,63,NaN,NaN,NaN,63,0,0,0,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1140,1140,1140
sb_cf,fixed_payload,15,15,1,190,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,38961,36778,0.943969610636277,0,0,0,527,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,15,7.5,2,380,0.01,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,47485,44260,0.932083815941876,90,255,0,1551,0.739130434782609,0,NaN,195,NaN,NaN,NaN,255,0,1,0,NaN,NaN,2,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1140,850,1140
sb_cf,fixed_payload,15,5,3,570,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,35256,32996,0.935897435897436,0,13,0,135,1,0,NaN,0,NaN,NaN,NaN,13,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,15,3.75,4,760,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,59628,55400,0.92909371436238,0,48,0,153,1,0,NaN,26,NaN,NaN,NaN,48,0,1,0,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,3040,2345,3040
sb_cf,fixed_payload,15,3,5,950,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,45008,41606,0.924413437611091,0,39,0,133,1,0,NaN,29,NaN,NaN,NaN,39,0,1,0,NaN,NaN,4,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,3800,2970,3800
sb_cf,fixed_payload,15,2.5,6,1140,0.01,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,17706,17252,0.974358974358974,0,0,0,399,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,30,30,1,190,0.025,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,934294,512221,0.548243914656414,311817,267161,678,2603,0.461435494958358,0.206644315757391,NaN,578782,NaN,NaN,NaN,267161,678,26,2,NaN,NaN,5818,574,1193,0,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5820,NaN,NaN,NaN,NaN,NaN,NaN,1106795,140080,1106795
sb_cf,fixed_payload,30,15,2,380,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,919831,382238,0.415552422129717,250112,90918,214,560,0.266598246488579,0.276485788113695,NaN,341030,NaN,NaN,NaN,90918,214,6,0,NaN,NaN,3716,248,515,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3709,NaN,NaN,NaN,NaN,NaN,NaN,1411285,149075,1411285
sb_cf,fixed_payload,30,10,3,570,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,978994,540534,0.552132086611358,126545,46791,48,136,0.269943923939632,0.260869565217391,NaN,173336,NaN,NaN,NaN,46791,48,8,0,NaN,NaN,1984,96,193,0,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1978,NaN,NaN,NaN,NaN,NaN,NaN,1130435,149300,1130435
sb_cf,fixed_payload,30,7.5,4,760,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,1006122,649468,0.645516150128911,76390,29513,161,294,0.278679546377345,0.353846153846154,NaN,105903,NaN,NaN,NaN,29513,161,16,0,NaN,NaN,1274,50,100,0,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1270,NaN,NaN,NaN,NaN,NaN,NaN,968220,149090,968220
sb_cf,fixed_payload,30,6,5,950,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,852800,569196,0.667443714821764,28143,17670,0,132,0.38569838255517,0,NaN,45813,NaN,NaN,NaN,17670,0,2,0,NaN,NaN,733,14,28,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,729,NaN,NaN,NaN,NaN,NaN,NaN,695180,122050,695180
sb_cf,fixed_payload,30,5,6,1140,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,843787,563387,0.667688646542315,5405,14676,0,108,0.730840097604701,0,NaN,20081,NaN,NaN,NaN,14676,0,2,0,NaN,NaN,620,6,12,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,618,NaN,NaN,NaN,NaN,NaN,NaN,706640,121965,706640
sb_cf,fixed_payload,5,5,1,190,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,20202,19277,0.954212454212454,0,37,0,363,1,0,NaN,37,NaN,NaN,NaN,37,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,2.5,2,380,0.05,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,20475,19425,0.948717948717949,0,0,0,96,NaN,0,NaN,0,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
sb_cf,fixed_payload,5,1.66666666666667,3,570,0.01,1,directional,-62,AP single-user lock or a start that is physically undecodable/harmful,22035,20792,0.943589743589744,0,2,0,473,1,0,NaN,2,NaN,NaN,NaN,2,0,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
