n_arrived,n_completed,n_censored,completion_ratio,mean_total_delay_us,mean_queue_delay_us,mean_access_delay_us,p95_total_delay_us,mean_attempts,final_backlog,stable,packet_conservation_ok,variant,lambda_per_node,M,Tp_us,q,run,collision_channel_time_us,mean_batch_size
233,233,0,1,729.584849495487,0,729.584849495487,1603.88778219631,1.13733905579399,0,1,1,unslotted,3,2,396,0.25,1,5048.3143172788,1
255,255,0,1,654.258427829372,2.25882352941176,651.99960429996,810,1.05490196078431,0,1,1,unslotted,3,2,396,0.25,2,2686.6185846657,1
248,248,0,1,680.830022925431,0,680.830022925431,873.9,1.04838709677419,0,1,1,unslotted,3,2,396,0.25,3,2419.97856409941,1
238,238,0,1,669.660281021322,0.378151260504202,669.282129760818,930.6,1.03361344537815,0,1,1,unslotted,3,2,396,0.25,4,1143,1
218,218,0,1,884.570365024963,0,884.570365024963,2478.28322678041,1.20642201834862,0,1,1,unslotted,3,2,396,0.25,5,6873.30359702301,1
233,233,0,1,869.793991416309,0,869.793991416309,1339.65,1.07725321888412,0,1,1,batch_clear,3,2,396,0.625,1,2376,1
255,255,0,1,845.541176470588,3.24705882352941,842.294117647059,1314,1.05098039215686,0,1,1,batch_clear,3,2,396,0.625,2,1386,1.00357142857143
248,248,0,1,845.528225806452,0,845.528225806452,1361.7,1.04838709677419,0,1,1,batch_clear,3,2,396,0.625,3,1188,1
238,238,0,1,831.100840336134,3.06302521008403,828.03781512605,1333.8,1.04621848739496,0,1,1,batch_clear,3,2,396,0.625,4,1188,1.00369003690037
218,218,0,1,854.463302752294,0,854.463302752294,1330.2,1.00917431192661,0,1,1,batch_clear,3,2,396,0.625,5,594,1
233,233,0,1,1059.29613733906,0,1059.29613733906,1566,1.01716738197425,0,1,1,baseline,3,3,594,0.625,1,792,1
255,255,0,1,1042.76470588235,3.24705882352941,1039.51764705882,1581.75,1.07058823529412,0,1,1,baseline,3,3,594,0.625,2,1584,1
248,248,0,1,1048.3185483871,0,1048.3185483871,1572.3,1.01612903225806,0,1,1,baseline,3,3,594,0.625,3,792,1
238,238,0,1,1081.51260504202,8.20588235294118,1073.30672268908,1740.6,1.05042016806723,0,1,1,baseline,3,3,594,0.625,4,1386,1
218,218,0,1,1074.26146788991,0,1074.26146788991,1656,1.03669724770642,0,1,1,baseline,3,3,594,0.625,5,792,1
233,233,0,1,939.476394849785,0,939.476394849785,1251,1.05150214592275,0,1,1,fast_first,3,3,594,0.475,1,1386,1
255,255,0,1,941.047058823529,3.24705882352941,937.8,1210.5,1.06274509803922,0,1,1,fast_first,3,3,594,0.475,2,2178,1
248,248,0,1,946.125,0,946.125,1308.6,1.04838709677419,0,1,1,fast_first,3,3,594,0.475,3,1188,1
238,238,0,1,938.420168067227,4.04621848739496,934.373949579832,1418.4,1.03361344537815,0,1,1,fast_first,3,3,594,0.475,4,792,1
218,218,0,1,965.270642201835,0,965.270642201835,1405.8,1.05504587155963,0,1,1,fast_first,3,3,594,0.475,5,1386,1
233,233,0,1,927.508591942122,0,927.508591942122,1561.94127776781,1.11158798283262,0,1,1,unslotted,3,3,594,0.25,1,4170.9917030842,1
255,255,0,1,865.751408471141,3.03529411764706,862.716114353494,1176.75,1.04705882352941,0,1,1,unslotted,3,3,594,0.25,2,2819.66365342541,1
248,248,0,1,929.085480818226,0,929.085480818226,1291.5,1.09274193548387,0,1,1,unslotted,3,3,594,0.25,3,4593.47887950437,1
238,238,0,1,885.646306157485,2.76050420168067,882.885801955804,1346.4,1.04201680672269,0,1,1,unslotted,3,3,594,0.25,4,1467,1
218,218,0,1,986.024015251875,0,986.024015251875,2250.95158587596,1.1605504587156,0,1,1,unslotted,3,3,594,0.25,5,4624.12997017289,1
233,233,0,1,1101.78540772532,0,1101.78540772532,1759.95,1.068669527897,0,1,1,batch_clear,3,3,594,0.625,1,1980,1
255,255,0,1,1042.76470588235,3.24705882352941,1039.51764705882,1568.25,1.05098039215686,0,1,1,batch_clear,3,3,594,0.625,2,1386,1.00357142857143
248,248,0,1,1049.11693548387,0,1049.11693548387,1622.7,1.00806451612903,0,1,1,batch_clear,3,3,594,0.625,3,594,1
238,238,0,1,1055.72268907563,4.8781512605042,1050.84453781513,1780.2,1.07563025210084,0,1,1,batch_clear,3,3,594,0.625,4,2574,1
218,218,0,1,1085.16055045872,0,1085.16055045872,1647,1.07339449541284,0,1,1,batch_clear,3,3,594,0.625,5,1584,1
233,233,0,1,1250.49785407725,0,1250.49785407725,1860.3,1.04291845493562,0,1,1,baseline,3,4,792,0.7,1,1188,1
255,255,0,1,1253.18823529412,4.8,1248.38823529412,1926,1.03921568627451,0,1,1,baseline,3,4,792,0.7,2,2970,1
