base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_142200_4d022d8fe72d\combined_view,C:\Users\Administrator\Documents\delay\results_v2\20260728_183648_defa8d7220ff,216,2
