q,stage,n_runs,mean_total_delay_us,se_total_delay_us,mean_queue_delay_us,mean_access_delay_us,completion_ratio_mean,min_completion_ratio,variant,lambda_per_node,M,selected
0.01,coarse,3,2423.12195121951,46.7209935379731,32.2121384004538,2390.90981281906,1,1,sb_cb,1,6,0
0.025,coarse,3,1793.1355643789,25.599166001891,20.9098128190584,1772.22575155984,1,1,sb_cb,1,6,0
0.05,coarse,3,1638.05445263755,7.57131778439047,17.0147475893364,1621.03970504821,1,1,sb_cb,1,6,0
0.1,coarse,3,1574.50482132728,22.5293734851378,14.8927963698242,1559.61202495746,1,1,sb_cb,1,6,0
0.2,coarse,3,1538.01474758934,29.4732528075383,14.6732841747022,1523.34146341463,1,1,sb_cb,1,6,0
0.3,coarse,3,1491.74702212138,9.46872347596816,14.6732841747022,1477.07373794668,1,1,sb_cb,1,6,0
0.325,fine,3,1489.22178105502,10.3488536552592,14.4639818491208,1474.7577992059,1,1,sb_cb,1,6,0
0.35,fine,3,1486.42597844583,9.2750124559843,14.4639818491208,1471.96199659671,1,1,sb_cb,1,6,0
0.375,fine,3,1484.95065229722,9.71501515559092,14.4639818491208,1470.4866704481,1,1,sb_cb,1,6,0
0.4,coarse,3,1483.45490640953,9.4866695324164,14.4639818491208,1468.99092456041,1,1,sb_cb,1,6,1
0.425,fine,3,1481.05218377765,9.74789013553864,14.4639818491208,1466.58820192853,1,1,sb_cb,1,6,0
0.45,fine,3,1479.68576290414,9.08124755661199,14.4639818491208,1465.22178105502,1,1,sb_cb,1,6,0
0.475,fine,3,1478.20022688599,9.15836869659053,14.4639818491208,1463.73624503687,1,1,sb_cb,1,6,0
0.5,coarse,3,1477.77141236529,9.03789883421578,14.4639818491208,1463.30743051617,1,1,sb_cb,1,6,0
0.6,coarse,3,1474.64038570618,8.65868488117832,14.2444696539989,1460.39591605218,1,1,sb_cb,1,6,0
0.7,coarse,3,1472.1644923426,8.7635511508628,14.2444696539989,1457.9200226886,1,1,sb_cb,1,6,0
0.8,coarse,3,1471.18094157686,9.04669533341842,14.2444696539989,1456.93647192286,1,1,sb_cb,1,6,0
0.9,coarse,3,1469.54566080545,8.83217368910568,14.0283607487238,1455.51730005672,1,1,sb_cb,1,6,0
0.95,coarse,3,1468.91435053885,9.03143807020485,14.0283607487238,1454.88598979013,1,1,sb_cb,1,6,0
0.975,coarse,3,1468.41576857629,8.95065229722066,14.0283607487238,1454.38740782757,1,1,sb_cb,1,6,0
1,coarse,3,1468.06693136699,9.12527093220497,14.0283607487238,1454.03857061826,1,1,sb_cb,1,6,0
0.01,coarse,3,1369.77464402156,47.2997768351033,1.76785714285714,1368.0067868787,1,1,sb_cb,3,1,0
0.025,coarse,3,816.186102701444,30.3579405982037,1.76785714285714,814.418245558587,1,1,sb_cb,3,1,0
