protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,q_tuning_best_q,q_selection_mode,q_stable_basin_left,q_stable_basin_right,q_search_boundary_hit,q_refinement_passes,q_preferred_neighbor_radius,q_neighbor_radius_used,q_validation_runs,q_validation_candidates_tested,q_validation_passed,q_validation_selected_rank,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,stability_rate_ok,stability_rate_ok_ci95,stability_censor_ok,stability_censor_ok_ci95,stability_slope_ok,stability_slope_ok_ci95,stability_rate_relative_error,stability_rate_relative_error_ci95,stability_allowed_censored,stability_allowed_censored_ci95,stability_slope_limit_pkt_s,stability_slope_limit_pkt_s_ci95,condition_elapsed_s,timeout_exceeded
sf_cb,fixed_packet,5,5,2,396,0.704375,0.704375,neighbor_stable,0.703125,0.705,0,2,1,1,0,0,1,NaN,1,1995.4,23.2125692002088,1995.4,23.2125692002088,0,0,0,0,856.486304388725,8.38797352101132,2.80508916601628,0.427479360166173,853.681215222709,8.45972117244455,856.486304388725,8.38797352101132,750.6,4.50163591548994,1419.615,33.1889160022961,2289.393,123.972270021553,750.6,4.50163591548994,1419.615,33.1889160022961,2289.393,123.972270021553,118.816830170168,2.12251675637039,0,0,93.85781087958,2.64374605492156,20.0271264346126,1.54385920533857,26.9794477383485,5.04803220673097,198,0,396,0,0,0,199.54,2.32125692002088,199.52,2.31330688248113,399.08,4.64251384004176,399.04,4.62661376496227,NaN,NaN,0.0790125,0.000918924643833039,0.17088663,0.0021868827193669,0.09187413,0.00170390847903269,0.0790125,0.000918924643833039,0.000379616403796177,0.00222752971145838,1,0,3.90692879684881e-05,7.04751005569772e-05,0.97961840907687,0.0021805661225799,2378.1,51.4807972322908,271.6,50.3266562196595,1.13625983706237,0.0254951121552069,26274.6,4044.99228877681,26274.6,4044.99228877681,56548.8,9928.59656177266,24928.2,4081.96618949016,53776.8,9964.67793149259,1,0,1,0,1,0,9.94242338663636e-05,0.000149961629608773,19.4,0.36940871778918,9.977,0.116062846001044,26.3341057,0
sb_cf,fixed_packet,5,5,4,792,0.000621968789776846,0.000621968789776846,neighbor_stable,0.0006,0.000644741959094125,0,1,1,1,0,0,1,NaN,0.9,1995.4,23.2125692002088,1957.4,87.4246920349782,38,85.9619721863318,38,85.9619721863318,NaN,NaN,NaN,NaN,NaN,NaN,134851.699931576,223951.593417439,NaN,NaN,NaN,NaN,NaN,NaN,24740.1,5382.83753095424,659770.02,1232635.13741734,908628.075,1588732.61033665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,199.54,2.32125692002088,192.9,14.493624445549,798.16,9.28502768008351,771.6,57.9744977821959,NaN,NaN,0.15277493,0.0114774473612934,20.89953869,31.1063132041025,20.53020138,30.9582786670403,0.36933731,0.14942604168737,14.0198625257136,30.3521422774303,0.981018981018981,0.0429380480451208,NaN,NaN,0.977532715616269,0.00472134269666292,5992.6,4519.2955125426,3728.5,4271.84677895547,3.10651622074495,2.6795501056251,3118975.2,3646448.5493894,1736550,1630972.77785106,3118975.2,3646448.5493894,1295185.4,714393.348716842,2165623.8,1605074.91337856,0.9,0.22621571627982,0.9,0.22621571627982,0.9,0.22621571627982,0.0347767835399743,0.0717725641444578,19.4,0.36940871778918,9.977,0.116062846001044,365.8722185,0
