base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_185248_f7f295593299\combined_view,C:\Users\Administrator\Documents\delay\results_v2\20260728_190604_60659862d4d4,216,2
