protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,q_tuning_best_q,q_selection_mode,q_stable_basin_left,q_stable_basin_right,q_search_boundary_hit,q_refinement_passes,q_preferred_neighbor_radius,q_neighbor_radius_used,q_validation_runs,q_validation_candidates_tested,q_validation_passed,q_validation_selected_rank,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,stability_rate_ok,stability_rate_ok_ci95,stability_censor_ok,stability_censor_ok_ci95,stability_slope_ok,stability_slope_ok_ci95,stability_rate_relative_error,stability_rate_relative_error_ci95,stability_allowed_censored,stability_allowed_censored_ci95,stability_slope_limit_pkt_s,stability_slope_limit_pkt_s_ci95,condition_elapsed_s,timeout_exceeded,result_source,rerun_replaced
s7_clean,fixed_packet,15,15,5,990,0.130068982524847,0.130068982524847,wide_neighbor_stable_validated,0.02,0.275062408773453,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,2738.79152505376,889.882438246953,86.2971274395008,83.2928553336008,2652.49439761426,817.995889987173,2738.79152505376,889.882438246953,1935,329.342702036367,7471.19999999999,3921.65995873214,12857.19,12418.9697268685,1935,329.342702036367,7471.19999999999,3921.65995873214,12857.19,12418.9697268685,0,0,41.0712979743658,3.21045977596733,66.9107676975465,7.47038623310612,1369.6914910577,794.607435077666,22.8208408846463,14.447068991853,162,0,990,0,0,0,589,38.803471516211,589,34.7779279645046,2945,194.017357581055,2945,173.889639822523,NaN,NaN,0.583031333333333,0.0339107966072108,1.61752966666667,0.611267429621428,1.03449833333333,0.577603629178413,0.583031333333333,0.0339107966072108,-0.0204120204120201,2.15235807122394,1,0,0.00228066089460334,0.00514347501974125,0.952630869566932,0.0320428004150422,803.666666666667,33.3590499089259,83.3333333333333,57.2071260478558,1.14086938817683,0.0891794382213148,6279,1867.10837722605,3003,787.702794401347,6279,1867.10837722605,2520,1656.24747314756,5250,3604.04894101492,1,0,1,0,1,0,0.00228423690744049,0.0049177903059639,5,0,29.45,1.94017357581055,88.7145295,0,original_stable,0
s7_busy,fixed_packet,15,15,5,990,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,458.1405329,0,original_stable,0
sf_cf,fixed_packet,15,15,6,1188,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1546943,0,original_stable,0
sf_cb,fixed_packet,15,15,6,1188,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4474,0,original_stable,0
sb_cf,fixed_packet,15,15,6,1188,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,103.3978892,0,original_stable,0
sb_cb,fixed_packet,15,15,6,1188,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997.3195652,0,original_stable,0
s7_clean,fixed_packet,15,15,6,1188,0.0894427190999916,0.0894427190999916,wide_neighbor_stable_validated,0.02,0.189148321800635,0,1,2,2,2,1,1,1,1,589,38.803471516211,589,38.803471516211,0,0,0,0,5115.05350426441,1154.89413734523,375.337404843467,187.205681842941,4739.71609942094,988.298776110792,5115.05350426441,1154.89413734523,3024,595.307418966808,16697.25,6121.11940780566,28225.29,7911.57830539026,3024,595.307418966808,16697.25,6121.11940780566,28225.29,7911.57830539026,0,0,44.1044133743339,4.60725968793932,113.894467528107,12.2741466028235,3195.247358334,968.470467758771,36.4698601845026,20.732668595727,162,0,1188,0,0,0,589,38.803471516211,589.333333333333,23.8701377411919,3534,232.820829097266,3536,143.220826447152,NaN,NaN,0.700726666666667,0.0281780781290781,3.041931,0.701342748221063,2.34120433333333,0.67704512391003,0.700726666666667,0.0281780781290781,-0.618060618060618,8.17650855682075,1,0,0.0145748224278422,0.0468739362062965,0.951988798244253,0.0365922168584628,860.666666666667,81.4983963277106,132.666666666667,77.9771315735135,1.2251225937315,0.127979435776093,9870,5390.38250391023,4683,2486.01376937829,9870,5390.38250391023,4053,2237.10221216919,8568,4726.21676640809,1,0,1,0,1,0,0.00857673607299837,0.015652801536493,5,0,29.45,1.94017357581055,85.3029611,0,original_stable,0
s7_busy,fixed_packet,15,15,6,1188,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1283.4703602,0,original_stable,0
sf_cf,fixed_payload,5,5,1,198,0.7,0.7,wide_neighbor_stable_validated,0.4,0.8,0,1,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,384.248242293362,35.9820778214633,1.53280127693535,4.56474188455716,382.715441016427,38.9296511751186,384.248242293362,35.9820778214633,330,25.8159163784968,756.6,56.6187248178559,1167.99,519.271820903668,330,25.8159163784968,756.6,56.6187248178559,1167.99,519.271820903668,94.81863804943,6.15210462619351,0,0,82.8521947326416,46.9097260642585,0,0,7.0446082343552,17.0295154117272,0,0,198,0,0,0,192,39.978412978425,192,39.978412978425,192,39.978412978425,192,39.978412978425,NaN,NaN,0.038016,0.00791572576972815,0.073929,0.0223980302396301,0.034593,0.0159085596843576,0.039336,0.00720088238182814,-0.034948034948035,0.280277526720109,1,0,0,0,0.824403073879348,0.140168567362443,241.666666666667,27.4756561507033,6.66666666666667,15.9707710228882,1.03557882946644,0.086007653594582,1254,2839.75080163464,1254,2839.75080163464,2508,5679.50160326929,660,1581.10633126594,1320,3162.21266253187,1,0,1,0,1,0,0,0,1.33333333333333,1.43421757658315,9.6,1.99892064892125,2.1808906,0,original_stable,0
sf_cb,fixed_payload,5,5,1,198,0.625,0.625,wide_neighbor_stable_validated,0.4,0.775,0,1,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,707.077818369603,140.572807920976,3.37981742214407,8.19865228258687,703.698000947459,146.82238386894,707.077818369603,140.572807920976,558,0,1287.45,663.640109547335,3916.05,7457.86022273558,558,0,1287.45,663.640109547335,3916.05,7457.86022273558,100.033562658177,9.70392904355832,0,0,143.277846110511,70.3007525785838,13.0425426036336,18.4379487298962,51.3440495751373,73.2444297186041,198,0,198,0,0,0,192,39.978412978425,191.666666666667,40.9945448389503,192,39.978412978425,191.666666666667,40.9945448389503,NaN,NaN,0.03799,0.00799438434954218,0.136273,0.05396434138368,0.098283,0.0461542578100872,0.03799,0.00799438434954218,-0.0171520171520172,0.451414592105366,1,0,0.000225318912922891,0.000969469035751858,0.825433585583104,0.138474473130842,281.666666666667,101.343482397742,51.3333333333333,82.2896004825539,1.25931338169261,0.369921362215172,4554,5963.47668343275,4554,5963.47668343275,10428,16761.7478802182,4422,5700.75994934008,10164,16293.3408955457,1,0,1,0,1,0,0.00186219739292365,0.00801238869599527,1.33333333333333,1.43421757658315,9.6,1.99892064892125,2.201577,0,original_stable,0
sb_cf,fixed_payload,5,5,1,198,0.0159693021024534,0.0159693021024534,wide_neighbor_stable_validated,0.01,0.019257517959341,0,2,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,935.625131555924,72.4967542386104,18.3261630909347,11.391352575556,917.298968464989,65.424306044935,935.625131555924,72.4967542386104,690,64.5397909462419,2481.45,540.282862881168,3490.92,1639.83430361823,690,64.5397909462419,2481.45,540.282862881168,3490.92,1639.83430361823,0,0,42.6939307160142,11.5174919450076,637.490099483166,23.7437671303346,2.29831932773109,7.69975280189668,36.816618938078,63.3462056975417,0,0,198,0,0,0,192,39.978412978425,191.333333333333,40.8437366827623,192,39.978412978425,191.333333333333,40.8437366827623,NaN,NaN,0.0379063333333333,0.00805938286362238,0.178736333333333,0.0248869939747594,0.134032,0.0277282344560789,0.0447043333333333,0.00341878394017955,-0.0891476172584239,0.885856629257323,1,0,0.00347776229293117,0.0148622770499181,0.825601923671135,0.138693656726577,266.666666666667,46.7607720270934,34.3333333333333,56.7740059295427,1.18594251988928,0.319930331805766,7458,12696.5763283469,5334,9116.99421621301,7458,12696.5763283469,4857,8049.76536686246,6798,11241.2531740494,1,0,1,0,1,0,0.0035650623885918,0.0153392254180016,1.33333333333333,1.43421757658315,9.6,1.99892064892125,45.2418657,0,original_stable,0
sb_cb,fixed_payload,5,5,1,198,0.775,0.775,wide_neighbor_stable_validated,0.4,0.925,0,1,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,457.260565231679,9.87226045026828,2.21412609736632,4.89258496762941,455.046439134313,14.3115277441956,457.260565231679,9.87226045026828,432,0,624.3,149.815748376258,869.760000000001,161.871354048636,432,0,624.3,149.815748376258,869.760000000001,161.871354048636,0,0,36.9733798242507,1.66165243514626,2.93056749363026,0.404274632388268,15.6283405388565,15.6316749426637,3.51415127757553,6.88184306012522,198,0,198,0,0,0,192,39.978412978425,191.666666666667,40.9945448389503,192,39.978412978425,191.666666666667,40.9945448389503,NaN,NaN,0.037987,0.00800351121343562,0.087742,0.0173350183436407,0.049755,0.00938488454910341,0.037987,0.00800351121343562,-0.0150200150200151,0.242412300829475,1,0,0.000355483641623472,0.00152952266101251,0.825433585583104,0.138474473130842,241.666666666667,37.9458303359676,5.33333333333333,9.40479358891743,1.02703832845141,0.046157012087396,348,1159.41921800396,291,969.472735364633,348,1159.41921800396,81,135.993778138221,96,169.286284600514,1,0,1,0,1,0,0.00186219739292365,0.00801238869599527,1.33333333333333,1.43421757658315,9.6,1.99892064892125,59.9835073,0,original_stable,0
s7_clean,fixed_payload,5,5,1,198,0.775,0.775,wide_neighbor_stable_validated,0.4,0.925,0,1,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,416.214768832876,8.67140650053435,1.89872306464485,4.16117211979973,414.316045768231,12.6111827115138,416.214768832876,8.67140650053435,396,0,542.1,108.221125123873,759.06,87.6822882737613,396,0,542.1,108.221125123873,759.06,87.6822882737613,0,0,36.3569136745607,0.853849043843251,2.54613270397036,1.67052693147904,13.8068878541767,12.905192107828,1.6061115355233,3.84232069729464,162,0,198,0,0,0,192,39.978412978425,191.666666666667,40.9945448389503,192,39.978412978425,191.666666666667,40.9945448389503,NaN,NaN,0.038002,0.00795798158921964,0.079882,0.0159098920671934,0.04188,0.00801419979209979,0.038002,0.00795798158921964,-0.0243000243000243,0.294205931669045,1,0,0.00018859028760019,0.000811438515747195,0.825433585583104,0.138474473130842,231,22.0794989414224,2,4.96827542350066,1.0099142687378,0.0237180289956459,126,313.001351680542,63,156.500675840271,126,313.001351680542,63,156.500675840271,126,313.001351680542,1,0,1,0,1,0,0.00186219739292365,0.00801238869599527,1.33333333333333,1.43421757658315,9.6,1.99892064892125,44.4065546,0,original_stable,0
s7_busy,fixed_payload,5,5,1,198,0.6,0.6,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,192,39.978412978425,192,39.978412978425,0,0,0,0,1175.80950531558,175.691045897783,10.4709638045162,6.16502047510303,1165.33854151107,169.893182793496,1175.80950531558,175.691045897783,880.5,106.245904898459,2815.5,1163.31214211836,4086.6,1311.4604626141,880.5,106.245904898459,2815.5,1163.31214211836,4086.6,1311.4604626141,0,0,65.8689604841429,17.8177689489397,11.3781721728813,2.05364595275706,593.681086675401,71.1987148604481,134.410322178643,80.1799602702285,162,0,198,0,0,0,192,39.978412978425,191.666666666667,38.5908481541098,192,39.978412978425,191.666666666667,38.5908481541098,NaN,NaN,0.03795,0.00764098793451374,0.226315333333333,0.0806135132302391,0.188365333333333,0.0730089903549917,0.03795,0.00764098793451374,-0.0935240935240937,0.631444186101575,1,0,0.000756240055296494,0.00168860805430656,0.825335497390544,0.134745232543847,413.666666666667,134.266053860882,161.333333333333,128.272302060045,1.82969334678175,0.494938026359435,112581,9289.0764880046,52143,4799.07053500988,112581,9289.0764880046,44520,5333.28341643307,96096,10800.0586109521,1,0,1,0,1,0,0.00158730158730159,0.00682960750753883,1.33333333333333,1.43421757658315,9.6,1.99892064892125,258.3716604,0,original_stable,0
sf_cf,fixed_payload,5,2.5,2,396,0.775,0.775,wide_neighbor_stable_validated,0.4,0.85,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,919.248780011712,644.949942611555,3.1601600624634,6.79961419348884,916.088619949248,640.698112969794,919.248780011712,644.949942611555,679.5,40.3050865276332,2820.3,5835.66448539957,5051.22,10531.9280223168,679.5,40.3050865276332,2820.3,5835.66448539957,5051.22,10531.9280223168,198.488385711497,14.1463947709409,0,0,150.319734530549,112.770745889294,0,0,171.280499707203,534.532611789517,0,0,396,0,0,0,99,21.5132636487473,99,21.5132636487473,198,43.0265272974946,198,43.0265272974946,NaN,NaN,0.039204,0.00851925240490393,0.090492,0.0570453203676353,0.034788,0.0113972885236932,0.055704,0.0474467889032626,-0.223740223740224,0.451844081193201,1,0,4.05196800181447e-17,1.74342111838645e-16,0.707236004990748,0.178771634680187,158.666666666667,133.64414627943,41.6666666666667,125.352585355351,1.43252651441213,1.3498298277513,6996,19534.5134569561,6996,19534.5134569561,16500,49639.6238007191,6996,19534.5134569561,16500,49639.6238007191,1,0,1,0,1,0,0,0,0.333333333333333,1.43421757658315,4.95,1.07566318243737,1.4752549,0,original_stable,0
sf_cb,fixed_payload,5,2.5,2,396,0.8,0.8,wide_neighbor_stable_validated,0.4,0.925,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,838.433242240875,53.6566929984879,3.25678313488191,8.46554972032894,835.176459105993,45.4505348378444,838.433242240875,53.6566929984879,726,34.1512473023708,1256.1,325.544233081015,3497.19,2054.63040275449,726,34.1512473023708,1256.1,325.544233081015,3497.19,2054.63040275449,107.901034550068,26.7101812219485,0,0,60.486043333984,20.7036292096533,13.0763224673043,19.1381285628692,59.713058754636,48.6532073284708,198,0,396,0,0,0,99,21.5132636487473,99,21.5132636487473,198,43.0265272974946,198,43.0265272974946,NaN,NaN,0.039204,0.00851925240490393,0.082968,0.017080262711905,0.043764,0.0092254523591404,0.039204,0.00851925240490393,-0.11030411030411,0.145668388585167,1,0,5.70405216990528e-17,2.45425556394763e-16,0.707236004990748,0.178771634680187,147,48.3610000391464,30,25.8159163784968,1.30158110482139,0.245723269335711,2838,2324.43620955871,2838,2324.43620955871,5940,5111.55144294236,2838,2324.43620955871,5940,5111.55144294236,1,0,1,0,1,0,0,0,0.333333333333333,1.43421757658315,4.95,1.07566318243737,1.6747889,0,original_stable,0
sb_cf,fixed_payload,5,2.5,2,396,0.00668740304976422,0.00668740304976422,wide_neighbor_stable_validated,0.002,0.0149534878122122,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,1902.46496193637,783.459267778345,3.90269373414015,12.311299586779,1898.56226820223,782.163652126251,1902.46496193637,783.459267778345,1375.5,366.742783474698,4705.5,3001.24961897283,9044.73,2887.74342610279,1375.5,366.742783474698,4705.5,3001.24961897283,9044.73,2887.74342610279,0,0,40.1389810657818,9.61665108533899,1414.10091743119,668.094401468467,2.79357798165138,6.05891885503135,45.5287917235995,105.783161938729,0,0,396,0,0,0,99,21.5132636487473,99,21.5132636487473,198,43.0265272974946,198,43.0265272974946,NaN,NaN,0.039204,0.00851925240490393,0.190014,0.119322541606934,0.146058,0.0993463909738972,0.043956,0.0204698566828247,-0.319791023219033,0.614819668806181,1,0,9.90948340106387e-17,2.30031640447039e-16,0.707236004990748,0.178771634680187,129.666666666667,54.782605844683,12,30.2208395862713,1.11497169627172,0.267129196814972,5016,13099.8415492472,3597,9521.56828549712,5016,13099.8415492472,3345,8440.86709909683,4752,11967.4524761634,1,0,1,0,1,0,0,0,0.333333333333333,1.43421757658315,4.95,1.07566318243737,28.6200956,0,original_stable,0
sb_cb,fixed_payload,5,2.5,2,396,0.85,0.85,wide_neighbor_stable_validated,0.6,1,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,698.01473745852,96.4976291436225,2.55787624438805,6.68058986478589,695.456861214132,93.4717125997776,698.01473745852,96.4976291436225,630,0,886.949999999999,414.57309413976,3136.89,5086.84685405408,630,0,886.949999999999,414.57309413976,3136.89,5086.84685405408,0,0,42.9217255514347,15.6898348069505,2.0340620730041,1.72905924481346,24.3206129221159,19.347901141684,32.1804606675776,75.6833158884725,198,0,396,0,0,0,99,21.5132636487473,99,21.5132636487473,198,43.0265272974946,198,43.0265272974946,NaN,NaN,0.039204,0.00851925240490393,0.069291,0.0239313022661502,0.030087,0.0156983327042176,0.039204,0.00851925240490393,-0.0881000881000882,0.193648846024674,1,0,0,0,0.707236004990748,0.178771634680187,137,71.6104132235758,20,48.9318381662163,1.19227015420652,0.435828744637513,360,880.773086991894,246,549.612310913513,360,880.773086991894,246,549.612310913513,360,880.773086991894,1,0,1,0,1,0,0,0,0.333333333333333,1.43421757658315,4.95,1.07566318243737,38.9651283,0,original_stable,0
s7_clean,fixed_payload,5,2.5,2,396,0.85,0.85,wide_neighbor_stable_validated,0.6,1,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,626.409428069491,22.4624409980174,2.3201249268007,6.22664116862191,624.08930314269,16.2675677561442,626.409428069491,22.4624409980174,594,0,825.9,478.551125795353,1293.21,353.612589903784,594,0,825.9,478.551125795353,1293.21,353.612589903784,0,0,36.7308217841109,1.9087399613674,1.91957837204763,1.10524936521928,24.1502049580324,7.1659223057826,3.28869802849893,8.58932982615329,162,0,396,0,0,0,99,21.5132636487473,99,21.5132636487473,198,43.0265272974946,198,43.0265272974946,NaN,NaN,0.039204,0.00851925240490393,0.062004,0.0131681736073704,0.0228,0.00493929728729782,0.039204,0.00851925240490393,-0.0695080695080696,0.177974694403455,1,0,3.97765160989139e-17,1.71144535572915e-16,0.707236004990748,0.178771634680187,119,26.8700576850888,2,4.96827542350066,1.02030060511419,0.0530205544824278,126,313.001351680542,63,156.500675840271,126,313.001351680542,63,156.500675840271,126,313.001351680542,1,0,1,0,1,0,0,0,0.333333333333333,1.43421757658315,4.95,1.07566318243737,31.3095089,0,original_stable,0
s7_busy,fixed_payload,5,2.5,2,396,0.775,0.775,wide_neighbor_stable_validated,0.4,0.925,0,1,2,2,2,1,1,1,1,99,21.5132636487473,99,21.5132636487473,0,0,0,0,1509.7393129026,498.064483876342,3.53113410111263,7.63757860554052,1506.20817880148,505.669775833872,1509.7393129026,498.064483876342,1114.5,401.549546708172,3801.15,1887.36386763288,5890.38,5012.21736778936,1114.5,401.549546708172,3801.15,1887.36386763288,5890.38,5012.21736778936,0,0,65.9543236384931,23.5220507087629,4.39693538942026,4.02228391797962,743.062463400351,372.39654483572,134.794456373219,105.849228189433,162,0,396,0,0,0,99,21.5132636487473,98.6666666666667,22.2650442113236,198,43.0265272974946,197.333333333333,44.5300884226471,NaN,NaN,0.039103,0.00874463862413231,0.1486,0.0356075311768847,0.109497,0.0366469208760068,0.039103,0.00874463862413231,-0.304060304060304,1.17307155248955,1,0,0.000750282284423768,0.00322820411915859,0.704569023571976,0.189802537951111,215.333333333333,27.6993422530854,81.3333333333333,53.1241624703546,1.8320645455137,0.653390297465635,73248,13265.0672009664,33810,6338.43837841175,73248,13265.0672009664,28497,5645.60507079485,61677,11816.5783216111,1,0,1,0,1,0,0.00354609929078014,0.0152576337934378,0.333333333333333,1.43421757658315,4.95,1.07566318243737,147.896284,0,original_stable,0
sf_cf,fixed_payload,5,1.66666666666667,3,594,0.775,0.775,wide_neighbor_stable_validated,0.4,0.85,0,1,2,2,2,1,1,1,1,77,13.1448212154569,77,13.1448212154569,0,0,0,0,1232.13608846344,450.161728311493,2.4,10.3263665513987,1229.73608846344,459.201468602714,1232.13608846344,450.161728311493,1035,102.453741907112,2739.74999999999,3319.90369768805,5305.89,9538.97084971636,1035,102.453741907112,2739.74999999999,3319.90369768805,5305.89,9538.97084971636,290.247275127909,55.0211550027414,0,0,248.106406997854,160.269121900223,0,0,97.3824063376795,319.773190785564,0,0,594,0,0,0,77,13.1448212154569,77,13.1448212154569,231,39.4344636463706,231,39.4344636463706,NaN,NaN,0.045738,0.00780802380198137,0.095352,0.0490800239843838,0.041694,0.0171220890664661,0.053658,0.0342045596960405,0.00586000586000588,0.124971867415653,1,0,5.87688247233209e-17,2.52861844119965e-16,0.702563699142604,0.106581947150931,106.333333333333,57.4224610351997,13.3333333333333,45.0809970641322,1.16394344501293,0.538338705026202,3762,9824.88116193543,3762,9824.88116193543,9108,26450.8725230524,3168,10044.0504547947,7920,26778.1122560945,1,0,1,0,1,0,0,0,0,0,3.85,0.657241060772843,1.1780823,0,original_stable,0
