protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,q_tuning_best_q,q_selection_mode,q_stable_basin_left,q_stable_basin_right,q_search_boundary_hit,q_refinement_passes,q_preferred_neighbor_radius,q_neighbor_radius_used,q_validation_runs,q_validation_candidates_tested,q_validation_passed,q_validation_selected_rank,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,stability_rate_ok,stability_rate_ok_ci95,stability_censor_ok,stability_censor_ok_ci95,stability_slope_ok,stability_slope_ok_ci95,stability_rate_relative_error,stability_rate_relative_error_ci95,stability_allowed_censored,stability_allowed_censored_ci95,stability_slope_limit_pkt_s,stability_slope_limit_pkt_s_ci95,condition_elapsed_s,timeout_exceeded,result_source,rerun_replaced
sf_cf,fixed_packet,10,10,1,198,0.4,0.4,wide_neighbor_stable_validated,0.2,0.6,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,692.923561110513,149.410041159204,0.917059662206624,3.84641708778686,692.006501448306,149.680984924881,692.923561110513,149.410041159204,540,59.1516954695558,1752.6,657.931177134929,2596.41,1027.19705681193,540,59.1516954695558,1752.6,657.931177134929,2596.41,1027.19705681193,97.2477735499881,1.38095099233505,0,0,365.96412291628,118.394232827806,0,0,30.7946049820378,36.8045669264969,0,0,198,0,0,0,384.333333333333,17.9706947263001,384,17.9133717900592,384.333333333333,17.9706947263001,384,17.9133717900592,NaN,NaN,0.0760653333333333,0.00357241229359681,0.266287333333333,0.061319893387591,0.178342,0.0469831618026539,0.0879453333333333,0.0174095469581419,-0.0515400515400516,0.396850759222348,1,0,0.000682179252870755,0.00179658214835667,0.906377238649101,0.0282265104427891,524,94.9512695530901,60,73.5237620755602,1.15552830799009,0.185881651143924,6402,7529.35706725042,6402,7529.35706725042,12936,15626.3722646635,5874,6996.39911778799,11880,14557.7048909609,1,0,1,0,1,0,0.00257511108755378,0.00640242383455229,3,0,19.2166666666667,0.898534736315005,4.1643354,0,original_stable,0
sf_cb,fixed_packet,10,10,1,198,0.45,0.45,wide_neighbor_stable_validated,0.2,0.5,0,2,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,856.459118901509,139.886853853712,4.70096284024763,3.13957446625988,851.758156061261,137.113264087843,856.459118901509,139.886853853712,708,78.5160444162161,1817.55,428.044806694885,2747.25,1349.4742105838,708,78.5160444162161,1817.55,428.044806694885,2747.25,1349.4742105838,110.949776100383,0.605767915645016,0,0,275.70317744894,94.5571771940921,32.4198277821039,14.6148475348502,36.6853747298347,27.4718892458492,198,0,198,0,0,0,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,NaN,NaN,0.076164,0.00334801681826489,0.329964,0.0662443133057505,0.2538,0.0637126272097283,0.076164,0.00334801681826489,-0.143784143784144,0.483747381057566,1,0,0.00364307755039416,0.00446697165470058,0.905879336622074,0.0349857219026409,540.333333333333,94.1463067014689,71.3333333333333,55.3429607524146,1.1852796703527,0.138746915383077,7656,7065.21781470541,7656,7065.21781470541,16170,15634.111285657,6666,4852.56829698697,14124,10957.9062289781,1,0,1,0,1,0,0.00260252938103919,0.00012299820453919,3,0,19.2166666666667,0.898534736315005,5.478851,0,original_stable,0
sb_cf,fixed_packet,10,10,1,198,0.00447213595499958,0.00447213595499958,wide_neighbor_stable_validated,0.002,0.01,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,2741.6987162318,277.267510699727,50.5252986268016,46.3504725243982,2691.173417605,323.542103106848,2741.6987162318,277.267510699727,1968,284.85380865927,7524.15,1184.88957080397,11999.49,3702.42061325165,1968,284.85380865927,7524.15,1184.88957080397,11999.49,3702.42061325165,0,0,42.4764481792843,3.17900637114742,2403.51800254137,294.849974366241,11.5585018982763,12.1812595730365,35.6204649860639,17.4845350413108,0,0,198,0,0,0,384.333333333333,17.9706947263001,385.333333333333,14.1254049686041,384.333333333333,17.9706947263001,385.333333333333,14.1254049686041,NaN,NaN,0.0762623333333333,0.00293680380463091,1.05803,0.107369743784546,0.967775666666667,0.102152438849888,0.0902543333333333,0.00546641394402284,-0.645948368613555,2.20661382656672,1,0,0.00671582142485598,0.0119347293240919,0.905679544202625,0.0346328206801753,541.666666666667,27.6993422530854,69,31.1261563132618,1.17990133831345,0.088305732531873,16434,5182.05893147026,12021,3778.46165278125,16434,5182.05893147026,10146,5023.98228500061,13992,6909.41190862702,1,0,1,0,1,0,0.00437557902642926,0.00775154386474876,3,0,19.2166666666667,0.898534736315005,56.4948975,0,original_stable,0
sb_cb,fixed_packet,10,10,1,198,0.4,0.4,wide_neighbor_stable_validated,0.1,0.8,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,527.22654446049,70.8761092830377,1.38112118688365,3.00223895091114,525.845423273606,71.9198136808398,527.22654446049,70.8761092830377,444,12.9079581892484,914.4,396.051412746453,1874.28,1297.97177489758,444,12.9079581892484,914.4,396.051412746453,1874.28,1297.97177489758,0,0,42.165862208767,7.30988474863272,16.4315810670833,3.46412439125158,42.8269706916064,24.4710134199896,28.4210093061494,37.2840880057905,198,0,198,0,0,0,384.333333333333,17.9706947263001,385,17.9133717900592,384.333333333333,17.9706947263001,385,17.9133717900592,NaN,NaN,0.0761816666666667,0.00347122966298967,0.202859,0.0330766400847962,0.125687333333333,0.0298472558850717,0.0771716666666667,0.00408324640688916,-0.0713280713280715,0.362116763866256,1,0,0.00121827084949715,0.00222811449532406,0.906359617421509,0.0329279979939713,529,105.597769336709,66,80.0725098745308,1.17127395024353,0.203052354128687,2220,2628.02985581917,1944,2135.55526917294,2220,2628.02985581917,1812,1720.39405146254,2082,2187.05154524041,1,0,1,0,1,0,0.00345942741017372,0.00361988857333325,3,0,19.2166666666667,0.898534736315005,90.9390207,0,original_stable,0
s7_clean,fixed_packet,10,10,1,198,0.7,0.7,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,451.007531784075,36.6945514374219,0.794842654237416,1.27973912751629,450.212689129838,37.6169520715845,451.007531784075,36.6945514374219,396,0,708.45,34.8932933824952,1446.48,1681.29704694368,396,0,708.45,34.8932933824952,1446.48,1681.29704694368,0,0,38.2004335050701,3.91413287577906,3.60394578141714,0.492129190457389,38.5063590705354,16.3093142844099,9.90195077281526,17.6135979410058,162,0,198,0,0,0,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,NaN,NaN,0.0761913333333333,0.00350855967315036,0.173522666666667,0.0209222437522755,0.0973313333333333,0.0178020188259423,0.0761913333333333,0.00350855967315036,-0.0475440475440476,0.265596703464383,1,0,0.000955175372381591,0.00185658183478971,0.907133587275615,0.0296145536975205,483,56.9187455039514,23.6666666666667,42.6182283807456,1.06112315291861,0.108725913216085,1533,2544.43982047129,756,1281.01324078907,1533,2544.43982047129,735,1349.29845019266,1491,2684.94838798697,1,0,1,0,1,0,0.00260252938103919,0.00012299820453919,3,0,19.2166666666667,0.898534736315005,63.4264567,0,original_stable,0
s7_busy,fixed_packet,10,10,1,198,0.45,0.45,wide_neighbor_stable_validated,0.1,0.7125,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,1573.87851285432,179.119050375869,12.5492424797753,10.8227131313593,1561.32927037454,189.895368833236,1573.87851285432,179.119050375869,1144.5,240.361986627221,4436.7,304.003653824196,6881.25,496.231020377218,1144.5,240.361986627221,4436.7,304.003653824196,6881.25,496.231020377218,0,0,75.6331494357611,13.0158905505695,22.6437990815647,1.9102555658613,924.70314939629,116.904545976698,178.349172460925,58.571507477563,162,0,198,0,0,0,384.333333333333,17.9706947263001,385,17.9133717900592,384.333333333333,17.9706947263001,385,17.9133717900592,NaN,NaN,0.07623,0.00354684761443172,0.606998333333333,0.0899588848865012,0.530768333333333,0.087351956770076,0.07623,0.00354684761443172,-0.342744342744343,1.25602319698099,1,0,0.00388282344107695,0.0090091213806117,0.905944659265835,0.0347057912175589,944.333333333333,196.063365534827,423.333333333333,147.473557434715,2.10092081766003,0.361552515293599,138810,11956.0097730099,62832,5298.72862835256,138810,11956.0097730099,53678.3333333333,4660.41536854896,118783,10300.0662606781,1,0,1,0,1,0,0.00345942741017372,0.00361988857333325,3,0,19.2166666666667,0.898534736315005,573.4866147,0,original_stable,0
sf_cf,fixed_packet,10,10,2,396,0.23125,0.23125,wide_neighbor_stable_validated,0.1,0.275,0,2,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,2392.22987729856,438.76298775129,35.4683824785686,26.9397226596575,2356.76149481999,423.808645027777,2392.22987729856,438.76298775129,1762.5,335.420688779834,6621.3,1835.20254551832,9251.13,3117.49399451892,1762.5,335.420688779834,6621.3,1835.20254551832,9251.13,3117.49399451892,188.599878852024,7.95196534546145,0,0,1690.71678918673,342.187709534323,0,0,81.4448267812305,77.2672250605782,0,0,396,0,0,0,384.333333333333,17.9706947263001,386.333333333333,16.5402039763223,768.666666666667,35.9413894526001,772.666666666667,33.0804079526446,NaN,NaN,0.153028,0.00667778357210664,0.931356,0.234128090286376,0.745328,0.192364431250891,0.186028,0.0424677953591503,-0.0368960368960369,2.13225912460753,1,0,0.0139258697799573,0.0317886352868738,0.904786391553809,0.03387964112958,553,97.2627949529072,79.3333333333333,77.8583343510521,1.20566875449806,0.19511925520348,17820,14690.0503847908,17820,14690.0503847908,37356,31987.2434573534,15708,16732.8565955175,33000,36468.4154683094,1,0,1,0,1,0,0.0052302685554887,0.0112568875820235,3,0,19.2166666666667,0.898534736315005,4.7502386,0,original_stable,0
sf_cb,fixed_packet,10,10,2,396,0.3625,0.3625,wide_neighbor_stable_validated,0.1,0.45,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,1273.96049221264,69.1389417515395,5.18987210529076,4.10384096025446,1268.77062010735,65.9947395066993,1273.96049221264,69.1389417515395,1029,103.263665513987,2756.55,477.409955666229,4120.38,1319.19557509637,1029,103.263665513987,2756.55,477.409955666229,4120.38,1319.19557509637,142.985651844906,26.3415092622944,0,0,395.200981589004,47.6855787341875,102.567829333881,46.4807224797188,34.01615733956,3.38205198174999,198,0,396,0,0,0,384.333333333333,17.9706947263001,385,16.289580330703,768.666666666667,35.9413894526001,770,32.5791606614061,NaN,NaN,0.152559333333333,0.00650514864770785,0.490568666666667,0.00830910991595622,0.338009333333333,0.0119952387608074,0.152559333333333,0.00650514864770785,-0.184668184668185,0.471965714646865,1,0,0.00347736565398133,0.00373069681213221,0.906095207023025,0.0282732539543105,534,25.8159163784968,66,4.30265272974946,1.17179877444222,0.0170810706148987,7326,983.718533853131,7326,983.718533853131,14916,2217.91627781226,6402,567.950160326929,13068,851.925240490393,1,0,1,0,1,0,0.00520505876207838,0.00024599640907838,3,0,19.2166666666667,0.898534736315005,4.2992508,0,original_stable,0
sb_cf,fixed_packet,10,10,2,396,0.000910222837963307,0.000910222837963307,wide_neighbor_stable_validated,0.0008,0.000983518135745966,0,3,2,2,5,1,1,1,1,788.8,29.3358722081314,788.8,29.3358722081314,0,0,0,0,23857.9765520234,7461.83515842902,5149.21879910581,4006.96807705373,18708.7577529176,3557.59365994274,23857.9765520234,7461.83515842902,15204.6,2916.71796976496,76104.9,31244.9568274737,122149.17,56579.708773853,15204.6,2916.71796976496,76104.9,31244.9568274737,122149.17,56579.708773853,0,0,64.1212402986301,13.3190555510175,17654.2580656259,3253.44843041425,285.044803708132,146.902716552156,309.333643284931,146.509611061193,0,0,396,0,0,0,394.4,14.6679361040657,393.3,15.1220708164879,788.8,29.3358722081314,786.6,30.2441416329758,NaN,NaN,0.1557468,0.0059883400433292,9.4352327,3.11485159799015,9.1568447,3.05382129201131,0.278388,0.061508815910515,-2.17876290581584,5.3917055479274,1,0,0.00325174429357093,0.00368175701678626,0.949257167282473,0.00815506287018411,1716.6,335.883996748709,617.2,299.339413127967,1.78114556385084,0.369973765306042,291376.8,127186.369556295,200811.6,83923.7038098529,291376.8,127186.369556295,168877.8,78206.5240961156,245282.4,119929.494888268,1,0,1,0,1,0,0.00279950897448658,0.00690122866396045,7.2,0.555289021039559,19.72,0.733396805203286,211.5207008,0,original_stable,0
sb_cb,fixed_packet,10,10,2,396,0.275,0.275,wide_neighbor_stable_validated,0.1,0.7125,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,831.51975738264,119.58114334771,2.67563073352464,5.89711544827785,828.844126649115,115.663277761859,831.51975738264,119.58114334771,660,12.9079581892484,1697.55,938.212123997224,3079.05,1713.02455618934,660,12.9079581892484,1697.55,938.212123997224,3079.05,1713.02455618934,0,0,45.0833112953219,9.70148420095284,31.3596913588253,7.20933551898027,116.270667966017,46.2924222509251,42.1304560289515,53.0234579465292,198,0,396,0,0,0,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,768.666666666667,35.9413894526001,769.333333333333,33.8183516996454,NaN,NaN,0.152359,0.00678724750297692,0.320223,0.0429589898369592,0.166148,0.0402626587288337,0.154075,0.0072219394830915,-0.0929320929320931,0.549225076252794,1,0,0.0035794367916713,0.00703272595744679,0.906296244680608,0.033199451029089,566.333333333333,129.278625313557,96.6666666666667,101.160643451274,1.25231420264783,0.26948567224869,3750,6408.43401007909,3354,5891.85727541376,3750,6408.43401007909,2952,4826.88604827967,3324,5336.65634298077,1,0,1,0,1,0,0.00260252938103919,0.00012299820453919,3,0,19.2166666666667,0.898534736315005,130.9349224,0,original_stable,0
s7_clean,fixed_packet,10,10,2,396,0.6,0.6,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,704.912445494688,22.458004067885,2.11361464173524,4.31142457700347,702.798830852953,24.7402203750982,704.912445494688,22.458004067885,603,0,1136.4,77.9089113101866,1973.07,595.39544910537,603,0,1136.4,77.9089113101866,1973.07,595.39544910537,0,0,37.5512010199323,2.79832205736771,6.44486230518915,1.2770438734584,93.8223629381359,29.3904660292984,6.98040458969546,12.5924492581547,162,0,396,0,0,0,384.333333333333,17.9706947263001,384.666666666667,16.9091758498227,768.666666666667,35.9413894526001,769.333333333333,33.8183516996454,NaN,NaN,0.152377,0.00684084574543384,0.271401,0.0198783740426926,0.119024,0.0135816041957463,0.152377,0.00684084574543384,-0.0596800596800598,0.285730173859972,1,0,0.00279215752654211,0.00437455275849422,0.906296244680608,0.033199451029089,476,37.0960868302798,16.6666666666667,30.3566642687741,1.04308891722034,0.0777311682602142,1092,1886.68255859937,525,861.938512888245,1092,1886.68255859937,504,871.358885702273,1050,1912.46984893277,1,0,1,0,1,0,0.00260252938103919,0.00012299820453919,3,0,19.2166666666667,0.898534736315005,65.0632841,0,original_stable,0
s7_busy,fixed_packet,10,10,2,396,0.4,0.4,wide_neighbor_stable_validated,0.1,0.5375,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,2680.40162760347,432.619862784029,76.8331180985547,124.129658843101,2603.56850950491,361.28009029732,2680.40162760347,432.619862784029,1807.5,296.250998050899,7583.55,3132.98329189731,11881.11,5020.82519220313,1807.5,296.250998050899,7583.55,3132.98329189731,11881.11,5020.82519220313,0,0,84.923243156986,12.0884056062617,32.0845357441508,7.49362152753418,1708.40613639734,301.318684008496,220.154594206437,54.3978252281776,162,0,396,0,0,0,384.333333333333,17.9706947263001,385.333333333333,14.973671099995,768.666666666667,35.9413894526001,770.666666666667,29.94734219999,NaN,NaN,0.152668,0.00596977522232858,1.03527233333333,0.133415549125019,0.882604333333333,0.138644232883615,0.152668,0.00596977522232858,-0.622292622292623,3.67604995652344,1,0,0.00629115655594358,0.0137119678480381,0.906278666227776,0.0309895673596201,1078.33333333333,73.872647787717,521.666666666667,104.402764915194,2.35897897658294,0.33578904461838,122955,3878.98640606815,54558,1281.01324078907,122955,3878.98640606815,45969,1687.9839135216,103719,6394.22258461014,1,0,1,0,1,0,0.00609158358477342,0.00405988700942969,3,0,19.2166666666667,0.898534736315005,496.9665809,0,original_stable,0
sf_cf,fixed_packet,10,10,3,594,0.14921875,0.14921875,wide_neighbor_stable_validated,0.05,0.16953125,0,2,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,6124.65800866503,1130.45203480096,312.87060257092,233.39357004267,5811.78740609411,1030.25712856731,6124.65800866503,1130.45203480096,4303.5,750.745091430967,17894.1,4452.66205993673,28962.36,13864.9999412821,4303.5,750.745091430967,17894.1,4452.66205993673,28962.36,13864.9999412821,275.056696590433,18.7856314058242,0,0,4712.04601846907,864.802288355114,0,0,230.684691034599,185.280840867678,0,0,594,0,0,0,384.333333333333,17.9706947263001,385,16.289580330703,1153,53.9120841789002,1155,48.8687409921091,NaN,NaN,0.22877,0.00983533711700457,2.35860066666667,0.335835250502699,2.041008,0.276345097630159,0.317592666666667,0.0597069618242228,-0.085528085528086,5.57528712098684,1,0,0.00282323393447645,0.0053745408003503,0.905390059563304,0.0289827385488503,631,114.593894618172,148.666666666667,111.795397160218,1.38835806571481,0.311920607521344,47124,28087.7051558698,47124,28087.7051558698,102366,70955.7071765413,40847.3333333333,26150.046715107,88822.6666666667,67906.5021416713,1,0,1,0,1,0,0.00520505876207838,0.00024599640907838,3,0,19.2166666666667,0.898534736315005,4.4332078,0,original_stable,0
sf_cb,fixed_packet,10,10,3,594,0.3625,0.3625,wide_neighbor_stable_validated,0.1,0.45,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,1647.07534145291,162.495390789802,18.3731170187392,39.897169525348,1628.70222443417,159.551038162771,1647.07534145291,162.495390789802,1315.5,39.2580222081081,3702.75,875.84348641313,5116.5,1238.66660725898,1315.5,39.2580222081081,3702.75,875.84348641313,5116.5,1238.66660725898,185.497404706981,21.5891645358853,0,0,426.385242952864,75.1157045809901,185.016127595293,49.7500590845166,39.80344917903,31.3210011789923,198,0,594,0,0,0,384.333333333333,17.9706947263001,384.666666666667,15.178332134387,1153,53.9120841789002,1154,45.5349964031611,NaN,NaN,0.228525333333333,0.00877618724267653,0.634158666666667,0.0688149573400659,0.405633333333333,0.0659684320024388,0.228525333333333,0.00877618724267653,-0.226760226760227,1.0076778346977,1,0,0.00305459736318665,0.0027090884219514,0.904920743284188,0.0332441847721954,548,90.6965448507452,77.3333333333333,62.3678546027461,1.20102752110621,0.158186874641375,8448,7782.16078358308,8448,7782.16078358308,17688,15242.3475478428,7392,6891.88271698056,15510,13164.3202401269,1,0,1,0,1,0,0.00434816073294385,0.00382936626537904,3,0,19.2166666666667,0.898534736315005,4.6317803,0,original_stable,0
sb_cf,fixed_packet,10,10,3,594,NaN,NaN,no_stable_q,NaN,NaN,0,3,2,0,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.6764335,0,original_stable,0
sb_cb,fixed_packet,10,10,3,594,0.4625,0.4625,wide_neighbor_stable_validated,0.05,0.6,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,1254.89575289929,254.828162829547,10.6525261340742,17.6935417964737,1244.24322676522,267.686490969688,1254.89575289929,254.828162829547,846,0,2894.4,1013.90265577353,7023.36000000001,5441.29267836524,846,0,2894.4,1013.90265577353,7023.36000000001,5441.29267836524,0,0,59.1686793150755,13.1373637474806,17.6228127391171,6.41839968612747,258.28393644651,191.618433095016,117.167798264514,56.7602740796016,198,0,594,0,0,0,384.333333333333,17.9706947263001,385,16.289580330703,1153,53.9120841789002,1155,48.8687409921091,NaN,NaN,0.228617666666667,0.00968022834488509,0.484778666666667,0.098247214030602,0.250617,0.0972642020492303,0.234161666666667,0.01232381728611,-0.146152146152146,0.792286594744398,1,0,0.00676019385753371,0.0177027444349016,0.906660918464273,0.0343227815067743,726.666666666667,178.691078189431,247,135.584773367922,1.64357442541876,0.364926770763351,10320,6596.61073815707,8601,5524.06322026988,10320,6596.61073815707,8193,4340.83714010593,9840,5298.30411183979,1,0,1,0,1,0,0.00520505876207838,0.00024599640907838,3,0,19.2166666666667,0.898534736315005,428.6214858,0,original_stable,0
s7_clean,fixed_packet,10,10,3,594,0.5,0.5,wide_neighbor_stable_validated,0.2,0.9,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,1006.12818510351,84.6894393343498,6.06926156967404,6.88568098164055,1000.05892353383,84.7046455804167,1006.12818510351,84.6894393343498,804,12.9079581892484,1820.1,759.469641870612,3173.73,1457.97471062271,804,12.9079581892484,1820.1,759.469641870612,3173.73,1457.97471062271,0,0,38.8289758217171,3.86201369355691,9.22244595424401,2.31655779593521,183.277110560145,64.1247592577961,12.7303911977269,17.3790616210061,162,0,594,0,0,0,384.333333333333,17.9706947263001,385,16.289580330703,1153,53.9120841789002,1155,48.8687409921091,NaN,NaN,0.228582666666667,0.0097247586803125,0.388121666666667,0.0253333426303402,0.159539,0.0284301907822394,0.228582666666667,0.0097247586803125,-0.144748144748145,0.576193200310322,1,0,0.00552887524687168,0.0115635086433171,0.906660918464273,0.0343227815067743,492.666666666667,40.3879336582745,30,39.4344636463706,1.07858266171436,0.107278158154359,2142,2868.70477339915,1050,1349.29845019266,2142,2868.70477339915,966,1110.30952025515,1974,2390.58731116596,1,0,1,0,1,0,0.00520505876207838,0.00024599640907838,3,0,19.2166666666667,0.898534736315005,66.1682655,0,original_stable,0
s7_busy,fixed_packet,10,10,3,594,0.3625,0.3625,wide_neighbor_stable_validated,0.1,0.45,0,1,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,3972.79189099389,233.222295944329,176.065058253653,113.559501743647,3796.72683274023,266.271820173624,3972.79189099389,233.222295944329,2856,74.4309178934502,10825.35,726.280293158755,15227.76,3037.69766913136,2856,74.4309178934502,10825.35,726.280293158755,15227.76,3037.69766913136,0,0,88.2540287270412,7.31719250757086,39.6990171986708,3.99389355807845,2677.63065754284,232.630734337658,235.143129271686,32.9273662840689,162,0,594,0,0,0,384.333333333333,17.9706947263001,385.333333333333,16.1628112417508,1153,53.9120841789002,1156,48.4884337252525,NaN,NaN,0.228800666666667,0.00902299903743922,1.53230733333333,0.0747849692504013,1.30350666666667,0.07245877686278,0.228800666666667,0.00902299903743922,-1.15168915168915,4.39957440341852,1,0,0.00651155378120773,0.0118108870316524,0.907100602391615,0.0312712820228214,1149,47.3943268991366,557.666666666667,69.9245421539647,2.45150079797337,0.203255347432524,116550,10396.4048001812,50862,4880.04475074059,116550,10396.4048001812,42231,3707.88822335882,96411,8225.34758676354,1,0,1,0,1,0,0.00780758814311757,0.000368994613617569,3,0,19.2166666666667,0.898534736315005,415.0041935,0,original_stable,0
sf_cf,fixed_packet,10,10,4,792,0.1,0.1,wide_neighbor_stable_validated,0.0945210020280986,0.109755850812419,0,2,2,2,2,1,1,1,1,384.333333333333,17.9706947263001,384.333333333333,17.9706947263001,0,0,0,0,16199.5777459456,3079.02845480521,2439.45762323008,603.254671220562,13760.1201227155,2763.79594359192,16199.5777459456,3079.02845480521,10408.5,1620.20586298826,48224.2499999999,13550.1793083935,74244.9,26166.1627168983,10408.5,1620.20586298826,48224.2499999999,13550.1793083935,74244.9,26166.1627168983,336.976628477471,12.0980835033646,0,0,12094.1154979754,2480.8942956105,0,0,537.027996262654,298.899171665314,0,0,792,0,0,0,384.333333333333,17.9706947263001,384.666666666667,12.2539603459267,1537.33333333333,71.8827789052002,1538.66666666667,49.0158413837068,NaN,NaN,0.304557333333333,0.0095858691060602,6.28250933333333,1.38978520691758,5.767544,1.28310494997375,0.514965333333333,0.118388179009499,-3.7997397997398,28.4158879479649,1,0,0.0170688092366053,0.0110573577376001,0.900053984765036,0.0265571903299823,762,172.392714066598,261.333333333333,155.617563953514,1.67806565184679,0.377397944021861,110352,56829.0828253389,110352,56829.0828253389,240240,127752.179597845,95832,47748.3641024647,210408,108839.168650883,1,0,1,0,1,0,0.00437337052635417,0.0100469152802319,3,0,19.2166666666667,0.898534736315005,3.1806036,0,original_stable,0
