base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_013738_004bf801fbbb,C:\Users\Administrator\Documents\delay\results_v2\20260728_122608_4d022d8fe72d,216,28
