base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_191704_e910a4a17f5b\combined_view,C:\Users\Administrator\Documents\delay\results_v2\20260728_193737_9913e2123800,216,1
