protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,stability_class,arrival_rate_pkt_s,goodput_pkt_s,rate_relative_error,rate_threshold,rate_check_status,little_relative_error,little_threshold,little_check_status,n_aloha_probability_tests,aloha_ci95_coverage_fraction,aloha_ci95_all_inside,aloha_probability_check_status,aloha_controlled_file_status,aloha_controlled_available,aloha_controlled_K,aloha_controlled_q,aloha_controlled_trials,aloha_controlled_probability_pass,aloha_controlled_service_relative_error,aloha_controlled_preregistered_parameters_valid,aloha_controlled_probability_status,aloha_controlled_service_status,aloha_controlled_hard_gate_status,overall_status
sf_cf,fixed_packet,5,5,1,190,0.5,1,stable,197,197,0,0.05,pass,0,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_packet,5,5,1,190,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.00103573278094245,0.05,pass,2,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,pass
sb_cf,fixed_packet,5,5,1,190,0.01,1,stable,197,197,0,0.05,pass,9.40038461546736e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sb_cb,fixed_packet,5,5,1,190,0.2,1,stable,197,197,0,0.05,pass,7.45516401171875e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_packet,5,5,1,190,0.5,1,stable,197,197,0,0.05,pass,0,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_busy,fixed_packet,5,5,1,190,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.00419305970584071,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_packet,5,5,2,380,0.5,1,stable,197,197,0,0.05,pass,6.38338023863962e-17,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_packet,5,5,2,380,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000738405611882679,0.05,pass,3,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,pass
sb_cf,fixed_packet,5,5,2,380,0.005,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.00836440187696867,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sb_cb,fixed_packet,5,5,2,380,0.2,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.00020633021086951,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_packet,5,5,2,380,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000155108231076831,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_busy,fixed_packet,5,5,2,380,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.0014953800142153,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cf,fixed_packet,5,5,3,570,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000121703148634342,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sf_cb,fixed_packet,5,5,3,570,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000613859048518499,0.05,pass,2,1,1,diagnostic_only,present,1,40,0.025,11465,1,0.0088487396849692,1,pass,pass,pass,pass
sb_cf,fixed_packet,5,5,3,570,0.002,1,stable,197,195.5,0.00761421319796954,0.05,pass,0.0113778666334398,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
sb_cb,fixed_packet,5,5,3,570,0.2,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000688684612390358,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_clean,fixed_packet,5,5,3,570,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.000917308888691427,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
s7_busy,fixed_packet,5,5,3,570,0.5,1,stable,197,197.5,0.00253807106598985,0.05,pass,0.00549381675906942,0.05,pass,0,NaN,NaN,not_applicable,not_applicable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_applicable,not_applicable,not_applicable,pass
