protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,q_tuning_best_q,q_selection_mode,q_stable_basin_left,q_stable_basin_right,q_search_boundary_hit,q_refinement_passes,q_preferred_neighbor_radius,q_neighbor_radius_used,q_validation_runs,q_validation_candidates_tested,q_validation_passed,q_validation_selected_rank,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_eligible,n_eligible_ci95,n_completed_eligible,n_completed_eligible_ci95,n_structural_censored,n_structural_censored_ci95,n_censored,n_censored_ci95,raw_completion_ratio,raw_completion_ratio_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,eligible_arrival_rate_pkt_s,eligible_arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,stability_rate_ok,stability_rate_ok_ci95,stability_censor_ok,stability_censor_ok_ci95,stability_slope_ok,stability_slope_ok_ci95,stability_rate_relative_error,stability_rate_relative_error_ci95,stability_allowed_censored,stability_allowed_censored_ci95,stability_slope_limit_pkt_s,stability_slope_limit_pkt_s_ci95,condition_elapsed_s,timeout_exceeded
sf_cb,fixed_packet,8,8,10,1625,0.692820323027551,0.692820323027551,self_stable,0.692820323027551,0.7,0,1,1,0,0,0,1,NaN,1,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,0,0,0,0,1,0,0,0,545.097657849348,50.4754669944876,0.525565388397247,2.26132535304925,544.572092460951,52.3854953665349,545.097657849348,50.4754669944876,456.166666666667,29.1114373309835,992.091666666667,275.826694868085,2274.505,2929.97054334745,456.166666666667,29.1114373309835,992.091666666667,275.826694868085,2274.505,2929.97054334745,0,0,0,0,14.153166658607,7.01627673709852,169.351820687654,24.7070276989713,36.2268887921724,27.3599698106714,162.340216322517,0.687493676090724,162.5,0,0,0,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316,51.6915572798604,3163.33333333333,487.633976038272,316,51.6915572798604,NaN,NaN,0.0513833333333333,0.00832315505552717,0,0,0,0,0.0513833333333333,0.00832315505552717,0.0353884602351672,0.0801933128267236,1,0,775563390629597,68627203094755.4,0.88774979868289,0.0348998265056713,465,27.6621868476912,69.6666666666667,44.4607448740778,1.2219514160904,0.17245096082505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.00316907651885165,0.00815835710881361,3,0,15.8166666666667,2.43816988019136,3.9888332,0
sb_cb,fixed_packet,8,8,10,1625,0.282842712474619,0.282842712474619,self_stable,0.0002,0.9,0,1,1,0,0,0,1,NaN,1,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,0,0,0,0,1,0,0,0,421.356303496301,47.6590065228279,0.513403291584055,1.8347744198391,420.842900204716,48.1861680007569,421.356303496301,47.6590065228279,379,0,606.4,214.21086214648,1133.62,674.790240262737,379,0,606.4,214.21086214648,1133.62,674.790240262737,0,0,37.1211535051663,1.71391544847918,0,0,48.2754581943034,33.5003218297004,10.4462885052469,16.6586655815461,162.5,0,162.5,0,0,0,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,50.9298719009959,3163.33333333333,487.633976038272,316.333333333333,50.9298719009959,NaN,NaN,0.05142,0.00824081797372496,0.133273666666667,0.0203145045694728,0.0814745,0.0156450311208864,0.0517991666666667,0.00742410315983824,0.0305085925622897,0.115284518722715,1,0,0.0011612913852696,0.00321840986744033,0.888206993723963,0.0358839550919782,418.333333333333,39.9269275572206,22.3333333333333,38.5108117427122,1.07201831165272,0.129611673210022,377,381.199815248249,NaN,NaN,377,381.199815248249,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.00207618034398826,0.0044851771251322,3,0,15.8166666666667,2.43816988019136,137.709049,0
unslotted,fixed_packet,8,8,10,1625,0.7,0.7,self_stable,0.0001,0.9,0,1,1,0,0,0,1,NaN,1,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,0,0,0,0,1,0,0,0,385.573435382766,64.2984349351034,0.331965165665763,1.42833082623353,385.2414702171,65.7116671256425,385.573435382766,64.2984349351034,331.225511407227,0.900377181119404,508.34037580462,209.674631097358,1250.68774189868,1862.63041306497,331.225511407227,0.900377181119404,508.34037580462,209.674631097358,1250.68774189868,1862.63041306497,0,0,0,0,8.83923026521788,2.46950756375528,21.5647046502913,15.7217431995831,29.8375353015906,53.3092226411373,162.5,0,162.5,0,0,0,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,50.9298719009959,3163.33333333333,487.633976038272,316.333333333333,50.9298719009959,NaN,NaN,0.0514513340815333,0.00817221175853903,0.121736535020714,0.00329177100546075,0.0700685342725142,0.00982472116436879,0.0516680007482,0.00771529476525899,-0.014377156656193,0.267369018955364,1,0,0.000957554587836358,0.00375268092058742,0.888206993723963,0.0358839550919782,479,62.6968012652072,68.6666666666667,109.113704775342,1.22316359591856,0.366230454124569,1227.66666666667,1457.51227778226,NaN,NaN,1227.66666666667,1457.51227778226,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.00207618034398826,0.0044851771251322,3,0,15.8166666666667,2.43816988019136,10.1660285,0
s7_clean,fixed_packet,8,8,10,1625,0.8,0.8,self_stable,0.0004,0.9,0,1,1,0,0,0,1,NaN,1,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,0,0,0,0,1,0,0,0,298.804045972509,15.839484433421,0.235791543756077,1.01452912939392,298.568254428753,16.0666601114292,298.804045972509,15.839484433421,281.900000000023,0,390.799999999984,171.572694842205,597.679999999942,321.750918306058,281.900000000023,0,390.799999999984,171.572694842205,597.679999999942,321.750918306058,0.0119960668633922,0.0516149098360314,34.412469977594,1.23435150210178,2.65643406354272,0.553085489331783,14.4935838289494,14.1908125878154,1.09377049180328,2.71707652668823,83.3179941002949,0.352842908221402,162.5,0,0,0,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.666666666667,50.1976151804104,3163.33333333333,487.633976038272,316.666666666667,50.1976151804104,NaN,NaN,0.0514583333333333,0.00815711246681669,0.0946589999999823,0.0149954887579435,0.043200666666649,0.00770098930855171,0.0514583333333333,0.00815711246681669,0.0331200331200331,0.108384696888925,1,0,0.00151539089448921,0.00652020076881114,0.887743666473456,0.0348871918823281,400.666666666667,48.0623408084604,4,9.93655084700132,1.01213146992924,0.0363044559441698,320.4,265.305907614935,160.2,132.652953807468,320.4,265.305907614935,53.3999999999069,132.652953807236,106.799999999814,265.305907614472,1,0,1,0,1,0,0.000983284169124877,0.00423073031440458,3,0,15.8166666666667,2.43816988019136,29.4550513,0
s7_busy,fixed_packet,8,8,10,1625,0.524148278841779,0.524148278841779,self_stable,0.002,0.963492483998996,0,1,1,0,0,0,1,NaN,1,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,0,0,0,0,1,0,0,0,927.254983316352,45.1218310526907,4.73732224317703,11.1247931218004,922.517661073175,39.5304669172438,927.254983316352,45.1218310526907,665.899999999907,112.528970628764,2422.09999999995,249.994028390257,3890.92999999992,1120.81928230412,665.899999999907,112.528970628764,2422.09999999995,249.994028390257,3890.92999999992,1120.81928230412,0.0439921337270769,0.0958033536296928,65.9456517884488,6.41793718361453,16.8307848541999,4.18894732832166,515.008114834639,28.4594201303974,78.7891174621597,15.4831397401084,82.9716872189176,0.951542021675709,162.5,0,0,0,316.333333333333,48.7633976038272,316.333333333333,48.7633976038272,316,51.6915572798604,3163.33333333333,487.633976038272,316,51.6915572798604,NaN,NaN,0.05135,0.00839987805797732,0.292993399999982,0.0549791427669132,0.241643399999982,0.0470362588943209,0.05135,0.00839987805797732,-0.00235600235600257,0.517881909625875,1,0,0.00790753966690297,0.0164471542352617,0.887284652429253,0.0339862987200791,747.666666666667,74.703325860278,298,29.2875516860096,1.93957799377791,0.188762858341604,68939.4000000006,1705.24843261112,31781.9000000006,1114.4690369674,68939.4000000006,1705.24843261112,26315.3999999725,1250.43164793317,57107.4999999405,2677.50594636586,1,0,1,0,1,0,0.00316907651885165,0.00815835710881361,3,0,15.8166666666667,2.43816988019136,109.2966496,0
sf_cb,fixed_packet,15,15,10,1625,0.489897948556636,0.489897948556636,self_stable,0.007,0.5,0,1,1,0,0,0,1,NaN,1,589,38.803471516211,589,38.803471516211,589,38.803471516211,589,38.803471516211,0,0,0,0,1,0,0,0,718.021013136016,57.68546116267,5.2179196444725,11.9673579766933,712.803093491544,45.7186685133553,718.021013136016,57.68546116267,566.833333333333,3.99269275572206,1574.83333333333,130.901423010968,2631.31666666666,947.664290502798,566.833333333333,3.99269275572206,1574.83333333333,130.901423010968,2631.31666666666,947.664290502798,0,0,0,0,42.4219697338447,18.2106978448998,303.881782116591,14.2307178896225,42.6202610620691,20.1224504713955,161.379080579038,2.57588920084851,162.5,0,0,0,589,38.803471516211,589,38.803471516211,588.666666666667,38.1889887323409,5890,388.03471516211,588.666666666667,38.1889887323409,NaN,NaN,0.09565,0.00646837990291047,0,0,0,0,0.09565,0.00646837990291047,0.109422072414459,0.336706833629107,1,0,1.90355972309876e+15,32444444986325,0.952168731841017,0.0314295350562899,889,81.9765444877609,154,62.6968012652072,1.25538056394528,0.108003216501777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.000558347292015634,0.00240237450013929,5,0,29.45,1.94017357581055,2.7793381,0
sb_cb,fixed_packet,15,15,10,1625,0.5,0.5,self_stable,0.0003,0.8,0,1,1,0,0,0,1,NaN,1,589,38.803471516211,589,38.803471516211,589,38.803471516211,589,38.803471516211,0,0,0,0,1,0,0,0,516.864898229861,69.5906150144458,10.1414158732273,20.2653983101237,506.723482356633,52.0506308198191,516.864898229861,69.5906150144458,370,0,1157.65,358.145832458921,3142.20999999999,1815.98053436281,370,0,1157.65,358.145832458921,3142.20999999999,1815.98053436281,0,0,41.1816287274343,1.82388539801333,0,0,85.4261126353598,26.1643419168779,55.9479405946455,24.0905887725218,161.667800399194,0.738800286391345,162.5,0,0,0,589,38.803471516211,589,38.803471516211,588.333333333333,39.6166099442618,5890,388.03471516211,588.333333333333,39.6166099442618,NaN,NaN,0.0956898333333333,0.00634261829860243,0.304799666666667,0.0417994837587909,0.206509833333333,0.0383869607764277,0.0982898333333333,0.00749131672846708,-0.0941000941000941,1.12004924241908,1,0,0.0014950472272315,0.00300633725828745,0.951910306596561,0.0314196979083245,969.666666666667,170.201204879549,237,84.1312568316221,1.39795223479137,0.156043558598595,3562.16666666667,2422.28341303168,NaN,NaN,3562.16666666667,2422.28341303168,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.00114211845372025,0.00245889515298195,5,0,29.45,1.94017357581055,408.3054519,0
unslotted,fixed_packet,15,15,10,1625,0.31748021039364,0.3,self_stable,0.0008,0.356359487256136,0,1,1,0,0,0,1,NaN,1,589,38.803471516211,589,38.803471516211,589,38.803471516211,589,38.803471516211,0,0,0,0,1,0,0,0,501.229900128292,213.112457521546,11.8906193557071,40.3693800223368,489.339280772585,172.949378285734,501.229900128292,213.112457521546,348.683890108524,3.16601815649985,1016.58953050732,262.857235140866,4180.23023761138,7893.58303015626,348.683890108524,3.16601815649985,1016.58953050732,262.857235140866,4180.23023761138,7893.58303015626,0,0,0,0,36.3892072026993,15.7134920091119,58.3549689828354,67.8110595885771,70.2372756172812,90.5083655883482,161.857828969769,1.0218749162372,162.5,0,0,0,589,38.803471516211,589,38.803471516211,588.666666666667,38.1889887323409,5890,388.03471516211,588.666666666667,38.1889887323409,NaN,NaN,0.0956969376942589,0.00630384755173433,0.296147314434704,0.139814174892994,0.196062876740445,0.128663231107515,0.100084437694259,0.0124773845147874,0.217878496986412,0.737986279645015,1,0,0.00151106411266074,0.00288395736838955,0.952317226542538,0.0314529740814994,1018.66666666667,360.682196294254,295.666666666667,404.116094289522,1.49523232166101,0.655828916954958,4074.5,4396.21073042737,NaN,NaN,4074.5,4396.21073042737,NaN,NaN,NaN,NaN,1,0,1,0,1,0,0.000558347292015634,0.00240237450013929,5,0,29.45,1.94017357581055,96.341356,0
s7_clean,fixed_packet,15,15,10,1625,0.861773876012753,0.861773876012753,self_stable,0.0002,0.963492483998996,0,1,1,0,0,0,1,NaN,1,589,38.803471516211,589,38.803471516211,589,38.803471516211,589,38.803471516211,0,0,0,0,1,0,0,0,325.088210777714,30.3385374357469,1.9461085470694,3.92193285586243,323.142102230645,26.4254940603287,325.088210777714,30.3385374357469,281.900000000023,0,523.849999999946,62.203100961696,975.259999999907,578.26302810825,281.900000000023,0,523.849999999946,62.203100961696,975.259999999907,578.26302810825,0.0490445131393837,0.102108979996278,37.7481150401993,5.5144182131179,1.65281810495043,0.822642846443188,28.1689880640948,7.26408497552206,9.62313650826076,14.2594517009351,82.9707692079925,0.733984503047231,162.5,0,0,0,589,38.803471516211,589,38.803471516211,589,39.0412886854702,5890,388.03471516211,589,39.0412886854702,NaN,NaN,0.0957066333333333,0.00632894086304498,0.191821433333301,0.0104523794394929,0.0961147999999678,0.0135640632163913,0.0957066333333333,0.00632894086304498,0.0725840725840726,0.159661372000949,1,0,0.00262394538695731,0.00486493042197031,0.952595731926886,0.0324679956962755,776.333333333333,125.819388484122,67.3333333333333,95.7709458764717,1.11023867765292,0.162188770974056,2020.3,3437.69133763061,987.900000000001,1650.18355109597,2020.3,3437.69133763061,889.999999998778,1262.52816104544,1797.79999999754,2557.08425489933,1,0,1,0,1,0,0.0011148303192833,0.00239837391835334,5,0,29.45,1.94017357581055,35.0877051,0
s7_busy,fixed_packet,15,15,10,1625,0.56079315911044,0.56079315911044,self_stable,0.001,0.863081414249492,0,1,1,0,0,0,1,NaN,1,589,38.803471516211,589,38.803471516211,589,38.803471516211,589,38.803471516211,0,0,0,0,1,0,0,0,1074.77328589401,241.478067732461,18.2290914529087,7.02224326961412,1056.5441944411,237.585816923162,1074.77328589401,241.478067732461,764.899999999907,152.182582648404,3026.44999999992,1025.94945388317,4626.19999999993,2954.43532222063,764.899999999907,152.182582648404,3026.44999999992,1025.94945388317,4626.19999999993,2954.43532222063,0.117557721143095,0.0846353604647986,76.4400789861222,20.6489679996253,15.884036927663,3.99123332530095,612.725195355995,172.415087930707,105.477325450177,49.6884058624968,82.0256918275459,0.963165939084018,162.5,0,0,0,589,38.803471516211,589,38.803471516211,588,38.803471516211,5890,388.03471516211,588,38.803471516211,NaN,NaN,0.0955502,0.00630470535627161,0.635009533333301,0.179528452966137,0.539459333333301,0.173286677008341,0.0955502,0.00630470535627161,-0.278248278248278,0.5564641690891,1,0,0.00163475788893991,0.00345628895356269,0.952048360313531,0.0319380605851751,1568,379.154615193092,747,389.487127158552,2.24823761723889,0.607322588224274,88118.8999999993,14939.8579530015,39729.5999999999,7065.87137301473,88118.8999999993,14939.8579530015,33099.0999999657,6782.29442641437,73513.9999999247,14887.9426622314,1,0,1,0,1,0,0.00169860148098791,0.000113613291473262,5,0,29.45,1.94017357581055,166.462967,0
