base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_183648_defa8d7220ff\combined_view,C:\Users\Administrator\Documents\delay\results_v2\20260728_185248_f7f295593299,216,1
