base_dir,rerun_dir,base_rows,replaced_rows
C:\Users\Administrator\Documents\delay\results_v2\20260728_142200_4d022d8fe72d\combined_view,C:\Users\Administrator\Documents\delay\results_v2\20260728_182121_04d4db7c3730,216,2
